Key,Frame
a,98
s,104
space,110
t,113
h,118
e,122
space,126
h,130
s,136
backspace,155
s,166
backspace,187
backspace,189
s,224
u,227
n,231
space,238
s,243
e,250
t,256
space,260
o,266
v,268
e,277
r,281
space,284
t,287
h,294
e,297
space,301
h,312
i,318
l,325
l,329
s,347
comma,356
space,362
5,372
space,375
h,383
i,388
k,395
e,399
r,404
s,410
space,418
g,426
a,432
t,436
h,441
e,445
r,450
e,453
d,459
space,465
a,485
r,489
o,494
u,499
n,505
d,509
space,514
a,519
space,523
c,528
a,535
m,539
p,568
f,578
i,582
r,586
e,596
comma,612
t,617
backspace,638
space,644
t,651
h,656
e,663
i,664
r,671
space,674
b,683
a,687
c,692
k,699
p,709
a,714
c,718
k,723
s,730
space,734
e,744
m,750
b,755
r,762
o,765
i,773
d,777
e,783
r,799
e,807
d,814
space,820
w,825
i,830
t,833
h,840
space,843
l,848
e,857
t,863
t,868
e,875
r,877
w,883
space,888
f,891
r,896
o,900
backspace,910
backspace,916
backspace,920
backspace,924
backspace,930
w,950
space,955
f,958
r,963
o,967
m,971
backspace,980
backspace,984
backspace,989
backspace,993
backspace,998
backspace,1002
w,1021
space,1028
backspace,1050
s,1055
space,1064
backspace,1070
backspace,1075
backspace,1078
s,1097
space,1103
f,1108
r,1113
o,1120
m,1121
space,1127
a,1132
space,1137
t,1141
o,1146
space,1150
z,1156
period,1178
space,1184
a,1187
q,1207
backspace,1230
space,1246
q,1248
u,1253
i,1257
c,1264
k,1267
space,1274
b,1282
r,1287
w,1293
backspace,1325
o,1331
w,1336
n,1341
space,1346
f,1349
o,1353
x,1357
d,1370
a,1376
r,1381
t,1389
backspace,1401
backspace,1407
backspace,1411
backspace,1415
space,1430
backspace,1437
period,1438
space,1438
backspace,1462
backspace,1468
backspace,1473
space,1493
backspace,1503
x,1510
space,1515
d,1534
a,1539
t,1544
t,1557
backspace,1572
backspace,1578
r,1591
t,1598
e,1604
space,1613
d,1635
backspace,1644
backspace,1649
d,1667
space,1671
g,1675
backspace,1688
p,1706
a,1714
s,1719
t,1724
space,1730
7,1739
space,1744
c,1748
h,1753
i,1757
r,1760
p,1769
i,1791
n,1794
g,1800
space,1804
c,1818
r,1825
i,1830
c,1845
k,1850
e,1854
t,1860
s,1871
space,1876
q,1880
n,1884
d,1890
space,1895
backspace,1913
backspace,1918
backspace,1923
backspace,1929
a,1949
n,1953
d,1957
space,1962
6,1971
space,1979
f,1983
r,1988
o,1992
g,1996
s,2002
space,2010
o,2017
backspace,2041
l,2050
e,2054
a,2059
p,2063
i,2070
n,2073
g,2079
space,2082
n,2089
e,2093
a,2102
r,2106
space,2119
t,2123
h,2126
e,2131
space,2136
0,2141
space,2149
d,2152
e,2176
g,2179
r,2184
e,2191
e,2194
space,2211
l,2213
a,2218
k,2223
e,2230
period,2246
space,2249
o,2255
e,2267
r,2271
h,2312
backspace,2348
backspace,2352
backspace,2370
v,2384
e,2388
r,2392
h,2398
e,2401
a,2407
d,2413
space,2418
backspace,2429
comma,2447
space,2454
9,2462
space,2468
b,2474
a,2483
t,2488
s,2496
space,2502
f,2506
l,2514
i,2520
t,2523
t,2530
e,2535
r,2539
d,2547
space,2558
backspace,2564
backspace,2570
backspace,2574
e,2599
backspace,2620
d,2626
space,2630
t,2634
h,2638
r,2654
o,2657
u,2662
g,2666
h,2671
space,2676
t,2680
h,2684
e,2690
space,2693
t,2703
w,2711
i,2722
l,2737
l,2741
backspace,2762
i,2777
g,2782
h,2786
t,2790
space,2801
backspace,2813
comma,2823
space,2827
w,2831
h,2835
i,2850
l,2855
e,2864
space,2868
1,2875
2,2882
space,2889
f,2903
i,2909
r,2912
e,2920
f,2957
l,2961
i,2965
e,2967
s,2973
space,2979
b,2985
l,2989
i,2994
n,3017
k,3023
i,3029
backspace,3049
e,3058
d,3064
space,3072
i,3074
n,3079
space,3084
r,3090
y,3113
t,3118
h,3127
backspace,3141
backspace,3144
backspace,3167
h,3178
y,3183
t,3190
h,3194
m,3201
space,3208
m,3215
a,3218
backspace,3231
backspace,3235
a,3243
m,3247
o,3251
n,3256
g,3262
space,3267
t,3271
h,3276
e,3281
space,3284
t,3289
r,3295
e,3310
e,3314
s,3321
period,3329
space,3337
t,3339
h,3343
e,3347
space,3350
h,3354
i,3359
d,3362
e,3372
r,3376
backspace,3390
backspace,3395
backspace,3399
k,3419
e,3424
r,3428
w,3435
space,3442
s,3452
a,3458
h,3462
backspace,3471
backspace,3477
backspace,3480
backspace,3485
backspace,3490
s,3513
space,3521
s,3530
h,3535
a,3538
r,3544
e,3550
d,3556
space,3562
s,3570
o,3576
t,3578
i,3584
backspace,3603
backspace,3606
backspace,3609
t,3630
o,3632
r,3637
i,3643
e,3647
s,3656
space,3663
o,3669
f,3674
space,3680
t,3682
h,3687
e,3690
i,3695
r,3701
space,3707
8,3719
9,3724
space,3731
m,3739
i,3745
l,3751
e,3757
space,3763
j,3768
o,3775
r,3781
backspace,3800
u,3810
r,3813
n,3817
e,3823
y,3830
comma,3844
space,3850
m,3854
a,3857
r,3863
v,3869
q,3872
backspace,3895
e,3901
l,3905
i,3910
g,3915
n,3923
backspace,3945
backspace,3963
n,3973
g,3979
space,3983
a,3987
t,3992
space,3996
t,4003
h,4005
e,4009
space,4013
b,4018
e,4024
a,4030
t,4035
u,4038
t,4043
y,4053
backspace,4061
backspace,4066
backspace,4071
backspace,4105
u,4115
t,4119
y,4123
space,4130
o,4133
f,4139
space,4145
t,4150
h,4154
e,4160
space,4164
3,4183
4,4185
5,4191
space,4198
w,4218
i,4222
l,4228
d,4233
f,4260
l,4264
o,4271
w,4276
e,4283
r,4286
s,4292
space,4298
b,4304
l,4308
o,4314
o,4320
m,4328
i,4333
n,4337
g,4343
space,4346
i,4349
n,4357
space,4363
t,4366
h,4370
e,4375
space,4379
v,4383
a,4386
l,4392
l,4398
y,4405
comma,4419
