epoch,step,train_acc,train_loss,val_acc,val_loss
0,57,,,0.18874172866344452,4.651072025299072
0,57,0.8413214087486267,0.8850697875022888,,
1,115,,,0.876655638217926,0.34408867359161377
1,115,0.8897914886474609,0.3398943245410919,,
2,173,,,0.9155629277229309,0.24689073860645294
2,173,0.9046845436096191,0.28484416007995605,,
3,231,,,0.9155629277229309,0.22996684908866882
3,231,0.9153804779052734,0.2286931872367859,,
4,289,,,0.9097682237625122,0.22605445981025696
4,289,0.9442188143730164,0.14784257113933563,,
5,347,,,0.9105960130691528,0.234730064868927
5,347,0.9512591361999512,0.12274356931447983,,
6,405,,,0.9014900922775269,0.2544881999492645
6,405,0.9684538245201111,0.08538175374269485,,
7,463,,,0.9163907170295715,0.36838895082473755
7,463,0.9676414728164673,0.08090602606534958,,
8,521,,,0.9163907170295715,0.27152687311172485
8,521,0.9638505578041077,0.10009381175041199,,
9,579,,,0.9288079738616943,0.23901763558387756
9,579,0.966422975063324,0.0928163155913353,,
10,637,,,0.9321191906929016,0.22513052821159363
10,637,0.9786081910133362,0.05802394077181816,,
11,695,,,0.9470198750495911,0.2366628348827362
11,695,0.9837530255317688,0.04141402989625931,,
12,753,,,0.9304635524749756,0.3150191009044647
12,753,0.9864608645439148,0.04076100513339043,,
13,811,,,0.929635763168335,0.31726858019828796
13,811,0.9871378540992737,0.03653423860669136,,
14,869,,,0.9503311514854431,0.23071375489234924
14,869,0.988356351852417,0.03422781825065613,,
15,927,,,0.9354304671287537,0.26191920042037964
15,927,0.9878147840499878,0.034009601920843124,,
16,985,,,0.9271523356437683,0.3153479993343353
16,985,0.9750880002975464,0.07171226292848587,,
17,1043,,,0.9213576316833496,0.3367632031440735
17,1043,0.9756295680999756,0.07143795490264893,,
18,1101,,,0.9304635524749756,0.3095644414424896
18,1101,0.985648512840271,0.04546090587973595,,
19,1159,,,0.9412251710891724,0.27118638157844543
19,1159,0.9890332818031311,0.03491893410682678,,
20,1217,,,0.9395695328712463,0.22602859139442444
20,1217,0.9876794219017029,0.03409445658326149,,
