Key,Frame
d,95
e,103
a,110
r,116
space,120
q,129
u,134
i,156
c,164
y,184
backspace,199
backspace,204
backspace,232
i,254
n,261
c,266
y,272
comma,281
space,290
i,295
space,301
h,304
o,310
p,321
e,327
space,333
u,339
backspace,356
y,372
o,378
u,381
space,389
a,396
r,402
e,409
space,417
d,426
o,429
i,436
n,439
g,443
space,447
w,453
e,455
e,460
backspace,492
l,503
l,508
period,516
space,524
i,530
space,547
w,553
a,564
n,576
t,582
e,586
d,594
space,602
t,605
o,610
space,614
u,625
p,631
d,638
a,642
t,645
e,650
space,654
y,666
o,672
u,675
space,683
o,689
n,694
space,700
o,703
u,708
r,713
space,719
l,727
a,731
t,737
e,740
s,745
t,751
space,756
p,775
r,781
o,787
j,814
e,818
c,824
t,831
space,836
backspace,846
comma,854
space,860
w,864
h,869
i,873
c,877
h,881
space,886
s,892
backspace,927
h,939
a,946
s,949
space,955
b,961
e,968
e,971
n,977
space,982
q,988
u,991
i,997
t,1002
e,1008
space,1013
t,1022
h,1026
e,1032
space,1035
backspace,1043
period,1046
space,1047
backspace,1071
backspace,1075
space,1101
j,1110
o,1117
u,1227
r,1232
n,1242
e,1248
y,1253
period,1274
space,1280
t,1287
h,1293
e,1298
space,1302
w,1307
o,1311
r,1316
k,1320
space,1325
i,1341
n,1346
v,1352
o,1358
d,1364
backspace,1386
l,1413
v,1420
e,1425
s,1431
space,1438
a,1446
space,1452
e,1458
backspace,1468
s,1488
e,1489
r,1494
i,1501
e,1504
s,1510
space,1518
o,1523
f,1528
space,1532
c,1537
m,1563
backspace,1585
w,1593
w,1598
w,1603
o,1606
m,1610
backspace,1621
backspace,1625
backspace,1630
backspace,1639
backspace,1644
o,1671
m,1679
p,1687
l,1694
e,1701
x,1716
space,1722
t,1728
a,1736
s,1761
k,1768
s,1775
space,1781
backspace,1790
comma,1801
space,1806
e,1809
a,1815
c,1821
h,1827
space,1832
w,1835
i,1840
t,1856
h,1862
space,1867
i,1873
t,1876
s,1884
space,1889
u,1897
n,1904
i,1909
q,1927
u,1933
e,1938
space,1946
c,1952
h,1964
a,1970
l,1979
l,1983
e,1989
n,1992
g,1998
e,2003
s,2009
period,2030
space,2036
o,2040
u,2046
r,2051
space,2055
t,2061
e,2065
a,2070
m,2079
comma,2133
space,2139
i,2144
c,2148
backspace,2175
c,2186
o,2200
backspace,2224
backspace,2228
n,2257
c,2262
h,2266
backspace,2286
l,2304
u,2310
d,2316
i,2320
n,2325
g,2328
space,2333
k,2339
e,2342
v,2370
i,2376
n,2382
space,2387
a,2395
n,2399
d,2404
space,2408
c,2424
backspace,2438
z,2443
e,2450
l,2457
d,2473
a,2478
space,2491
backspace,2506
comma,2518
space,2524
h,2529
a,2535
s,2539
space,2546
b,2552
e,2557
e,2562
n,2569
space,2575
d,2584
i,2595
l,2603
i,2609
g,2614
h,2618
e,2623
n,2627
t,2633
l,2636
backspace,2650
backspace,2654
backspace,2658
backspace,2663
backspace,2683
e,2697
t,2704
n,2709
l,2714
y,2719
space,2725
backspace,2731
backspace,2735
backspace,2739
backspace,2744
backspace,2749
n,2772
t,2776
l,2782
y,2787
space,2793
w,2800
o,2804
r,2810
k,2814
i,2821
n,2827
g,2835
space,2845
t,2852
o,2855
space,2860
t,2864
a,2871
c,2887
k,2894
l,2906
e,2911
space,2933
t,2938
h,2941
e,2947
s,2952
e,2958
space,2964
i,2969
s,2973
s,2980
u,2983
e,2988
s,2992
period,3029
space,3034
r,3047
e,3051
c,3057
e,3064
n,3069
t,3073
l,3079
y,3084
space,3091
w,3097
e,3102
space,3108
f,3115
a,3120
c,3126
e,3132
d,3138
space,3144
s,3151
e,3158
r,3162
v,3169
backspace,3176
backspace,3180
v,3203
e,3212
r,3214
a,3220
l,3226
space,3232
q,3243
u,3248
r,3254
i,3265
backspace,3286
backspace,3288
i,3301
r,3307
k,3329
y,3337
space,3343
s,3352
i,3356
t,3361
u,3365
a,3372
t,3375
i,3392
o,3398
n,3402
s,3408
space,3411
t,3417
h,3422
a,3427
t,3430
space,3456
r,3462
e,3467
q,3478
u,3484
i,3490
r,3492
e,3498
d,3504
space,3510
i,3519
m,3524
m,3529
d,3536
backspace,3556
e,3568
d,3574
i,3579
a,3602
t,3608
e,3613
space,3617
a,3627
c,3648
t,3657
t,3664
e,3671
n,3678
t,3684
i,3688
o,3694
n,3696
period,3717
space,3723
t,3726
h,3732
a,3735
n,3742
k,3745
f,3768
u,3774
l,3781
l,3784
y,3796
comma,3813
space,3820
w,3823
e,3830
space,3836
m,3842
a,3845
n,3851
g,3855
e,3861
backspace,3882
backspace,3904
a,3919
g,3925
e,3927
space,3939
backspace,3968
d,3977
space,3980
t,3985
o,3989
space,3994
a,3998
d,4003
d,4009
r,4014
e,4019
s,4031
s,4037
space,4043
t,4046
h,4051
e,4055
m,4061
space,4065
w,4071
i,4073
t,4079
h,4083
space,4088
t,4094
h,4098
e,4103
space,4107
h,4113
e,4123
l,4129
p,4137
space,4143
o,4149
f,4155
space,4160
9,4164
u,4170
r,4175
space,4179
backspace,4194
backspace,4199
backspace,4204
backspace,4209
backspace,4214
space,4233
o,4240
u,4253
r,4253
space,4254
i,4267
n,4275
n,4275
o,4304
v,4310
a,4317
t,4319
i,4325
o,4331
n,4333
backspace,4347
backspace,4352
v,4370
e,4376
space,4382
t,4398
e,4403
c,4409
h,4413
n,4420
i,4426
q,4431
u,4435
e,4440
s,4445
space,4453
q,4456
n,4462
d,4466
space,4472
q,4475
u,4480
i,4484
backspace,4488
backspace,4492
backspace,4497
backspace,4502
backspace,4506
backspace,4509
backspace,4513
backspace,4518
space,4539
a,4547
q,4553
n,4559
backspace,4567
backspace,4578
n,4592
d,4597
space,4601
q,4607
u,4611
i,4616
c,4620
k,4625
space,4629
a,4638
d,4645
j,4655
u,4662
s,4665
t,4670
m,4677
e,4680
n,4686
t,4691
s,4699
comma,4702
space,4708
t,4711
h,4717
e,4721
space,4726
backspace,4730
backspace,4735
backspace,4741
backspace,4745
backspace,4752
backspace,4758
period,4792
space,4796
t,4803
h,4807
e,4812
space,4816
p,4837
r,4843
c,4853
backspace,4866
o,4890
c,4896
e,4902
s,4908
s,4912
space,4918
h,4926
a,4933
s,4936
space,4943
b,4953
e,4960
e,4966
n,4971
space,4978
q,4982
u,4988
i,4992
t,4997
e,5000
space,5005
r,5015
i,5022
g,5028
o,5034
r,5059
o,5065
u,5071
s,5075
space,5083
backspace,5091
comma,5117
space,5122
b,5129
u,5133
t,5139
space,5145
w,5150
e,5156
r,5160
space,5165
backspace,5182
backspace,5187
backspace,5190
e,5216
space,5222
a,5229
r,5235
e,5241
space,5245
m,5253
a,5256
k,5262
i,5267
n,5271
g,5277
space,5301
s,5306
i,5311
g,5315
n,5320
i,5325
f,5334
i,5339
c,5343
a,5350
n,5356
t,5362
space,5386
w,5392
t,5398
r,5404
i,5413
backspace,5425
backspace,5430
backspace,5434
backspace,5438
s,5452
t,5458
i,5465
d,5469
backspace,5476
backspace,5481
r,5491
i,5498
d,5500
e,5506
s,5512
period,5524
space,5532
o,5538
u,5544
r,5549
space,5553
p,5560
r,5562
o,5568
j,5572
e,5578
c,5583
t,5606
space,5611
i,5617
s,5621
space,5626
d,5630
r,5636
i,5640
v,5646
e,5648
n,5658
space,5663
b,5669
y,5675
space,5681
a,5692
d,5700
v,5710
a,5716
n,5741
c,5745
e,5752
d,5758
space,5763
a,5770
l,5777
g,5806
o,5812
t,5817
backspace,5837
r,5855
i,5860
t,5865
h,5871
m,5874
space,5880
s,5887
space,5895
backspace,5908
backspace,5914
backspace,5918
backspace,5923
m,5950
s,5953
space,5958
a,5965
d,5971
n,5978
space,5982
c,5990
backspace,5998
backspace,6003
backspace,6008
backspace,6024
n,6039
d,6045
space,6048
c,6053
u,6060
t,6064
t,6070
i,6074
n,6079
g,6083
t,6088
backspace,6112
space,6123
e,6131
d,6138
g,6144
e,6151
space,6155
e,6161
t,6166
backspace,6173
backspace,6177
t,6190
e,6195
c,6204
h,6208
o,6213
n,6217
n,6222
backspace,6236
backspace,6241
backspace,6270
n,6287
o,6294
l,6303
o,6308
g,6315
y,6320
space,6328
backspace,6334
comma,6347
backspace,6362
period,6374
space,6381
w,6386
e,6391
space,6398
o,6406
o,6412
o,6418
k,6422
backspace,6434
backspace,6440
backspace,6444
backspace,6457
l,6476
o,6481
o,6487
k,6493
space,6500
f,6510
o,6513
r,6519
w,6560
a,6567
r,6572
d,6579
space,6587
t,6593
o,6598
space,6604
s,6608
h,6615
a,6618
r,6627
i,6633
n,6638
g,6644
space,6647
m,6654
o,6659
r,6665
e,6671
space,6677
u,6683
backspace,6703
u,6730
p,6739
d,6755
a,6761
t,6765
e,6771
s,6774
space,6782
w,6789
i,6795
t,6799
h,6804
space,6808
y,6814
o,6820
u,6824
space,6829
s,6836
o,6840
o,6845
n,6852
period,6877
space,6894
b,6901
e,6907
s,6913
t,6917
space,6924
r,6930
e,6934
e,6940
backspace,6964
g,6978
a,6986
r,6992
d,7005
s,7012
comma,7025
space,7032
j,7038
a,7043
c,7049
k,7058
space,7081
q,7091
period,7105
space,7113
z,7123
i,7144
m,7150
m,7156
e,7161
r,7165
r,7171
backspace,7192
space,7224
