Key,Frame
a,119
t,130
space,135
t,143
h,147
e,151
space,154
b,161
r,166
e,179
a,185
k,193
space,198
o,203
f,207
space,211
d,216
a,230
w,237
n,243
space,249
backspace,262
comma,276
space,287
4,297
space,307
backspace,312
backspace,325
backspace,329
5,342
space,349
backspace,361
backspace,366
space,377
5,384
space,390
a,402
d,410
v,418
e,424
n,427
t,430
u,435
r,439
e,443
e,462
r,466
s,476
space,482
backspace,500
backspace,504
backspace,509
backspace,523
r,536
s,556
space,564
s,569
e,575
t,578
space,585
o,594
f,601
f,608
space,620
o,629
n,632
space,638
a,644
space,649
t,652
r,657
a,664
i,677
l,684
space,689
m,695
a,701
k,710
r,715
e,721
d,727
backspace,736
backspace,741
backspace,745
backspace,767
r,776
k,780
e,783
d,789
space,795
b,801
y,805
space,811
s,821
i,825
g,830
n,833
p,857
o,861
s,866
t,871
s,878
space,885
l,890
a,896
b,902
e,926
l,931
e,935
d,941
space,947
a,960
space,965
t,970
o,976
space,978
t,983
backspace,1008
z,1017
period,1037
space,1044
a,1059
space,1067
q,1071
u,1074
i,1080
c,1084
k,1091
space,1096
b,1106
r,1113
o,1118
w,1123
n,1126
space,1133
f,1137
o,1141
x,1144
space,1150
s,1158
c,1166
u,1190
r,1202
r,1207
i,1213
e,1216
d,1223
space,1229
p,1238
a,1248
s,1254
t,1261
space,1269
7,1280
space,1286
c,1292
o,1296
l,1302
o,1307
r,1312
f,1323
u,1327
l,1335
space,1347
b,1356
u,1360
t,1365
t,1370
e,1376
r,1381
f,1385
l,1398
i,1403
e,1406
s,1412
space,1419
f,1426
u,1430
l,1439
l,1443
backspace,1454
backspace,1459
backspace,1463
l,1484
u,1488
t,1493
t,1499
e,1503
r,1506
e,1508
i,1516
n,1516
g,1522
space,1525
backspace,1533
backspace,1538
backspace,1542
backspace,1546
backspace,1561
i,1571
n,1577
g,1581
space,1586
n,1588
e,1591
a,1597
r,1603
space,1607
6,1629
space,1637
f,1641
r,1645
o,1649
g,1653
s,1662
space,1668
b,1676
a,1681
s,1685
k,1704
i,1708
n,1714
g,1719
space,1722
o,1728
n,1732
space,1737
t,1740
h,1743
e,1750
space,1753
e,1759
d,1766
g,1772
e,1778
space,1784
o,1790
f,1797
space,1800
a,1821
space,1829
0,1853
space,1876
d,1880
e,1885
g,1890
r,1896
e,1903
e,1906
space,1913
s,1920
t,1925
r,1929
e,1933
a,1942
m,1953
period,1968
space,1975
i,1983
n,1987
space,1993
t,1996
h,2001
e,2007
space,2012
w,2017
backspace,2046
d,2055
i,2061
s,2065
t,2072
a,2078
n,2084
c,2086
e,2092
comma,2107
space,2117
9,2122
space,2131
d,2139
e,2145
e,2151
r,2156
space,2166
g,2172
r,2178
a,2185
a,2197
backspace,2215
z,2224
e,2230
d,2236
space,2243
g,2253
backspace,2265
p,2274
e,2279
a,2288
c,2309
e,2314
f,2324
u,2329
l,2337
l,2341
y,2350
space,2358
u,2364
n,2370
d,2374
e,2380
r,2388
space,2391
t,2396
h,2410
e,2419
space,2424
s,2432
a,2438
d,2444
e,2451
space,2457
backspace,2465
backspace,2470
backspace,2475
backspace,2479
h,2503
a,2507
d,2512
e,2518
space,2523
9,2526
f,2533
space,2537
backspace,2552
backspace,2557
backspace,2561
backspace,2565
o,2579
f,2588
backspace,2599
backspace,2604
space,2619
o,2629
f,2637
space,2640
1,2654
2,2660
space,2669
a,2681
c,2689
backspace,2710
n,2724
c,2729
i,2739
e,2744
n,2747
t,2760
space,2768
o,2778
a,2783
k,2791
s,2801
period,2814
space,2819
t,2826
h,2827
e,2834
space,2838
t,2843
r,2849
q,2852
v,2866
e,2870
backspace,2879
backspace,2883
backspace,2887
q,2916
v,2923
e,2928
l,2933
backspace,2945
backspace,2950
backspace,2955
a,2971
v,2993
e,2998
backspace,3004
backspace,3010
backspace,3014
backspace,3035
a,3045
v,3051
e,3057
l,3064
e,3074
r,3079
w,3085
space,3093
p,3099
a,3106
backspace,3117
backspace,3121
backspace,3126
backspace,3130
s,3145
space,3152
p,3161
a,3165
u,3171
s,3178
e,3185
d,3192
space,3196
t,3202
o,3206
space,3210
a,3214
d,3219
m,3244
i,3250
r,3256
e,3263
space,3268
8,3286
9,3292
space,3300
w,3311
i,3316
l,3322
d,3329
e,3337
backspace,3358
f,3371
l,3376
o,3382
w,3386
e,3392
r,3394
s,3419
space,3423
b,3431
o,3447
o,3453
backspace,3479
backspace,3496
l,3511
o,3516
o,3543
m,3551
i,3556
n,3561
g,3567
space,3571
i,3574
n,3579
space,3584
v,3597
i,3603
b,3616
r,3623
a,3628
n,3634
t,3638
space,3645
h,3655
u,3662
e,3666
w,3672
space,3680
backspace,3701
backspace,3705
w,3715
space,3724
q,3734
backspace,3741
backspace,3745
backspace,3750
w,3761
space,3784
backspace,3793
backspace,3797
s,3807
space,3818
a,3824
n,3828
d,3833
space,3837
c,3844
o,3848
u,3853
n,3858
t,3860
e,3865
d,3871
space,3876
3,3894
4,3901
5,3907
space,3915
p,3926
e,3938
p,3952
p,3955
backspace,3970
backspace,3973
b,3990
b,3995
l,4001
e,4006
s,4013
space,4023
f,4038
o,4045
r,4049
m,4055
i,4061
i,4065
n,4068
g,4079
space,4083
backspace,4090
backspace,4095
backspace,4099
backspace,4104
n,4121
g,4127
space,4130
a,4137
space,4143
n,4162
a,4177
t,4181
u,4185
r,4189
a,4199
l,4205
space,4210
m,4215
o,4222
s,4243
q,4248
backspace,4274
a,4285
i,4306
c,4309
space,4317
l,4326
backspace,4340
backspace,4344
q,4355
l,4359
o,4363
n,4369
g,4373
backspace,4379
backspace,4383
backspace,4387
backspace,4391
backspace,4404
space,4420
a,4424
space,4447
backspace,4456
l,4470
o,4474
n,4480
g,4487
space,4491
t,4495
h,4498
e,4502
space,4506
p,4528
a,4532
t,4537
h,4541
period,4559
space,4567
b,4573
y,4577
space,4584
n,4588
i,4593
g,4596
h,4600
t,4604
f,4616
a,4624
l,4631
l,4634
comma,4655
space,4662
u,4666
n,4670
d,4674
e,4681
r,4685
space,4689
t,4693
backspace,4705
a,4719
space,4726
s,4735
k,4740
y,4750
space,4758
g,4768
l,4772
