Key,Frame
i,85
n,90
space,98
2,103
0,120
2,126
4,135
comma,157
space,162
8,168
6,191
5,208
4,215
3,233
2,240
space,249
r,260
e,267
s,274
e,285
r,286
backspace,324
a,337
r,343
c,353
h,364
e,369
r,374
space,379
backspace,394
s,408
space,414
c,421
o,428
l,434
l,438
a,444
b,451
r,491
backspace,501
o,513
r,519
t,526
backspace,545
a,559
t,565
e,570
d,576
space,582
o,588
n,594
space,601
6,613
3,628
backspace,638
2,648
3,657
3,666
backspace,694
4,704
8,721
7,731
space,742
o,750
r,757
o,762
backspace,770
backspace,775
backspace,781
p,801
r,806
o,813
j,843
e,850
c,854
t,860
s,866
space,873
f,876
o,882
r,886
space,890
7,905
8,916
9,925
space,938
backspace,947
0,959
1,971
2,978
3,986
space,996
m,1005
o,1011
n,1016
t,1022
h,1026
s,1032
comma,1044
space,1050
c,1057
o,1062
n,1066
d,1092
u,1099
c,1103
t,1109
i,1113
n,1120
g,1123
space,1134
2,1154
1,1196
3,1212
4,1223
5,1231
6,1254
space,1260
t,1267
e,1272
s,1278
t,1282
s,1306
space,1313
d,1318
a,1324
i,1328
l,1335
y,1343
space,1351
a,1361
c,1367
r,1375
o,1382
s,1387
s,1394
space,1410
1,1430
8,1453
backspace,1494
8,1506
2,1526
2,1531
3,1541
3,1547
space,1561
l,1594
a,1601
b,1608
9,1631
r,1635
a,1643
t,1646
backspace,1661
backspace,1666
backspace,1672
backspace,1706
o,1715
r,1721
a,1727
t,1734
o,1743
r,1750
y,1757
i,1769
backspace,1783
backspace,1788
i,1796
e,1824
s,1831
space,1837
w,1841
i,1847
t,1851
h,1858
space,1862
6,1872
0,1883
0,1889
space,1899
c,1910
backspace,1937
backspace,1957
0,1970
space,1980
c,1986
o,1990
m,1997
p,2003
u,2027
t,2031
e,2040
r,2043
s,2050
space,2056
q,2061
n,2067
d,2071
space,2078
backspace,2089
backspace,2094
backspace,2099
backspace,2104
a,2128
n,2134
d,2138
space,2144
3,2165
5,2173
0,2190
space,2200
m,2205
a,2209
c,2216
h,2220
i,2226
n,2230
e,2235
s,2244
space,2252
backspace,2263
comma,2277
space,2283
e,2287
a,2295
c,2301
h,2306
space,2311
0,2318
r,2323
o,2327
backspace,2346
backspace,2349
backspace,2353
backspace,2358
space,2378
p,2385
r,2392
o,2398
c,2404
e,2412
w,2417
s,2421
i,2427
n,2432
g,2437
backspace,2443
backspace,2448
backspace,2453
backspace,2457
backspace,2479
s,2490
s,2495
i,2501
n,2507
g,2511
space,2518
8,2537
9,2544
1,2567
2,2576
3,2583
4,2590
space,2601
d,2608
a,2614
t,2621
a,2631
s,2643
e,2648
t,2653
s,2664
period,2683
space,2692
o,2696
v,2701
e,2708
r,2715
space,2727
7,2738
3,2747
2,2772
1,2779
3,2787
0,2807
backspace,2828
0,2851
space,2861
p,2869
r,2874
o,2880
t,2886
o,2912
t,2945
y,2950
p,2957
e,2963
s,2969
space,2974
e,2980
s,2987
backspace,2995
backspace,3000
w,3024
e,3031
r,3038
e,3041
space,3050
d,3056
e,3061
v,3067
e,3071
l,3104
o,3109
p,3115
e,3122
d,3128
space,3136
backspace,3146
comma,3157
space,3162
5,3171
2,3180
3,3204
2,3212
backspace,3222
1,3244
1,3248
0,3269
space,3276
e,3282
e,3288
backspace,3307
r,3320
r,3326
o,3330
r,3337
s,3346
space,3354
w,3358
e,3364
r,3369
e,3374
space,3385
c,3392
o,3398
r,3424
r,3431
e,3453
c,3458
t,3464
e,3470
d,3477
backspace,3508
d,3533
comma,3540
space,3546
a,3550
n,3556
d,3561
space,3567
1,3571
4,3578
5,3584
space,3604
e,3608
q,3615
u,3622
a,3632
t,3639
i,3643
o,3650
n,3654
