Key,Frame
shift,71
b,75
shift,80
u,83
backspace,96
e,114
n,120
e,147
a,154
t,160
h,166
space,172
t,181
h,185
e,189
space,195
v,209
backspace,222
b,232
r,241
i,246
g,253
h,257
t,262
space,269
e,284
v,291
e,298
n,304
i,308
n,323
g,325
space,335
s,353
k,358
y,367
comma,376
space,385
5,418
space,427
y,435
o,439
o,444
u,447
n,454
g,458
backspace,477
backspace,482
backspace,492
backspace,504
u,514
n,521
g,524
space,530
e,559
x,567
p,576
l,583
o,589
r,603
e,610
d,619
s,628
backspace,644
backspace,649
r,702
s,710
space,733
g,775
a,783
t,790
h,795
e,800
r,807
space,813
backspace,824
e,837
d,846
space,860
t,865
o,871
space,876
c,882
o,886
u,891
n,913
t,916
space,929
t,933
h,937
e,940
space,945
s,962
t,971
a,980
r,985
s,1003
comma,1015
space,1020
e,1024
a,1031
c,1039
h,1042
space,1048
t,1064
a,1072
k,1074
i,1079
n,1086
g,1090
space,1095
t,1102
u,1106
r,1116
n,1121
s,1128
space,1139
n,1147
a,1157
m,1162
i,1167
n,1174
g,1210
space,1217
c,1231
o,1234
n,1242
s,1248
t,1255
r,1282
a,1291
l,1299
l,1306
backspace,1314
backspace,1318
backspace,1323
backspace,1336
e,1343
l,1349
l,1355
a,1376
t,1382
i,1385
o,1391
n,1398
s,1410
space,1427
f,1443
r,1449
o,1451
m,1460
space,1470
shift,1477
a,1483
shift,1489
space,1513
t,1517
o,1531
space,1536
shift,1545
z,1556
shift,1563
period,1590
space,1596
shift,1603
t,1609
shift,1617
h,1619
e,1625
space,1629
q,1648
u,1653
i,1661
c,1669
k,1674
space,1679
v,1696
backspace,1711
b,1715
r,1720
o,1725
m,1737
backspace,1750
w,1763
n,1768
space,1775
f,1802
o,1808
x,1817
space,1825
l,1833
e,1841
a,1848
p,1854
t,1869
space,1879
g,1919
r,1926
a,1933
c,1938
e,1946
f,1954
u,1959
l,1966
l,1970
y,1984
space,2003
o,2013
v,2030
e,2037
r,2043
space,2049
7,2088
space,2095
s,2115
l,2130
p,2136
e,2147
e,2152
p,2180
y,2189
space,2196
f,2211
equal,2222
backspace,2236
backspace,2243
d,2258
o,2263
g,2268
s,2277
comma,2301
space,2307
w,2311
h,2316
i,2322
l,2332
e,2336
space,2345
3,2379
space,2384
c,2390
h,2393
