epoch,step,train_acc,train_loss,val_acc,val_loss
0,135,,,0.9208464026451111,0.26438623666763306
0,135,0.8963724374771118,0.42096850275993347,,
1,271,,,0.9216300845146179,0.25678738951683044
1,271,0.9312615394592285,0.21422985196113586,,
2,407,,,0.9326018691062927,0.2168334722518921
2,407,0.9477818608283997,0.1691616177558899,,
3,543,,,0.9380877614021301,0.21457359194755554
3,543,0.9493992328643799,0.15121686458587646,,
4,679,,,0.9231975078582764,0.25088903307914734
4,679,0.9542514085769653,0.136225625872612,,
5,815,,,0.9365203976631165,0.2172219157218933
5,815,0.9585258960723877,0.12237382680177689,,
6,951,,,0.9490595459938049,0.21164660155773163
6,951,0.9666127562522888,0.09563478827476501,,
7,1087,,,0.9490595459938049,0.1954229325056076
7,1087,0.9695008993148804,0.09021087735891342,,
8,1223,,,0.9459247589111328,0.16842013597488403
8,1223,0.9715803861618042,0.08070064336061478,,
9,1359,,,0.9490595459938049,0.20549362897872925
9,1359,0.9762014746665955,0.06984519213438034,,
10,1495,,,0.9482758641242981,0.196442648768425
10,1495,0.9794362187385559,0.0598432794213295,,
11,1631,,,0.9427899718284607,0.235188826918602
11,1631,0.9801293611526489,0.055461883544921875,,
12,1767,,,0.9498432874679565,0.20611175894737244
12,1767,0.9839417934417725,0.04244930297136307,,
13,1903,,,0.9427899718284607,0.21260836720466614
13,1903,0.9849815368652344,0.042987313121557236,,
