Key,Frame
shift,74
a,76
m,98
i,103
d,106
space,111
t,116
h,118
e,122
space,128
b,133
i,139
backspace,147
backspace,151
v,168
i,172
b,186
r,194
a,208
n,216
t,221
space,225
f,235
e,240
s,244
t,248
i,253
v,260
a,269
l,273
space,282
o,298
n,304
space,308
shift,316
j,316
u,322
n,330
e,335
space,342
5,352
t,368
h,372
space,375
backspace,383
comma,393
space,397
2,407
0,425
2,450
4,467
space,479
backspace,487
comma,495
space,501
7,522
space,531
l,540
i,544
v,548
e,553
l,558
y,562
space,570
m,580
u,595
s,603
i,606
c,615
i,621
a,626
n,629
s,633
space,639
p,645
l,653
a,655
e,662
d,670
backspace,677
backspace,683
y,688
e,691
d,698
space,701
t,712
u,714
n,720
e,723
s,726
space,729
f,733
r,740
o,746
m,751
space,756
shift,768
a,769
space,775
t,779
o,783
space,788
z,798
shift,799
period,804
space,808
c,818
shift,818
r,837
w,845
backspace,867
o,887
w,899
d,911
s,919
space,923
c,933
h,937
e,944
e,949
r,954
e,961
d,970
space,976
a,994
s,996
space,1001
9,1050
backspace,1066
8,1092
space,1104
z,1116
backspace,1131
x,1144
backspace,1155
z,1159
e,1164
b,1174
r,1181
a,1185
s,1208
space,1213
d,1231
a,1235
s,1241
h,1245
e,1247
d,1253
space,1258
p,1281
a,1284
s,1288
t,1296
space,1300
9,1312
space,1321
g,1341
l,1345
o,1351
w,1355
i,1358
n,1365
g,1369
space,1372
l,1379
a,1389
n,1391
t,1404
e,1413
r,1416
n,1421
s,1434
space,1440
backspace,1450
comma,1458
space,1464
w,1479
h,1482
i,1485
l,1489
e,1496
space,1499
3,1511
4,1520
5,1531
space,1538
b,1556
a,1568
l,1574
l,1579
o,1584
n,1590
s,1597
space,1605
f,1629
l,1633
o,1639
a,1643
t,1646
e,1649
d,1657
space,1662
a,1671
b,1676
o,1681
v,1693
e,1698
space,1702
t,1704
h,1709
e,1712
space,1716
s,1736
c,1740
e,1746
n,1754
e,1756
period,1777
space,1782
shift,1789
t,1790
h,1796
e,1801
space,1805
q,1817
u,1821
i,1824
c,1828
k,1832
l,1838
y,1844
space,1851
backspace,1857
backspace,1862
backspace,1865
space,1873
f,1874
o,1902
x,1910
space,1917
j,1941
o,1945
backspace,1959
u,1964
m,1972
p,1977
e,1984
d,1991
space,1996
o,2004
v,2005
e,2014
r,2020
space,2024
2,2034
backspace,2045
1,2062
2,2068
space,2076
l,2085
a,2089
z,2094
y,2100
space,2111
d,2115
o,2118
g,2124
s,2130
space,2140
5,2152
space,2162
backspace,2169
backspace,2174
6,2194
space,2202
t,2233
i,2235
m,2242
e,2244
s,2251
space,2256
backspace,2294
comma,2301
space,2306
b,2311
a,2315
r,2319
k,2322
i,2326
n,2334
g,2338
space,2342
l,2363
o,2369
i,2373
u,2380
backspace,2390
backspace,2395
u,2397
l,2405
backspace,2426
d,2430
l,2434
y,2438
space,2444
e,2451
a,2455
c,2462
h,2467
space,2471
t,2475
i,2478
m,2483
e,2487
period,2517
space,2522
shift,2528
a,2529
n,2537
space,2543
o,2547
w,2553
l,2557
space,2569
h,2580
o,2587
o,2592
t,2598
e,2602
d,2609
space,2613
3,2630
space,2642
t,2648
i,2651
m,2657
e,2659
s,2667
space,2673
a,2686
s,2690
space,2695
9,2720
backspace,2739
9,2765
backspace,2782
9,2831
backspace,2854
0,2878
space,2896
f,2931
o,2938
r,2939
g,2947
s,2956
