Key,Frame
shift_r,61
b,63
e,81
n,87
e,95
a,100
t,106
h,111
space,117
t,125
h,137
e,145
space,152
b,158
r,164
i,168
g,172
h,175
t,182
space,186
e,192
v,204
e,208
n,212
i,219
n,224
g,229
space,232
s,240
k,245
y,256
space,262
backspace,271
comma,279
space,283
5,299
space,303
y,316
o,323
u,326
n,332
g,353
space,359
e,374
x,382
p,393
l,407
o,412
r,417
e,422
s,431
space,440
backspace,447
backspace,452
r,459
s,467
space,474
g,485
a,492
t,496
h,502
e,510
r,514
space,524
backspace,532
e,536
d,542
space,547
t,550
o,554
space,559
c,563
o,569
u,571
n,579
t,585
space,590
t,592
h,596
e,601
space,610
s,612
t,619
a,624
r,627
t,633
s,650
space,653
comma,678
space,684
e,688
a,692
c,698
h,704
space,709
t,714
a,718
k,723
i,726
n,733
g,750
space,756
t,764
u,767
r,771
n,775
s,784
space,791
m,806
backspace,817
n,824
a,826
m,831
i,835
n,840
g,844
space,848
c,859
o,863
n,865
s,872
t,877
e,885
l,892
l,898
a,903
t,922
i,930
o,937
n,939
s,946
space,972
f,977
r,983
o,987
space,992
backspace,1002
m,1008
space,1011
shift_r,1023
a,1025
space,1028
t,1034
o,1038
space,1043
z,1053
shift_r,1053
period,1064
space,1069
shift_r,1081
t,1082
h,1089
e,1094
space,1097
q,1109
u,1114
i,1118
c,1122
k,1127
space,1135
b,1155
r,1163
o,1167
w,1171
n,1182
space,1196
f,1205
o,1211
x,1217
space,1219
l,1225
a,1232
backspace,1242
e,1247
a,1250
p,1254
t,1259
e,1264
d,1272
space,1277
backspace,1303
backspace,1308
backspace,1313
space,1324
g,1338
r,1345
a,1348
c,1360
e,1367
f,1393
u,1399
l,1405
l,1409
y,1416
space,1423
o,1428
v,1433
e,1439
r,1445
space,1449
8,1484
backspace,1495
7,1521
space,1530
s,1565
l,1576
e,1582
e,1592
p,1599
i,1603
n,1610
g,1612
space,1615
d,1618
o,1622
g,1632
backspace,1639
backspace,1644
backspace,1648
backspace,1653
backspace,1656
backspace,1667
backspace,1675
y,1686
space,1693
d,1700
o,1705
g,1708
s,1712
space,1717
backspace,1725
comma,1733
space,1739
w,1758
h,1761
i,1764
l,1771
e,1776
space,1780
3,1786
space,1791
c,1810
h,1815
i,1818
r,1824
p,1836
i,1841
n,1847
g,1850
space,1854
c,1861
r,1866
i,1872
k,1885
backspace,1902
c,1907
k,1909
e,1924
t,1928
s,1937
space,1943
s,1955
e,1960
r,1969
e,1973
n,1981
a,1994
d,2018
e,2023
d,2030
space,2035
t,2042
h,2046
e,2051
space,2056
n,2062
i,2066
g,2071
h,2074
t,2080
period,2105
space,2111
i,2146
shift_l,2146
n,2155
space,2161
t,2163
h,2166
e,2172
space,2176
d,2197
i,2202
s,2204
t,2209
a,2216
n,2219
c,2223
e,2231
comma,2240
space,2243
1,2252
2,2257
space,2264
o,2278
w,2284
l,2289
s,2305
space,2311
h,2319
o,2325
o,2329
t,2333
e,2337
d,2345
space,2349
backspace,2363
comma,2374
space,2378
a,2381
n,2387
d,2392
space,2399
5,2423
space,2428
backspace,2440
backspace,2445
6,2475
space,2483
f,2489
r,2496
o,2501
g,2505
s,2515
space,2521
s,2544
p,2556
l,2564
a,2595
s,2602
h,2606
e,2610
d,2617
space,2621
i,2625
n,2630
space,2637
a,2688
space,2693
p,2703
o,2716
n,2720
d,2726
space,2730
r,2743
e,2745
f,2753
l,2757
c,2782
backspace,2793
e,2795
c,2803
t,2811
i,2815
n,2820
g,2824
space,2827
8,2884
9,2891
space,2900
t,2925
w,2931
i,2938
n,2945
k,2956
l,2975
i,2980
n,2985
g,2990
space,2994
s,2996
t,3001
a,3005
r,3008
t,3014
backspace,3027
s,3031
space,3036
backspace,3044
period,3054
space,3057
a,3065
shift_r,3065
r,3070
o,3077
u,3082
n,3089
d,3094
space,3099
t,3103
h,3107
e,3110
space,3116
c,3121
a,3126
m,3133
p,3140
f,3168
i,3171
r,3176
e,3179
comma,3192
space,3199
t,3208
h,3212
e,3215
y,3222
space,3228
s,3238
h,3242
a,3247
r,3254
e,3259
d,3266
space,3271
s,3305
o,3310
backspace,3318
t,3321
o,3326
r,3328
e,3336
i,3340
backspace,3346
backspace,3351
i,3356
e,3357
s,3364
space,3370
backspace,3376
space,3385
o,3389
f,3393
space,3395
t,3401
h,3405
e,3412
space,3416
3,3426
4,3460
5,3466
space,3472
a,3499
d,3503
v,3511
e,3518
n,3523
t,3526
r,3531
u,3535
r,3539
e,3542
backspace,3551
backspace,3555
backspace,3559
backspace,3564
u,3569
r,3575
e,3577
s,3588
space,3594
