Key,Frame
d,38
e,51
a,57
r,63
space,70
t,75
e,80
a,84
m,90
space,100
backspace,126
comma,137
space,145
i,150
h,157
backspace,194
space,202
h,214
o,222
p,229
e,235
space,240
y,253
o,258
u,263
space,270
a,286
l,290
l,295
space,313
h,318
a,321
d,329
space,333
a,344
space,349
f,359
a,366
n,369
s,378
t,382
a,390
c,398
backspace,451
s,456
t,463
i,469
c,474
space,481
t,493
i,495
m,500
e,504
space,517
o,529
u,534
r,540
space,546
r,552
e,555
c,561
e,567
n,572
t,577
space,584
e,596
m,601
p,608
l,624
o,646
y,652
e,658
e,663
space,681
a,699
o,710
p,716
r,725
e,729
backspace,768
backspace,772
backspace,780
backspace,796
p,811
p,816
r,822
e,825
c,831
i,836
a,841
t,866
i,897
o,904
n,907
space,921
e,928
v,933
n,936
e,942
t,946
backspace,973
backspace,978
backspace,982
e,1006
n,1010
t,1014
period,1040
space,1046
o,1052
backspace,1075
i,1085
t,1091
space,1096
w,1101
a,1110
s,1113
space,1120
t,1136
r,1141
u,1156
l,1162
y,1167
space,1173
a,1189
space,1195
o,1200
l,1207
e,1213
a,1218
s,1227
u,1235
r,1239
e,1243
space,1247
backspace,1256
backspace,1261
backspace,1265
backspace,1270
backspace,1274
backspace,1278
backspace,1283
backspace,1288
backspace,1290
backspace,1302
space,1314
p,1325
l,1338
e,1344
a,1350
r,1354
backspace,1389
s,1398
u,1401
r,1406
e,1408
space,1413
t,1425
o,1428
space,1433
s,1437
e,1443
e,1449
space,1465
e,1476
v,1485
e,1491
r,1494
y,1502
o,1509
n,1514
e,1521
space,1528
c,1535
o,1538
m,1543
e,1548
space,1553
t,1557
o,1562
g,1567
e,1573
t,1583
h,1587
e,1592
r,1597
space,1602
a,1615
n,1621
d,1625
space,1628
e,1633
n,1637
j,1658
o,1661
y,1691
space,1701
t,1718
h,1721
e,1724
space,1729
f,1752
e,1758
s,1763
t,1766
i,1772
v,1795
i,1800
e,1805
t,1809
backspace,1827
backspace,1832
t,1873
i,1877
e,1882
s,1887
period,1960
space,1966
y,1972
o,1979
u,1983
r,1990
space,1994
e,2007
n,2012
t,2018
t,2020
backspace,2050
h,2074
u,2079
s,2088
i,2092
a,2129
s,2132
m,2137
space,2143
a,2156
n,2161
d,2166
space,2170
p,2195
o,2201
s,2225
i,2229
t,2273
i,2278
v,2334
e,2342
space,2345
e,2352
n,2355
space,2389
e,2390
l,2390
space,2394
g,2394
y,2400
backspace,2455
backspace,2460
backspace,2466
backspace,2470
backspace,2474
backspace,2482
e,2525
r,2528
b,2543
f,2553
backspace,2566
backspace,2572
g,2612
y,2627
space,2634
m,2694
a,2699
k,2702
e,2711
space,2715
backspace,2820
backspace,2824
backspace,2854
d,2862
e,2867
space,2873
backspace,2876
period,2879
space,2880
backspace,2909
backspace,2913
space,2942
backspace,2946
period,2949
space,2949
backspace,2983
backspace,2987
backspace,3019
e,3052
space,3056
m,3089
a,3094
k,3098
e,3102
space,3106
backspace,3152
backspace,3157
backspace,3162
backspace,3167
backspace,3174
t,3257
h,3262
e,3265
space,3270
e,3276
v,3281
e,3286
n,3289
t,3294
space,3300
a,3333
space,3338
r,3413
e,3418
s,3424
o,3432
u,3435
n,3441
d,3446
i,3458
n,3462
g,3477
space,3485
a,3492
backspace,3518
s,3528
u,3533
c,3538
c,3544
e,3548
s,3553
s,3558
period,3586
space,3592
w,3598
e,3605
space,3611
w,3616
a,3623
n,3628
t,3633
e,3638
d,3646
space,3655
t,3662
o,3667
space,3672
t,3683
a,3688
k,3693
e,3698
space,3702
a,3707
space,3712
m,3720
o,3724
m,3731
e,3737
n,3741
t,3747
space,3752
t,3758
o,3763
space,3768
e,3773
e,3796
x,3802
t,3811
e,3815
n,3820
backspace,3829
backspace,3835
backspace,3844
backspace,3849
backspace,3854
backspace,3858
e,3887
x,3893
t,3900
e,3904
n,3910
d,3913
space,3920
o,3953
u,3960
r,3964
space,3969
h,3980
e,3986
a,3990
w,3994
r,3997
backspace,4024
r,4031
t,4038
backspace,4057
backspace,4062
backspace,4084
r,4092
t,4099
f,4108
f,4113
e,4116
backspace,4176
backspace,4180
backspace,4185
e,4200
l,4205
backspace,4213
backspace,4218
