Key,Frame
t,71
h,76
e,80
space,89
q,106
u,112
i,116
c,120
k,123
space,130
b,146
r,152
o,156
w,160
n,164
space,172
f,184
o,191
x,195
space,200
j,219
u,224
m,229
p,236
s,243
space,251
o,272
v,284
e,293
r,297
space,307
1,327
2,333
3,342
space,350
k,370
a,374
backspace,409
backspace,414
backspace,419
space,439
l,496
a,505
z,512
y,517
space,525
d,530
o,534
g,539
s,545
space,551
f,563
i,566
v,569
e,574
space,578
t,584
i,589
m,595
e,600
s,674
s,677
backspace,710
period,733
space,744
o,772
n,776
space,780
j,799
a,804
n,807
u,820
a,840
r,847
y,853
space,872
1,888
s,900
t,908
comma,918
space,924
2,1062
0,1091
2,1098
t,1106
backspace,1128
5,1135
space,1149
backspace,1163
comma,1174
space,1180
7,1187
space,1191
z,1201
e,1212
b,1219
r,1226
a,1231
s,1239
space,1250
d,1280
a,1285
n,1290
c,1292
e,1297
d,1304
space,1310
g,1334
r,1341
a,1346
c,1354
e,1361
f,1399
u,1403
l,1409
l,1414
y,1422
space,1434
backspace,1448
comma,1457
space,1464
e,1467
a,1474
t,1480
i,1485
n,1489
g,1494
space,1502
8,1548
9,1554
space,1560
p,1587
i,1598
z,1607
z,1612
a,1619
s,1624
space,1638
u,1655
n,1661
d,1664
e,1672
r,1677
space,1683
6,1704
space,1710
k,1722
backspace,1744
b,1756
r,1763
i,1765
g,1769
h,1773
t,1777
space,1783
l,1802
a,1808
m,1811
p,1818
s,1823
period,1860
space,1866
c,1895
u,1901
r,1906
o,1909
i,1911
backspace,1937
backspace,1950
i,1975
o,1982
u,1988
s,1993
space,2008
o,2024
w,2027
l,2031
s,2037
comma,2061
space,2066
t,2073
o,2078
t,2084
backspace,2109
backspace,2115
backspace,2120
backspace,2123
space,2143
4,2151
space,2159
t,2165
o,2170
t,2177
a,2183
l,2189
s,2204
backspace,2218
comma,2228
space,2234
o,2240
b,2245
e,2254
r,2268
backspace,2287
backspace,2291
backspace,2296
b,2352
e,2362
backspace,2376
s,2389
e,2397
r,2400
v,2410
e,2421
d,2427
space,2437
a,2450
s,2457
space,2465
3,2477
space,2484
f,2489
r,2495
o,2500
g,2505
s,2511
space,2516
c,2539
r,2549
o,2554
a,2579
k,2585
e,2589
d,2595
space,2602
n,2619
e,2622
a,2634
r,2645
space,2652
t,2665
h,2671
e,2675
space,2678
0,2690
space,2698
d,2703
e,2709
g,2716
r,2722
e,2726
e,2731
space,2744
p,2789
o,2803
n,2809
d,2816
space,2822
backspace,2895
period,2910
space,2924
b,2974
e,2981
e,2986
s,3025
space,3036
b,3054
u,3059
z,3065
z,3072
e,3088
d,3095
space,3129
1,3148
2,3154
space,3161
t,3178
i,3183
m,3188
e,3192
s,3201
space,3209
b,3226
e,3234
f,3238
o,3244
r,3247
e,3251
space,3269
s,3279
p,3295
o,3304
t,3312
t,3317
i,3321
n,3327
g,3334
space,3336
2,3357
3,3365
space,3370
f,3397
l,3401
o,3406
w,3411
e,3415
r,3418
s,3439
space,3453
g,3465
r,3471
o,3475
w,3480
i,3482
n,3487
g,3493
space,3499
i,3515
n,3521
space,3526
a,3545
space,3553
v,3566
i,3576
b,3587
r,3594
a,3599
n,3605
t,3609
space,3616
a,3675
space,3684
t,3689
o,3695
space,3703
z,3742
space,3750
r,3775
a,3781
i,3788
n,3795
b,3800
e,3809
backspace,3837
o,3849
w,3853
period,3889
space,3900
x,3942
y,3951
l,3958
o,3963
p,3982
h,3987
o,4013
n,4017
e,4022
s,4030
comma,4049
space,4054
s,4062
a,4068
i,4073
d,4077
space,4084
t,4100
h,4104
e,4109
space,4113
q,4135
u,4139
i,4144
r,4150
k,4163
y,4184
space,4194
p,4225
a,4241
a,4246
backspace,4272
r,4279
r,4284
o,4288
t,4293
s,4315
comma,4340
space,4348
m,4352
a,4357
k,4362
e,4367
space,4370
backspace,4374
period,4374
space,4374
backspace,4405
backspace,4410
space,4424
a,4433
space,4442
j,4449
o,4456
y,4463
space,4481
backspace,4514
f,4524
u,4527
l,4533
space,4541
s,4548
h,4551
o,4557
u,4564
backspace,4583
backspace,4588
backspace,4592
o,4612
u,4617
n,4621
d,4625
space,4633
e,4657
v,4675
e,4682
r,4688
y,4708
space,4715
5,4736
space,4743
t,4748
o,4753
space,4759
9,4779
space,4824
s,4834
e,4839
c,4845
o,4850
n,4854
d,4858
s,4865
period,4899
m,4931
e,4937
a,4944
n,4951
w,4961
h,4965
i,4969
l,4975
e,4981
space,4995
backspace,5011
comma,5023
space,5032
3,5050
4,5057
5,5064
space,5074
s,5090
a,5095
i,5099
l,5106
o,5112
r,5117
s,5149
space,5160
w,5168
a,5199
n,5207
t,5211
backspace,5232
backspace,5237
backspace,5242
backspace,5247
backspace,5265
space,5282
s,5295
a,5302
n,5309
g,5315
space,5329
s,5336
e,5343
a,5350
space,5358
s,5384
h,5389
a,5394
n,5399
t,5408
i,5451
e,5454
s,5461
space,5471
b,5483
e,5489
n,5496
a,5510
t,5520
backspace,5545
backspace,5550
e,5568
s,5576
t,5581
h,5587
space,5596
backspace,5615
backspace,5620
backspace,5623
backspace,5635
a,5649
t,5654
h,5659
space,5677
6,5705
7,5711
8,5716
space,5725
t,5741
w,5747
i,5754
n,5760
k,5802
l,5811
i,5816
n,5821
g,5826
