Key,Frame
a,94
s,114
space,120
t,130
h,134
e,138
space,141
s,152
u,156
n,162
space,169
s,173
e,182
t,186
space,190
o,197
v,203
e,212
r,217
space,222
t,237
h,241
e,246
space,249
h,254
i,258
l,265
l,270
space,281
backspace,298
s,317
comma,325
space,332
5,351
space,353
b,367
i,373
k,379
e,392
r,394
s,402
space,408
backspace,425
backspace,430
backspace,435
backspace,440
backspace,448
backspace,454
backspace,459
h,476
i,481
k,487
e,495
r,497
s,505
space,516
g,524
a,532
t,536
e,548
backspace,569
h,575
e,580
r,583
e,587
d,593
space,599
a,613
r,618
o,622
u,626
n,632
d,638
space,642
a,651
space,655
c,662
a,664
s,665
m,689
backspace,707
backspace,713
m,733
f,744
i,747
r,751
e,755
space,766
backspace,790
backspace,795
backspace,799
backspace,816
backspace,832
p,842
f,857
i,860
r,868
e,872
s,887
backspace,900
comma,917
space,923
t,927
h,931
e,936
i,956
r,961
space,965
b,971
a,977
c,981
k,988
o,1009
a,1012
c,1016
k,1020
space,1029
backspace,1044
backspace,1048
backspace,1053
backspace,1066
backspace,1080
p,1097
a,1100
c,1104
k,1108
s,1115
space,1121
e,1143
m,1149
b,1154
r,1161
o,1166
i,1170
d,1175
e,1204
r,1208
e,1211
d,1218
space,1224
w,1241
i,1244
t,1247
h,1252
space,1259
l,1269
e,1272
t,1278
t,1284
e,1289
r,1293
s,1298
space,1313
f,1323
r,1329
o,1333
m,1338
space,1344
a,1367
space,1372
t,1380
o,1384
space,1390
z,1434
period,1453
space,1460
a,1489
space,1496
q,1521
u,1548
i,1552
c,1557
k,1561
space,1568
b,1582
r,1588
o,1591
n,1596
w,1601
space,1607
backspace,1636
backspace,1641
backspace,1646
w,1662
n,1665
space,1669
f,1673
o,1677
x,1683
space,1688
d,1716
a,1721
r,1727
t,1733
e,1738
d,1744
space,1750
o,1767
a,1776
s,1778
backspace,1796
backspace,1801
backspace,1806
p,1815
a,1822
s,1858
t,1863
space,1868
7,1884
space,1889
c,1896
h,1900
i,1905
r,1909
o,1914
i,1919
n,1925
g,1932
space,1935
backspace,1952
backspace,1957
backspace,1961
backspace,1966
backspace,1970
p,1995
i,2002
n,2007
g,2015
space,2019
c,2032
r,2038
i,2043
c,2049
k,2053
e,2059
t,2062
d,2070
s,2085
backspace,2096
backspace,2102
s,2117
space,2123
a,2128
n,2132
d,2138
space,2142
6,2164
space,2170
f,2178
r,2194
o,2199
g,2203
s,2214
space,2218
l,2239
e,2245
a,2248
p,2253
i,2258
n,2263
g,2268
space,2273
o,2290
v,2295
e,2303
backspace,2318
backspace,2323
backspace,2327
n,2347
e,2351
a,2358
r,2362
space,2369
t,2381
h,2387
e,2390
space,2393
0,2423
space,2430
d,2437
e,2443
g,2447
r,2454
e,2459
e,2463
space,2475
l,2518
a,2522
k,2525
e,2532
space,2538
backspace,2607
period,2620
space,2625
o,2676
v,2681
e,2688
r,2692
h,2700
e,2705
a,2710
d,2716
comma,2760
space,2765
9,2787
space,2794
b,2800
a,2811
t,2814
s,2838
space,2842
f,2861
l,2915
i,2923
t,2957
t,2962
e,2967
d,2973
space,2978
t,2994
h,2999
r,3004
o,3009
u,3013
g,3017
h,3024
space,3031
t,3041
h,3045
e,3050
space,3055
t,3082
w,3087
i,3096
l,3119
i,3126
g,3154
h,3157
t,3161
space,3173
backspace,3188
comma,3197
space,3203
w,3207
h,3209
i,3214
l,3219
e,3226
space,3234
1,3259
2,3265
space,3270
f,3297
i,3300
r,3303
e,3307
f,3318
l,3328
i,3333
e,3337
s,3343
space,3350
b,3377
l,3388
i,3393
n,3398
k,3403
e,3421
d,3428
space,3432
i,3439
n,3443
space,3453
r,3479
h,3492
t,3498
y,3505
m,3515
backspace,3535
backspace,3540
backspace,3545
y,3566
t,3572
h,3575
m,3581
space,3593
a,3605
m,3608
o,3612
n,3616
g,3622
space,3625
t,3628
h,3632
e,3638
space,3642
t,3652
r,3657
e,3663
e,3668
s,3676
period,3701
space,3707
t,3732
h,3736
e,3740
space,3744
h,3754
i,3758
k,3763
e,3770
r,3774
s,3782
space,3788
s,3803
h,3808
a,3815
r,3821
e,3827
d,3833
space,3843
s,3853
o,3856
t,3866
r,3873
backspace,3886
backspace,3891
backspace,3896
t,3912
o,3917
r,3920
e,3923
backspace,3958
i,3967
e,3972
s,3979
space,3985
i,3990
f,3994
space,3998
t,4005
h,4009
e,4020
backspace,4037
backspace,4041
backspace,4045
backspace,4050
backspace,4054
backspace,4063
o,4076
f,4080
space,4085
t,4090
h,4095
e,4120
i,4124
r,4132
space,4147
8,4169
9,4174
space,4183
m,4196
i,4200
l,4205
e,4212
space,4222
j,4229
o,4235
r,4244
backspace,4272
