epoch,step,train_acc,train_loss,val_acc,val_loss
0,351,,,0.8962921500205994,0.33951517939567566
0,351,0.8734554052352905,0.6385119557380676,,
1,703,,,0.9291887283325195,0.21570931375026703
1,703,0.9188816547393799,0.2783888578414917,,
2,1055,,,0.950236976146698,0.2052324116230011
2,1055,0.9340385794639587,0.20404361188411713,,
3,1407,,,0.9449400901794434,0.21155819296836853
3,1407,0.9456840753555298,0.17321272194385529,,
4,1759,,,0.9590187072753906,0.15580429136753082
4,1759,0.9475953578948975,0.16693797707557678,,
5,2111,,,0.9475885033607483,0.15983989834785461
5,2111,0.9534180760383606,0.14313971996307373,,
6,2463,,,0.9587398767471313,0.14086247980594635
6,2463,0.9599075317382812,0.12645505368709564,,
7,2815,,,0.9520490765571594,0.1516508162021637
7,2815,0.9611076712608337,0.12147848308086395,,
8,3167,,,0.9616671204566956,0.13027170300483704
8,3167,0.964307963848114,0.10811794549226761,,
9,3519,,,0.9648731350898743,0.126988023519516
9,3519,0.9657303094863892,0.10311960428953171,,
10,3871,,,0.9592974781990051,0.14201967418193817
10,3871,0.968352735042572,0.0987318679690361,,
11,4223,,,0.9651519656181335,0.12396714836359024
11,4223,0.9703973531723022,0.08474813401699066,,
12,4575,,,0.9442430734634399,0.17892663180828094
12,4575,0.9717752933502197,0.08449842035770416,,
13,4927,,,0.965430736541748,0.17396050691604614
13,4927,0.9727975726127625,0.08029370754957199,,
14,5279,,,0.95943683385849,0.1298508197069168
14,5279,0.9758645296096802,0.06972210109233856,,
15,5631,,,0.9661276936531067,0.1203637644648552
15,5631,0.9772868752479553,0.06786046922206879,,
16,5983,,,0.9562308192253113,0.1493716537952423
16,5983,0.9774202108383179,0.06185861676931381,,
17,6335,,,0.9664064645767212,0.15499982237815857
17,6335,0.9805315732955933,0.05556695535778999,,
18,6687,,,0.9676610231399536,0.12340559810400009
18,6687,0.979198157787323,0.05515213683247566,,
19,7039,,,0.9689155220985413,0.132500559091568
19,7039,0.9837318658828735,0.04604382812976837,,
20,7391,,,0.9725397229194641,0.13008244335651398
20,7391,0.9831985235214233,0.0476328581571579,,
