Key,Frame
m,38
m,63
m,88
space,93
m,99
m,105
m,113
space,142
v,183
v,190
v,196
space,205
v,212
v,218
v,226
space,235
m,250
m,259
m,266
space,276
v,283
v,289
v,295
space,312
j,329
j,335
j,343
space,353
m,363
m,369
m,374
space,384
j,392
j,398
j,406
space,415
m,423
m,430
m,435
m,447
backspace,469
space,476
f,506
d,507
backspace,528
f,561
f,566
space,576
v,614
v,619
v,626
space,637
f,644
f,650
f,655
space,668
v,673
v,679
v,688
space,696
j,726
m,741
j,746
space,755
j,766
m,773
j,780
space,786
f,807
v,813
space,823
backspace,840
f,844
space,852
space,855
f,867
v,873
f,879
space,887
backspace,900
backspace,905
backspace,909
backspace,914
backspace,931
f,948
v,962
f,968
space,974
m,996
j,1001
m,1009
space,1024
m,1031
j,1035
m,1043
space,1049
v,1073
f,1079
v,1085
space,1093
v,1098
f,1103
v,1110
space,1121
a,1140
v,1146
a,1154
space,1164
a,1177
v,1193
a,1200
space,1206
s,1213
v,1222
s,1231
space,1242
s,1251
v,1258
s,1274
space,1281
d,1306
v,1320
d,1327
space,1347
d,1354
v,1360
d,1365
space,1370
f,1401
v,1407
f,1412
space,1429
f,1447
v,1452
f,1457
