Key,Frame
slash,208
slash,218
slash,230
space,244
slash,256
slash,270
slash,286
space,293
z,310
z,316
z,323
space,332
z,336
z,341
z,347
space,355
slash,372
slash,379
slash,384
slash,397
space,415
backslash,425
backspace,431
backspace,448
backspace,458
space,469
z,486
z,492
z,497
space,507
semicolon,631
semicolon,641
semicolon,664
space,677
slash,737
slash,746
slash,763
space,771
semicolon,789
semicolon,802
semicolon,815
space,827
space,832
slash,833
backslash,864
backspace,880
backspace,886
backspace,892
slash,922
slash,929
slash,944
space,957
a,965
a,972
a,980
space,1003
z,1050
z,1059
z,1068
space,1077
a,1086
a,1093
a,1100
space,1107
z,1121
z,1128
z,1141
space,1149
semicolon,1215
slash,1229
semicolon,1245
space,1261
semicolon,1291
slash,1304
semicolon,1333
space,1349
a,1361
shift,1383
z,1408
a,1425
space,1432
a,1441
z,1452
a,1461
space,1470
slash,1500
semicolon,1515
slash,1526
space,1538
slash,1553
semicolon,1567
slash,1580
space,1593
z,1633
a,1640
z,1651
space,1662
z,1671
a,1679
z,1691
space,1699
a,1720
z,1730
a,1738
space,1749
a,1755
z,1766
a,1776
space,1782
s,1797
z,1814
s,1881
space,1895
s,1909
z,1921
s,1935
space,1941
d,1972
z,1994
s,2007
space,2013
backspace,2027
backspace,2034
d,2042
space,2056
f,2087
z,2109
f,2128
space,2142
backspace,2169
backspace,2177
backspace,2181
backspace,2187
d,2214
z,2222
d,2237
space,2247
f,2262
f,2267
backspace,2285
z,2291
f,2297
space,2305
f,2314
z,2333
f,2337
space,2348
