Key,Frame
l,64
l,81
l,94
space,104
l,116
l,127
l,142
space,152
l,165
l,176
l,187
space,205
l,218
l,232
l,249
space,273
semicolon,290
semicolon,306
semicolon,320
space,339
semicolon,352
semicolon,364
semicolon,382
space,395
semicolon,409
semicolon,422
semicolon,436
space,448
space,465
backspace,497
semicolon,564
semicolon,580
semicolon,597
space,610
j,625
backspace,656
l,731
l,745
l,771
space,782
semicolon,803
semicolon,832
semicolon,845
space,858
l,875
l,889
l,902
space,912
semicolon,930
semicolon,943
semicolon,957
space,970
l,985
l,997
l,1011
space,1031
semicolon,1048
semicolon,1064
semicolon,1102
space,1115
l,1128
semicolon,1167
l,1204
space,1224
l,1283
space,1303
backspace,1325
semicolon,1353
l,1374
m,1402
backspace,1425
space,1435
l,1498
semicolon,1519
l,1547
space,1559
l,1591
semicolon,1606
space,1619
backspace,1643
l,1668
space,1679
semicolon,1756
l,1770
semicolon,1788
space,1799
semicolon,1817
l,1834
semicolon,1855
space,1868
semicolon,1884
l,1899
semicolon,1917
space,1928
semicolon,1968
l,1981
semicolon,1998
space,2010
l,2031
l,2044
l,2059
space,2070
l,2088
l,2100
l,2116
space,2129
l,2147
l,2162
l,2176
space,2193
semicolon,2211
semicolon,2224
semicolon,2237
space,2271
semicolon,2283
semicolon,2295
semicolon,2308
space,2320
semicolon,2334
semicolon,2345
semicolon,2358
space,2373
l,2391
semicolon,2416
space,2432
l,2446
semicolon,2463
space,2474
l,2488
semicolon,2504
space,2516
semicolon,2533
l,2545
space,2565
semicolon,2597
l,2610
space,2625
semicolon,2638
l,2652
space,2666
l,2680
l,2693
space,2704
semicolon,2721
semicolon,2734
space,2747
l,2771
l,2784
semicolon,2787
backspace,2815
backspace,2825
semicolon,2844
space,2857
semicolon,3016
l,3030
space,3043
semicolon,3057
l,3072
space,3086
l,3100
semicolon,3122
space,3135
l,3154
l,3169
space,3180
l,3194
semicolon,3211
space,3221
semicolon,3235
semicolon,3248
space,3258
semicolon,3276
l,3288
space,3298
l,3313
space,3326
l,3340
space,3351
l,3370
space,3382
l,3397
space,3414
semicolon,3427
space,3448
semicolon,3465
space,3486
semicolon,3512
space,3523
semicolon,3540
space,3554
l,3570
space,3587
semicolon,3600
space,3614
semicolon,3628
space,3643
l,3657
space,3672
l,3706
semicolon,3724
backspace,3752
space,3764
semicolon,3833
backspace,3867
backspace,3875
space,3889
semicolon,3983
space,3995
l,4014
backspace,4040
l,4081
space,4092
backspace,4146
backspace,4156
semicolon,4189
space,4204
l,4219
space,4232
l,4249
semicolon,4268
l,4292
space,4302
l,4317
l,4326
semicolon,4350
space,4360
semicolon,4378
l,4393
l,4407
space,4423
semicolon,4440
semicolon,4453
l,4511
space,4531
l,4545
semicolon,4561
semicolon,4573
space,4591
semicolon,4609
semicolon,4620
semicolon,4632
space,4648
l,4664
l,4676
l,4689
space,4702
semicolon,4730
l,4743
semicolon,4759
