Key,Frame
h,151
h,158
h,172
space,182
h,190
h,196
h,203
space,219
h,228
h,234
h,241
h,249
space,273
backspace,296
backspace,303
space,317
h,354
h,361
h,375
space,385
g,425
g,431
g,440
space,460
g,467
g,473
g,480
space,502
g,511
g,515
g,516
g,526
backspace,561
space,569
g,582
g,589
g,594
space,607
h,638
h,648
h,669
space,680
g,700
g,706
g,714
space,724
h,734
h,739
h,747
g,765
backspace,781
space,789
g,840
g,847
g,854
space,864
h,877
h,882
h,888
space,904
g,914
g,921
g,927
space,936
h,959
g,963
h,969
space,980
h,1002
g,1007
h,1012
space,1023
h,1036
g,1041
h,1047
space,1064
h,1075
g,1080
h,1085
space,1097
g,1109
h,1117
g,1122
space,1135
g,1147
h,1151
g,1157
space,1163
g,1184
h,1189
g,1197
space,1215
g,1224
h,1230
g,1237
space,1247
h,1257
h,1264
h,1274
space,1284
h,1294
h,1300
h,1307
space,1325
h,1336
h,1342
h,1357
space,1366
g,1372
g,1380
g,1392
space,1402
g,1412
g,1420
g,1429
space,1439
g,1450
g,1456
g,1463
space,1481
h,1491
g,1502
space,1512
h,1524
g,1529
space,1541
h,1553
g,1558
