Key,Frame
u,23
u,31
u,42
space,53
u,63
u,70
u,77
space,86
u,97
u,103
u,110
space,120
u,129
u,136
u,143
space,157
r,191
r,198
r,205
space,221
r,228
r,235
r,241
space,253
r,261
r,268
r,274
space,285
r,294
r,300
r,307
space,317
u,330
u,336
u,342
space,353
u,362
u,367
backspace,389
backspace,400
r,416
r,423
r,429
space,438
u,452
u,459
u,465
space,477
r,483
r,489
r,496
space,506
u,527
u,533
u,538
space,550
r,555
r,561
r,566
space,579
u,593
r,602
u,610
space,622
u,637
r,644
space,653
backspace,667
u,679
space,701
u,716
r,721
u,726
space,737
r,753
backspace,792
u,830
r,842
u,851
space,864
r,876
u,882
r,888
space,898
r,911
u,917
r,923
space,939
r,950
u,955
r,960
space,970
r,979
u,985
r,991
space,1003
u,1010
u,1016
u,1023
space,1032
u,1040
u,1045
u,1052
space,1061
u,1069
u,1075
u,1082
space,1091
r,1097
r,1103
r,1108
space,1124
r,1128
r,1134
r,1143
space,1153
r,1163
r,1169
r,1175
space,1187
u,1199
r,1207
space,1215
u,1230
r,1244
space,1255
u,1263
r,1270
