Frame,Key
38,d
46,e
53,a
56,r
62,space
67,k
70,e
73,n
82,comma
87,space
103,f
108,i
111,r
117,s
121,t
127,space
131,o
134,f
138,f
145,comma
151,space
161,i
167,space
176,h
181,a
188,v
194,e
198,space
204,a
212,space
219,f
226,r
236,i
245,e
253,n
259,d
266,space
294,w
299,h
304,o
308,space
314,i
317,s
324,space
330,s
334,e
338,t
343,t
347,i
353,n
357,g
365,space
373,u
381,p
389,space
396,a
402,space
407,p
412,l
419,a
426,n
435,t
442,space
451,i
457,n
463,space
468,c
472,o
478,r
516,c
521,o
525,n
530,r
534,a
538,n
545,space
570,n
576,o
580,r
587,t
591,h
596,e
603,r
609,n
614,space
628,c
637,a
647,l
654,i
657,f
676,dot
682,space
688,t
693,o
699,space
712,m
713,a
718,n
723,u
732,f
737,a
742,c
747,t
751,u
754,r
757,e
765,space
777,a
782,space
789,w
795,e
802,l
806,e
810,d
826,delete
831,delete
840,d
846,e
852,d
858,space
871,i
880,delete
886,r
890,e
899,i
904,n
908,f
912,o
916,r
932,c
939,e
943,m
944,e
950,n
954,t
962,space
973,g
979,r
985,d
995,delete
1001,i
1004,d
1010,space
1050,b
1055,u
1060,i
1067,l
1073,d
1077,i
1083,n
1087,g
1093,space
1103,f
1108,s
1119,delete
1124,delete
1130,s
1136,t
1141,r
1148,u
1154,c
1160,t
1168,r
1175,u
1182,e
1199,delete
1209,delete
1215,delete
1223,u
1227,r
1229,e
1236,space
1246,s
1253,y
1255,s
1261,t
1266,e
1270,m
1274,s
1298,dot
1305,space
1317,t
1321,h
1326,e
1334,y
1339,space
1343,w
1348,i
1354,l
1358,l
1365,space
1385,n
1388,e
1392,e
1397,d
1403,space
1407,v
1413,a
1419,m
1423,p
1448,dot
1456,space
1466,delete
1471,delete
1483,space
1502,delete
1510,dot
1515,space
1520,s
1524,e
1528,r
1536,v
1540,i
1550,e
1564,delete
1567,c
1575,e
1583,comma
1588,space
1610,delete
1616,delete
1625,dot
1631,space
1636,i
1641,space
1646,s
1652,u
1659,g
1664,g
1667,e
1673,s
1679,t
1687,space
1694,t
1706,a
1718,delete
1723,delete
1728,delete
1743,e
1748,d
1752,space
1756,t
1764,h
1769,a
1772,t
1777,space
1786,t
1790,h
1796,e
1803,y
1810,space
1819,w
1823,o
1828,u
1834,l
1839,d
1842,space
1850,b
1857,e
1862,space
1870,b
1879,e
1891,t
1897,t
1904,e
1908,r
1916,space
1922,o
1927,f
1931,space
1953,m
1956,a
1960,k
1966,i
1970,n
1976,g
1984,space
1996,a
2000,n
2006,space
2015,e
2020,l
2022,e
2038,c
2043,t
2049,r
2054,i
2057,c
2072,i
2075,t
2081,y
2086,space
2105,p
2110,r
2116,o
2129,v
2132,i
2137,s
2140,i
2147,o
2150,n
2176,space
2182,a
2194,g
2200,r
2205,e
2211,e
2218,m
2220,e
2225,n
2229,t
2236,space
2269,w
2272,i
2276,t
2280,h
2285,space
2303,y
2309,o
2312,u
2320,space
2327,r
2332,e
2338,a
2346,delete
2351,delete
2354,a
2359,t
2363,h
2365,e
2369,r
2374,space
2377,t
2383,a
2387,h
2395,delete
2399,delete
2406,h
2410,a
2414,n
2419,space
2461,p
2471,g
2482,space
2487,e
2493,space
2502,h
2504,i
2507,s
2513,space
2530,n
2533,a
2536,m
2541,e
2544,space
2550,i
2555,s
2560,space
2566,b
2579,delete
2584,h
2588,a
2591,n
2595,s
2601,space
2610,b
2615,u
2627,delete
2631,a
2634,u
2660,m
2668,n
2672,a
2681,delete
2685,delete
2696,m
2711,delete
2720,n
2733,delete
2736,a
2737,n
2753,dot
2758,space
2762,h
2766,e
2772,space
2776,c
2780,a
2786,n
2791,space
2804,b
2811,e
2814,space
2819,r
2824,e
2830,a
2835,c
2840,h
2844,e
2866,d
2874,space
2885,a
2890,t
2901,dot
2907,space
2915,p
2921,l
2935,e
2940,a
2945,s
2951,e
2957,space
2973,h
2976,a
2982,v
2987,e
2994,space
3001,y
3008,o
3012,u
3017,r
3022,space
3029,p
3032,e
3033,o
3041,p
3047,l
3052,e
3059,space
3077,c
3079,o
3084,n
3088,t
3096,a
3102,c
3108,t
3115,space
3119,h
3123,i
3129,m
3134,space
3139,a
3144,s
3151,a
3158,p
3174,space
3182,a
3187,s
3193,space
3200,h
3207,e
3213,space
3225,p
3231,l
3256,a
3259,n
3267,s
3269,space
3293,t
3297,o
3305,space
3317,o
3322,p
3331,e
3336,n
3341,space
3355,f
3359,o
3363,r
3367,space
3377,b
3383,u
3389,s
3394,i
3398,n
3403,e
3409,s
3414,s
3443,space
3448,i
3453,n
3456,space
3463,n
3467,o
3473,v
3480,e
3485,m
3493,b
3500,e
3504,r
3514,dot
3520,space
3538,n
3540,e
3552,t
3568,delete
3572,x
3580,t
3586,comma
3595,space
3621,t
3628,h
3633,e
3638,space
3646,a
3649,s
3655,p
3659,e
3663,n
3675,space
3694,a
3702,c
3708,c
3718,o
3726,a
3734,r
3743,delete
3748,delete
3752,r
3758,d
3769,space
3798,c
3802,o
3808,n
3813,f
3819,e
3822,r
3826,e
3833,n
3839,c
3848,e
3855,space
3862,i
3868,n
3875,space
3882,s
3888,w
3900,e
3915,d
3920,e
3924,n
3931,space
3960,w
3966,a
3972,n
3976,t
3982,space
3991,delete
3996,delete
4004,delete
4014,delete
4022,e
4026,n
4033,t
4037,space
4052,e
4060,x
4066,t
4071,r
4077,o
4096,delete
4102,a
4106,o
4120,d
4131,delete
4134,r
4135,d
4140,i
4151,a
4157,n
4225,r
4231,i
4243,l
4250,y
4253,space
4257,w
4264,e
4270,e
4286,delete
4290,l
4294,l
4302,dot
4307,space
4319,w
4325,e
4335,delete
4339,delete
4342,e
4348,s
4353,p
4375,e
4380,c
4383,i
4386,a
4388,l
4393,l
4401,y
4408,space
4420,w
4423,i
4428,t
4432,h
4437,space
4439,t
4444,h
4446,e
4451,space
4478,c
4489,a
4490,l
4496,i
4501,f
4507,o
4511,r
4515,n
4522,i
4527,a
4534,space
4542,i
4547,s
4550,s
4554,u
4559,e
4592,space
4598,i
4604,n
4607,space
4615,s
4619,u
4631,c
4635,h
4641,space
4646,a
4652,space
4658,b
4664,o
4670,u
4676,n
4682,d
4689,space
4714,delete
4723,dot
4727,space
4733,i
4745,space
4751,k
4757,n
4761,o
4765,w
4771,space
4775,t
4781,h
4787,a
4791,t
4795,space
4803,h
4807,t
4815,e
4821,delete
4826,delete
4831,delete
4838,t
4843,h
4848,e
4850,r
4855,space
4861,i
4873,delete
4875,delete
4891,e
4902,space
4907,i
4912,s
4917,space
4938,a
4940,space
4945,b
4950,u
4956,s
4960,i
4965,n
4971,e
4977,s
4982,s
4987,space
5008,o
5018,p
5023,p
5030,o
5035,r
5042,t
5049,u
5054,n
5057,i
5058,t
5063,y
5069,space
5117,t
5122,h
5127,a
5129,t
5133,space
5139,c
5143,a
5150,n
5155,space
5161,b
5164,e
5170,space
5205,d
5211,e
5220,v
5228,e
5237,l
5242,o
5247,p
5252,e
5257,d
5265,space
5272,a
5276,n
5279,d
5284,space
5290,w
5294,o
5299,u
5304,l
5308,d
5313,space
5319,b
5326,e
5329,space
5335,p
5341,l
5341,e
5348,a
5354,s
5361,e
5366,d
5371,space
5387,delete
5394,comma
5399,space
5403,w
5410,h
5413,e
5418,n
5424,space
5442,t
5448,h
5452,e
5456,space
5462,t
5465,i
5470,m
5475,i
5479,n
5482,g
5487,space
5494,i
5498,s
5502,space
5507,r
5510,i
5515,g
5519,h
5522,t
5528,space
5530,t
5534,o
5541,space
5567,d
5573,i
5586,s
5594,c
5601,u
5606,s
5609,s
5638,space
5642,t
5643,h
5646,i
5650,s
5657,space
5662,w
5668,i
5675,t
5680,h
5685,space
5702,y
5708,o
5711,u
5735,dot
5741,space
5753,f
5762,delete
5766,a
5771,f
5778,t
5784,e
5787,r
5800,space
5806,a
5811,l
5815,l
5818,space
5823,k
5827,e
5833,n
5860,comma
5866,space
5875,y
5881,o
5885,u
5892,r
5901,space
5909,c
5915,a
5919,l
5925,i
5933,f
5938,o
5941,r
5947,n
5954,i
5959,a
5971,space
6010,e
6018,x
6026,p
6037,o
6046,delete
6050,e
6055,r
6060,i
6066,c
6074,e
6082,delete
6088,delete
6093,e
6099,n
6103,c
6109,e
6118,space
6133,s
6138,h
6148,u
6150,o
6164,delete
6168,delete
6174,o
6179,u
6185,l
6187,d
6189,space
6193,s
6196,h
6200,o
6202,w
6208,space
6212,t
6217,h
6219,a
6222,t
6228,space
6238,i
6248,delete
6252,t
6256,h
6260,e
6265,space
6269,i
6276,m
6281,p
6286,r
6290,o
6296,v
6304,e
6307,m
6315,n
6328,delete
6330,e
6335,n
6338,t
6344,space
6363,i
6368,n
6372,space
6379,p
6396,o
6400,s
6405,i
6410,t
6411,i
6414,o
6417,n
6450,space
6453,i
6458,n
6462,space
6495,t
6499,h
6503,e
6508,space
6518,m
6521,a
6524,r
6528,k
6530,e
6535,t
6550,p
6554,l
6559,a
6564,c
6570,e
6576,space
6609,c
6612,o
6616,u
6622,l
6625,d
6630,space
6634,b
6639,e
6642,space
6651,b
6659,e
6664,t
6665,t
6671,e
6676,r
6702,dot
6708,space
6711,w
6715,h
6722,y
6727,space
6742,n
6746,o
6750,t
6769,comma
6774,space
6778,o
6781,n
6786,space
6796,y
6802,o
6806,u
6811,r
6817,space
6842,n
6847,e
6854,x
6861,t
6871,space
6876,t
6882,r
6885,i
6891,p
6897,space
6924,t
6927,o
6932,space
6936,a
6941,s
6948,o
6956,delete
6963,p
6968,e
6972,n
7000,comma
7006,space
7013,g
7015,i
7017,v
7023,e
7027,space
7038,a
7048,delete
7056,m
7061,e
7065,space
7069,a
7075,space
7085,c
7089,a
7095,l
7098,l
7106,space
7130,a
7136,n
7139,d
7144,space
7151,d
7155,r
7158,i
7165,p
7177,delete
7181,delete
7187,o
7193,p
7204,space
7218,b
7226,e
7231,space
7245,o
7247,r
7264,delete
7269,delete
7272,delete
7273,delete
7285,y
