Frame,Key
37,d
44,e
49,a
51,r
59,space
67,j
71,a
75,n
80,e
88,comma
95,space
106,i
111,space
118,h
124,o
129,p
135,e
140,space
146,t
152,h
155,i
159,s
164,space
172,m
175,e
181,s
186,s
189,a
193,g
197,e
203,space
226,f
232,i
235,n
236,d
241,s
247,space
261,y
268,o
271,u
278,space
283,i
290,n
293,space
299,g
303,o
308,o
312,d
316,space
340,s
345,p
353,r
357,i
366,delete
368,delete
370,i
373,r
381,i
387,t
404,s
411,comma
417,space
423,delete
424,delete
432,dot
438,space
447,i
453,space
462,a
468,m
474,space
480,w
483,r
489,i
497,g
502,n
512,delete
516,delete
531,t
533,t
537,i
543,n
548,g
553,space
557,t
561,o
567,space
571,u
577,p
584,d
588,a
592,t
596,e
604,space
653,y
660,o
663,u
668,space
678,o
682,n
683,space
685,t
690,h
691,e
692,space
714,q
717,u
721,i
725,r
741,k
746,e
758,delete
764,y
773,space
778,p
783,r
786,o
791,j
794,e
802,c
810,t
815,space
826,a
847,delete
856,w
863,e
867,space
872,h
875,a
882,v
887,e
891,space
897,b
903,e
908,e
913,n
918,space
924,w
927,o
934,r
938,k
944,i
948,n
953,g
954,space
957,o
962,n
991,dot
998,space
1018,t
1023,h
1027,e
1030,space
1035,t
1039,a
1044,s
1049,k
1055,space
1075,h
1081,a
1085,s
1092,space
1096,b
1102,e
1106,e
1111,n
1116,space
1129,q
1136,u
1141,i
1147,t
1151,e
1156,space
1184,c
1190,h
1194,a
1212,l
1217,l
1221,e
1225,n
1228,g
1232,i
1237,n
1238,g
1245,space
1302,delete
1308,comma
1313,space
1315,w
1318,i
1323,t
1325,h
1328,space
1334,m
1337,a
1342,n
1348,y
1354,space
1381,t
1386,r
1391,i
1397,c
1403,k
1410,y
1419,space
1427,a
1433,s
1438,p
1445,e
1452,c
1457,t
1464,s
1478,space
1495,t
1501,h
1504,a
1509,t
1515,space
1526,r
1528,e
1543,q
1546,u
1551,i
1555,r
1558,e
1565,d
1572,space
1577,a
1584,space
1590,g
1595,r
1603,e
1609,a
1612,t
1619,e
1635,delete
1640,space
1644,d
1650,e
1654,a
1660,l
1668,space
1678,o
1683,f
1688,space
1708,p
1713,r
1716,e
1723,c
1729,i
1732,s
1736,i
1742,o
1746,n
1752,space
1765,a
1780,n
1785,d
1792,space
1803,e
1809,x
1818,p
1859,e
1863,r
1869,t
1874,i
1877,e
1883,s
1895,delete
1899,delete
1904,s
1908,e
1924,dot
1930,space
1942,o
1947,u
1950,r
1955,space
1960,t
1962,e
1968,a
1973,m
2002,space
2008,i
2012,n
2025,c
2031,l
2037,u
2040,d
2043,i
2048,n
2051,g
2056,space
2095,j
2098,a
2104,c
2109,k
2113,space
2118,a
2123,n
2125,d
2129,space
2136,z
2144,a
2157,r
2164,a
2189,space
2198,delete
2205,comma
2211,space
2217,h
2222,a
2226,s
2229,space
2234,b
2241,e
2245,e
2252,n
2259,space
2275,d
2284,i
2290,l
2296,i
2305,g
2310,e
2314,n
2317,t
2322,l
2327,y
2334,space
2362,a
2366,d
2370,d
2381,r
2383,e
2387,s
2389,s
2393,i
2398,n
2403,g
2409,space
2427,h
2437,delete
2443,t
2447,h
2450,e
2457,s
2463,e
2467,space
2484,c
2489,o
2494,m
2497,p
2503,l
2507,e
2515,x
2522,space
2541,i
2544,s
2548,s
2553,u
2556,e
2562,s
2588,dot
2594,space
2598,r
2600,e
2607,c
2612,e
2616,n
2619,t
2626,l
2633,y
2640,space
2655,w
2661,e
2669,space
2676,c
2687,delete
2691,e
2695,n
2703,c
2708,o
2713,u
2720,n
2723,t
2729,e
2733,r
2739,e
2744,d
2750,space
2756,a
2763,space
2766,f
2771,e
2776,w
2783,space
2802,u
2809,n
2820,e
2827,x
2831,p
2836,e
2843,c
2847,t
2856,e
2863,d
2870,space
2873,u
2879,b
2885,delete
2890,delete
2901,u
2910,delete
2927,b
2931,u
2936,g
2943,s
2950,space
3086,t
3092,o
3105,delete
3128,h
3132,a
3136,t
3140,space
3145,l
3149,e
3156,d
3161,space
3165,t
3169,o
3174,space
3193,s
3198,o
3203,m
3206,e
3211,space
3238,c
3240,o
3243,n
3250,f
3256,u
3265,i
3268,s
3278,delete
3283,delete
3290,s
3293,i
3298,o
3301,n
3325,dot
3330,space
3335,h
3338,o
3342,w
3346,e
3353,v
3359,e
3362,r
3367,space
3370,t
3375,h
3378,a
3383,n
3387,k
3390,s
3395,space
3399,t
3406,o
3413,space
3444,q
3448,u
3453,i
3455,c
3461,k
3468,space
3480,f
3488,i
3494,n
3497,d
3501,i
3507,n
3511,g
3516,space
3525,a
3530,n
3533,d
3536,space
3550,e
3557,f
3561,f
3563,e
3571,c
3576,t
3584,i
3586,v
3592,e
3598,space
3637,t
3643,r
3648,o
3653,u
3657,b
3665,l
3672,e
3689,s
3694,h
3699,o
3704,o
3712,t
3718,i
3724,n
3727,g
3736,space
3753,delete
3761,comma
3766,space
3770,w
3774,e
3780,space
3788,m
3795,a
3799,n
3805,g
3825,a
3831,delete
3835,delete
3847,a
3850,g
3853,e
3864,space
3884,delete
3900,d
3905,space
3907,t
3912,o
3916,space
3928,o
3933,v
3938,e
3957,r
3964,c
3969,o
3971,m
3977,e
3979,space
3986,t
3990,h
3994,e
3999,s
4004,e
4009,space
4017,p
4019,r
4023,o
4031,b
4038,e
4051,delete
4057,l
4069,e
4075,m
4082,s
4102,dot
4105,space
4112,t
4115,h
4120,e
4125,space
4129,p
4132,r
4137,o
4139,j
4147,e
4155,c
4171,t
4182,space
4188,s
4197,u
4204,c
4217,delete
4220,delete
4224,delete
4229,delete
4236,s
4245,c
4256,delete
4259,space
4263,c
4274,delete
4302,s
4315,u
4318,c
4326,c
4333,e
4338,s
4340,s
4347,space
4365,r
4367,e
4374,l
4381,i
4385,e
4392,w
4407,delete
4408,s
4412,space
4426,h
4430,e
4435,a
4441,l
4455,delete
4459,v
4468,i
4475,l
4487,i
4504,delete
4511,y
4515,space
4537,o
4543,n
4549,space
4554,a
4561,c
4566,c
4571,u
4576,r
4582,a
4586,t
4593,e
4600,space
4621,t
4626,e
4633,c
4637,h
4643,n
4647,o
4655,l
4662,o
4666,g
4669,i
4678,e
4683,s
4691,space
4715,a
4721,n
4724,d
4728,space
4735,a
4740,d
4748,v
4753,a
4758,n
4763,c
4769,e
4774,d
4781,space
4788,a
4794,l
4820,delete
4874,l
4882,g
4887,o
4891,r
4896,i
4900,t
4905,h
4912,m
4917,s
4924,space
4938,delete
4947,dot
4954,space
4960,x
4975,r
4980,a
4989,y
4997,space
5006,a
5011,n
5014,a
5018,l
5030,y
5036,s
5040,i
5043,s
5049,space
5079,a
5084,n
5087,d
5093,space
5108,r
5110,e
5120,delete
5125,delete
5131,p
5135,r
5138,e
5145,c
5150,i
5150,s
5156,e
5163,space
5197,m
5200,e
5205,a
5207,r
5214,s
5219,u
5219,r
5223,e
5239,delete
5244,delete
5248,delete
5252,delete
5256,delete
5263,s
5269,u
5274,r
5277,e
5284,m
5287,e
5292,n
5295,t
5335,s
5340,space
5371,a
5377,r
5380,e
5384,space
5390,k
5393,e
5399,y
5405,space
5413,t
5418,o
5424,space
5438,o
5447,u
5454,r
5486,delete
5492,delete
5498,delete
5522,delete
5527,delete
5540,o
5552,space
5565,o
5568,u
5574,r
5579,space
5585,p
5594,delete
5598,a
5603,p
5607,p
5612,r
5616,o
5633,a
5638,c
5643,h
5673,dot
5678,space
5682,w
5686,i
5689,t
5693,h
5699,space
5705,z
5709,i
5716,p
5720,p
5723,i
5729,n
5734,g
5740,space
5761,t
5770,h
5779,delete
5783,delete
5786,a
5791,n
5794,d
5796,space
5806,z
5812,a
5817,p
5822,p
5825,i
5831,n
5836,g
5842,space
5851,t
5852,h
5853,r
5858,o
5862,u
5867,g
5873,h
5878,space
5885,d
5892,a
5895,t
5900,a
5927,comma
5932,space
5936,w
5938,e
5943,space
5952,a
5957,r
5961,e
5966,space
5973,c
5978,o
5981,n
5985,f
5989,i
5997,c
6009,delete
6011,d
6017,e
6021,n
6025,t
6031,space
6076,t
6081,h
6084,a
6089,t
6093,space
6097,w
6102,e
6107,space
6116,w
6123,i
6129,l
6132,l
6136,space
6147,a
6153,c
6157,h
6160,i
6163,e
6170,v
6175,e
6181,space
6198,e
6205,x
6211,e
6221,c
6230,delete
6234,delete
6237,c
6243,e
6249,l
6255,l
6258,e
6264,n
6269,t
6274,space
6280,r
6285,e
6295,s
6300,u
6308,l
6313,t
6320,s
6326,space
6349,delete
6357,dot
6363,space
6366,w
6372,e
6377,space
6384,a
6397,p
6401,p
6406,r
6413,e
6422,c
6430,i
6435,a
6441,t
6444,e
6451,space
6471,y
6480,u
6491,delete
6497,o
6501,u
6507,r
6512,space
6577,p
6582,a
6587,t
6593,i
6597,e
6602,n
6608,c
6615,e
6620,space
6641,a
6646,n
6650,d
6654,space
6657,o
6662,n
6677,g
6686,i
6697,delete
6703,o
6708,i
6714,n
6715,g
6718,space
6745,s
6752,u
6758,p
6762,p
6767,o
6772,r
6779,t
6784,space
6802,t
6805,h
6809,r
6813,o
6817,u
6820,g
6824,h
6830,space
6835,o
6842,delete
6847,delete
6852,o
6855,u
6861,t
6866,space
6871,t
6874,h
6876,i
6879,s
6884,space
6893,p
6898,r
6912,o
6919,c
6926,e
6932,s
6935,s
6965,dot
6970,space
6973,p
6980,l
6982,e
6986,a
6990,s
6995,e
7000,space
7005,l
7007,e
7013,t
7017,space
7021,u
7024,s
7030,space
7042,k
7048,n
7051,o
7056,w
7061,space
7065,i
7069,f
7072,space
7078,y
7083,o
7086,u
7092,space
7111,h
7115,a
7121,v
7126,e
7131,space
7139,a
7142,n
7158,y
7166,space
7171,q
7176,u
7181,e
7186,s
7189,t
7194,i
7199,o
7201,n
7228,s
7234,space
7239,o
7241,r
7244,space
7249,i
7254,f
7258,space
7267,h
7280,delete
7289,t
7293,h
7298,e
7300,r
7303,e
7310,space
7319,i
7323,s
7329,space
7344,a
7348,n
7356,y
7369,t
7373,h
7377,i
7383,n
7384,g
7390,space
7398,s
7400,p
7419,e
7425,c
7430,i
7436,f
7441,i
7445,c
7453,space
7484,y
7490,o
7492,u
7499,space
7502,w
7510,o
7514,u
7520,l
7523,d
7527,space
7530,l
7536,i
7541,k
7545,e
7548,space
7559,u
7561,s
7567,space
7571,t
7574,o
7580,space
7588,a
7591,d
7595,d
7600,r
7603,e
7609,s
7613,s
7641,dot
7645,space
7650,w
7653,e
7659,space
7671,a
7674,r
7675,e
7680,space
7688,m
7692,o
7695,r
7698,e
7702,space
7706,t
7710,h
7713,a
7717,n
7723,space
7738,h
7743,a
7746,p
7749,p
7760,y
7766,space
7771,t
7776,o
