Frame,Key
58,g
67,o
71,o
76,d
80,space
89,a
96,f
115,t
124,e
129,r
163,n
170,o
175,o
178,n
223,dot
230,space
243,t
248,h
253,e
259,space
271,b
281,a
288,r
299,delete
304,delete
308,o
316,a
323,r
330,d
337,space
342,o
347,f
350,space
358,d
369,e
379,delete
383,i
387,r
391,e
400,c
406,t
410,o
414,r
424,e
441,delete
447,s
452,space
459,m
464,e
469,e
474,t
478,i
484,n
492,g
499,s
503,space
509,h
513,a
517,v
523,e
528,space
538,b
544,e
548,e
554,n
564,space
573,s
582,h
592,e
599,delete
603,delete
617,e
626,delete
633,h
644,delete
651,c
655,h
662,d
669,e
677,delete
681,delete
686,u
688,d
696,e
708,delete
713,delete
716,delete
722,e
728,d
731,u
738,l
742,e
769,d
774,space
785,a
790,s
795,space
808,f
813,o
819,l
824,l
829,o
836,w
877,s
881,space
890,j
894,a
900,n
910,u
919,a
926,r
932,y
941,space
970,p
978,r
981,o
1001,delete
1006,e
1019,v
1024,i
1027,o
1032,u
1038,s
1045,l
1053,y
1059,space
1066,c
1068,o
1069,n
1072,f
1077,i
1087,r
1091,m
1108,e
1114,d
1121,space
1128,m
1133,a
1139,y
1146,space
1158,j
1163,u
1174,l
1181,u
1194,space
1200,delete
1205,delete
1209,y
1217,space
1224,o
1227,c
1232,t
1234,o
1239,b
1247,e
1252,r
1268,dot
1275,space
1280,t
1283,h
1288,e
1291,space
1296,t
1300,i
1307,m
1312,e
1318,space
1329,o
1332,f
1337,space
1345,t
1356,delete
1358,e
1370,a
1382,c
1388,h
1396,space
1422,m
1432,e
1443,e
1450,t
1456,i
1462,n
1469,g
1474,space
1478,t
1489,delete
1493,w
1500,i
1506,l
1510,l
1515,space
1540,e
1550,delete
1556,b
1564,e
1570,space
1581,a
1589,m
1596,space
1601,t
1607,o
1615,space
1627,n
1632,o
1637,o
1642,n
1655,space
1670,h
1675,o
1683,w
1690,e
1699,v
1707,e
1715,r
1726,comma
1732,space
1738,f
1742,u
1746,r
1755,t
1758,h
1763,e
1768,r
1774,space
1786,l
1792,o
1793,g
1798,i
1801,s
1806,t
1811,i
1817,c
1821,a
1828,l
1836,space
1851,e
1858,delete
1863,d
1869,e
1873,t
1880,a
1884,i
1900,l
1906,s
1909,space
1918,w
1925,i
1932,l
1937,l
1940,space
1948,b
1956,e
1960,space
1974,a
1979,n
1984,n
1990,o
1995,u
2003,n
2011,c
2018,e
2023,d
2029,space
2053,a
2063,t
2073,space
2083,a
2090,space
2095,l
2100,a
2106,t
2111,e
2117,r
2129,space
2140,d
2144,a
2149,t
2154,e
2160,space
2168,p
2172,r
2176,o
2188,delete
2193,i
2197,o
2204,r
2210,space
2218,t
2222,o
2228,space
2232,e
2239,a
2248,c
2254,h
2261,space
2266,m
2270,e
2275,e
2279,t
2282,i
2287,n
2293,g
2313,dot
2320,space
2330,delete
2335,delete
2349,dot
2358,space
2367,p
2373,l
2377,e
2398,delete
2427,e
2432,a
2439,s
2445,e
2449,space
2453,f
2460,e
2468,e
2477,l
2484,space
2489,f
2496,r
2503,e
2508,e
2509,space
2519,t
2526,o
2533,space
2562,c
2564,o
2575,t
2588,delete
2598,n
2608,t
2628,a
2638,c
2646,t
2653,space
2660,e
2668,i
2671,t
2676,h
2682,e
2688,r
2697,space
2710,k
2739,e
2745,i
2751,t
2754,h
2761,space
2786,l
2791,a
2797,r
2804,n
2814,y
2822,delete
2825,e
2831,y
2838,space
2848,o
2862,delete
2871,a
2877,t
2885,comma
2891,space
2900,o
2905,r
2912,space
2928,m
2935,e
2941,space
2946,i
2952,f
2957,space
2976,y
2983,o
2986,u
2993,space
3005,s
3009,h
3014,o
3017,u
3024,l
3029,d
3034,space
3040,h
3047,a
3055,v
3062,e
3067,space
3074,a
3080,n
3083,y
3090,space
3100,q
3106,u
3111,e
3118,s
3122,t
3126,i
3130,o
3134,n
3157,s
3168,dot
3175,space
3179,t
3183,h
3187,a
3193,n
3200,k
3206,space
3214,y
3221,o
3224,u
3237,dot
