Frame,Key
49,t
54,h
58,e
62,space
67,f
72,i
77,v
84,e
88,space
112,b
119,o
124,x
127,i
132,n
136,g
140,space
149,w
153,i
164,a
178,delete
182,z
189,a
193,r
202,d
207,s
214,space
226,j
231,u
239,m
245,p
256,space
265,q
271,u
276,i
282,c
287,l
298,y
310,delete
315,delete
321,k
332,l
340,y
349,comma
357,dot
365,space
385,p
389,a
394,c
396,k
402,space
408,m
416,y
422,space
428,b
431,o
436,x
443,space
455,w
459,i
463,t
467,h
473,space
481,v
493,delete
499,f
501,i
504,v
512,e
516,space
523,d
528,o
531,w
537,i
547,delete
551,delete
555,z
561,e
566,n
579,space
593,l
600,i
607,q
613,u
673,o
678,r
695,space
699,j
705,u
719,g
725,s
732,comma
746,dot
752,space
759,g
763,o
770,space
795,l
798,a
805,z
812,y
818,space
853,f
857,a
861,t
866,space
871,v
882,e
888,delete
891,i
895,x
901,e
905,n
931,space
947,b
952,e
957,space
967,s
972,h
982,r
990,e
1000,w
1003,e
1009,d
1018,space
1043,j
1048,u
1054,m
1059,p
1084,space
1091,q
1096,u
1102,i
1112,c
1116,k
1121,l
1127,y
1156,comma
1162,dot
1166,space
1172,w
1176,h
1180,e
1186,n
1191,space
1205,z
1209,o
1214,o
1221,b
1232,delete
1236,delete
1242,m
1246,b
1255,i
1260,e
1266,s
1270,space
1305,a
1315,r
1320,r
1324,i
1328,v
1334,e
1340,s
1365,comma
1370,space
1373,q
1378,u
1379,i
1384,c
1389,k
1394,l
1402,y
1407,space
1422,f
1426,a
1433,x
1441,space
1448,j
1454,u
1458,d
1464,g
1469,e
1477,space
1508,p
1513,a
1519,t
1524,comma
1530,dot
1538,space
1559,a
1563,m
1567,a
1577,z
1582,i
1588,n
1592,g
1596,l
1603,y
1610,space
1622,f
1627,e
1632,w
1638,space
1652,d
1658,i
1660,s
1667,c
1672,o
1684,t
1687,h
1741,e
1752,q
1756,u
1758,e
1763,s
1799,space
1808,p
1812,r
1817,o
1820,v
1829,i
1834,c
1838,d
1847,e
1853,delete
1857,delete
1861,delete
1863,d
1870,e
1875,space
1905,space
1917,delete
1923,j
1927,u
1934,k
1940,e
1948,space
1956,b
1961,o
1966,x
1972,e
1977,s
2004,comma
2009,dot
2014,space
2020,p
2026,u
2044,z
2048,z
2055,l
2060,e
2066,d
2072,space
2092,w
2096,o
2110,m
2113,e
2118,n
2129,space
2144,b
2150,e
2158,q
2162,u
2204,e
2210,a
2218,t
2222,h
2233,a
2262,space
2276,j
2278,u
2286,delete
2289,e
2296,r
2301,k
2307,s
2313,space
2343,v
2348,e
2352,r
2360,y
2366,space
2399,e
2412,x
2416,o
2430,t
2435,i
2439,c
2445,space
2466,g
2471,i
2486,f
2494,t
2501,s
2514,dot
2521,space
2535,t
2538,h
2542,e
2544,space
2553,q
2557,u
2561,i
2564,c
2569,k
2576,space
2594,o
2600,n
2607,y
2613,x
2628,space
2649,g
2667,o
2676,b
2681,l
2687,i
2692,n
2699,space
2719,j
2725,u
2731,m
2736,p
2742,s
2748,space
2751,o
2755,v
2761,e
2765,r
2771,space
2798,t
2800,h
2804,e
2808,space
2816,l
2819,a
2825,z
2830,y
2839,space
2868,s
2889,delete
2892,d
2899,a
2905,w
2912,delete
2916,delete
2917,w
2922,a
2948,f
2965,delete
2967,r
2974,f
3005,dot
3010,space
3030,b
3036,r
3046,a
3051,w
3062,n
3069,y
3075,space
3122,g
3126,o
3130,d
3137,s
3142,space
3154,j
3160,u
3163,s
3167,t
3174,space
3209,f
3213,l
3222,o
3233,c
3239,k
3244,e
3249,d
3254,space
3263,u
3269,p
3277,space
3289,t
3291,o
3296,space
3301,q
3304,u
3309,i
3316,z
3325,space
3334,a
3340,n
3343,d
3346,space
3350,v
3356,e
3362,x
3370,space
3376,h
3379,i
3385,m
3745,dot
3750,space
3753,w
3759,i
3765,t
3774,delete
3779,delete
3782,a
3785,t
3793,h
3798,c
3805,space
3824,j
3841,e
3846,o
3852,r
3859,p
3865,delete
3869,delete
3875,p
3879,a
3882,r
3887,d
3895,y
3928,comma
3933,space
3954,a
3958,l
3964,e
3971,x
3981,space
4005,t
4008,r
4010,e
4028,b
4034,e
4044,k
4051,s
4058,space
4089,f
4095,u
4100,n
4105,space
4109,t
4116,i
4125,delete
4128,v
4135,space
4185,q
4189,u
4193,i
4200,z
4209,space
4213,g
4216,a
4221,m
4225,e
4254,dot
4258,space
4263,s
4267,i
4272,x
4277,space
4358,g
4363,i
4375,delete
4379,delete
4410,b
4415,i
4418,g
4423,space
4432,d
4437,e
4447,v
4467,i
