Frame,Key
46,a
51,p
56,p
61,l
74,e
79,space
99,delete
107,comma
111,space
115,a
118,n
124,t
149,comma
154,space
158,a
165,r
173,t
176,i
180,e
199,delete
202,s
215,t
222,comma
228,space
240,a
251,r
255,i
274,delete
278,delete
283,i
287,r
292,p
298,l
315,a
319,n
323,e
343,comma
347,space
357,a
363,r
368,r
371,o
374,w
393,comma
397,space
403,a
414,d
430,v
446,e
450,n
454,t
459,r
463,u
466,r
469,e
475,delete
480,delete
484,delete
487,delete
493,u
497,r
500,e
515,space
532,delete
538,comma
542,space
545,a
550,r
564,m
569,o
573,r
602,comma
607,space
611,a
617,l
622,i
630,e
633,n
657,comma
662,space
668,a
673,v
685,e
709,delete
731,e
737,n
743,u
748,e
770,comma
776,space
780,a
786,c
788,h
810,delete
814,delete
840,n
845,c
852,h
857,o
862,r
919,dot
925,space
930,b
935,a
939,n
951,a
970,n
974,a
988,comma
993,space
998,b
1002,o
1011,a
1015,t
1028,comma
1032,space
1040,b
1047,r
1057,d
1060,i
1067,delete
1072,delete
1076,i
1079,d
1085,g
1087,e
1095,comma
1101,space
1116,b
1132,u
1138,t
1143,t
1147,e
1151,r
1168,f
1178,l
1184,y
1210,comma
1215,space
1234,a
1244,delete
1246,b
1250,a
1256,l
1260,l
1264,o
1270,n
1290,comma
1295,space
1300,b
1303,u
1308,t
1313,t
1319,o
1323,n
1343,comma
1347,space
1354,b
1363,a
1378,k
1383,e
1388,r
1396,y
1411,comma
1417,space
1435,b
1442,r
1445,e
1464,e
1475,z
1483,e
1493,space
1500,delete
1507,comma
1511,space
1526,b
1534,r
1546,a
1553,c
1557,e
1572,l
1576,e
1583,t
1594,comma
1602,space
1618,b
1626,i
1635,c
1640,y
1652,c
1658,l
1664,e
1690,comma
1693,space
1699,delete
1704,delete
1711,dot
1726,delete
1730,delete
1743,dot
1757,delete
1760,e
1765,dot
1772,space
1777,c
1781,a
1786,t
1825,comma
1830,space
1835,c
1841,a
1845,r
1855,comma
1862,space
1869,c
1872,i
1877,r
1879,c
1889,l
1894,e
1903,space
1915,delete
1922,comma
1926,space
1940,c
1945,a
1948,s
1956,t
1969,l
1973,e
2006,comma
2010,space
2014,c
2015,l
2022,u
2028,l
2040,delete
2042,delete
2048,o
2053,u
2060,l
2065,d
2068,space
2087,delete
2094,comma
2097,space
2101,c
2105,a
2108,n
2114,d
2120,l
2135,e
2151,comma
2158,space
2166,c
2173,a
2180,m
2183,e
2195,r
2204,a
2234,space
2244,delete
2251,comma
2255,space
2259,c
2265,h
2269,a
2279,r
2283,i
2291,delete
2295,delete
2299,i
2303,r
2309,space
2352,delete
2358,comma
2361,space
2365,c
2368,l
2374,o
2376,c
2380,k
2387,space
2403,delete
2410,comma
2414,space
2417,c
2424,a
2427,c
2438,t
2443,i
2452,delete
2454,u
2460,s
2468,space
2477,delete
2484,comma
2495,delete
2504,dot
2509,space
2514,d
2517,o
2522,g
2546,comma
2550,space
2555,d
2559,o
2564,l
2594,h
2607,delete
2625,h
2635,delete
2644,p
2649,h
2653,i
2659,n
2685,comma
2690,space
2694,d
2701,r
2708,a
2714,g
2723,o
2728,n
2747,comma
2753,space
2760,d
2768,o
2773,o
2777,r
2785,comma
2790,space
2831,d
2837,i
2844,a
2869,m
2875,o
2880,n
2892,d
2916,comma
2923,space
2949,d
2955,a
2961,n
2965,c
2973,e
2980,r
2991,space
3001,delete
3009,comma
3012,space
3020,d
3025,e
3031,s
3045,e
3048,r
3067,t
3087,comma
3093,space
3104,d
3109,e
3114,s
3128,k
3141,space
3158,delete
3165,comma
3170,space
3176,d
3182,u
3186,r
3194,m
3202,delete
3207,delete
3210,delete
3217,r
3221,u
3227,m
3243,space
3256,delete
3265,comma
3269,space
3280,d
3285,o
3295,delete
3301,i
3308,n
3312,o
3322,s
3328,o
3340,delete
3344,a
3348,u
3351,r
3392,dot
3401,space
3425,e
3431,g
3445,delete
3452,l
3458,e
3480,p
3484,h
3489,a
3491,n
3502,t
3530,comma
3535,space
3539,e
3544,g
3550,a
3556,l
3560,e
3567,space
3578,delete
3582,delete
3587,delete
3591,delete
3678,delete
3684,a
3689,g
3692,l
3698,e
3721,comma
3727,space
3773,e
3780,n
3785,v
3791,e
3802,l
3807,o
3814,p
3820,e
3834,space
3846,delete
3853,comma
3857,space
3862,e
3867,n
3872,g
3876,i
3882,n
3886,e
3912,comma
3918,space
3937,e
3944,a
3945,r
3955,t
3957,h
3965,space
3984,delete
3992,comma
3996,space
4002,e
4006,g
4015,s
4025,delete
4028,g
4033,s
4039,space
4087,delete
4094,comma
4100,space
4125,e
4130,r
4141,a
4163,s
4170,e
4173,r
4199,comma
4205,space
4225,e
4230,l
4231,e
4254,v
4259,a
4274,t
4278,o
4284,r
4299,space
4311,delete
4318,comma
4321,space
4324,e
4328,n
4333,e
4338,r
4349,g
4354,y
4374,delete
4379,delete
4405,y
4413,delete
4417,g
