Frame,Key
40,g
44,o
50,o
54,d
60,space
74,a
79,f
89,t
99,e
106,r
120,n
129,o
135,o
140,n
183,dot
190,space
215,t
223,h
229,e
234,space
243,b
248,o
255,a
259,r
266,d
273,space
295,o
301,f
307,space
318,d
325,i
330,r
334,e
342,c
349,t
354,o
360,r
366,s
373,space
387,m
397,e
402,e
408,t
413,i
418,n
423,g
430,s
438,space
451,h
460,a
470,v
478,e
483,space
492,b
500,e
504,e
511,n
526,space
535,s
543,c
550,h
563,e
569,d
576,u
582,l
587,e
595,s
612,delete
619,d
625,space
633,a
639,s
647,space
662,f
672,o
680,l
684,l
690,o
695,w
705,e
711,d
718,space
746,p
755,r
758,e
788,v
792,i
796,o
809,u
815,s
822,l
830,y
838,space
858,c
862,o
867,n
874,f
879,i
884,r
890,m
894,e
901,d
907,space
915,m
921,a
927,y
934,space
944,b
950,e
957,space
964,j
971,u
978,l
987,y
998,space
1005,o
1011,r
1017,space
1035,o
1043,c
1052,t
1058,o
1064,b
1074,e
1080,r
