Frame,Key
41,d
46,e
52,a
53,r
60,space
65,q
69,u
74,i
79,c
93,y
101,delete
105,delete
111,n
112,c
117,y
141,comma
146,space
151,i
156,space
161,h
168,o
169,p
176,e
180,space
185,y
189,o
192,u
202,space
209,a
215,r
219,e
228,space
234,d
240,o
245,i
251,n
256,g
260,space
264,w
268,e
277,l
281,l
294,dot
301,space
307,i
310,space
312,w
320,a
326,n
330,t
335,e
342,d
346,space
359,t
363,o
368,space
373,u
376,p
378,d
383,a
386,t
393,e
401,space
411,y
418,o
420,u
426,space
429,o
434,n
440,space
445,o
450,u
456,r
462,space
473,l
480,a
487,t
489,e
496,s
501,t
507,space
514,p
518,r
523,o
528,j
532,e
537,c
542,t
549,space
563,delete
574,comma
577,space
593,w
601,h
605,i
607,c
611,h
616,space
621,h
627,a
632,s
637,space
643,b
645,e
649,e
654,n
658,space
666,q
671,u
677,i
678,t
682,e
688,space
695,t
700,h
701,e
704,space
711,j
716,o
722,r
741,delete
746,u
751,r
755,n
762,e
766,y
792,dot
794,space
799,t
802,h
806,e
810,space
829,w
832,o
838,r
842,k
851,space
880,i
884,n
889,v
900,o
904,v
919,delete
925,l
928,v
932,e
939,s
944,space
953,a
958,n
963,space
971,delete
976,delete
983,space
989,s
994,e
996,r
1002,i
1006,e
1012,s
1018,space
1038,o
1042,f
1047,space
1051,c
1057,o
1061,m
1064,p
1070,l
1073,e
1078,x
1083,space
1086,t
1092,a
1094,s
1101,k
1107,space
1132,delete
1138,s
1148,comma
1152,space
1159,e
1166,a
1170,c
1173,h
1177,space
1180,w
1184,i
1189,t
1201,h
1210,space
1217,i
1222,t
1228,s
1236,space
1241,u
1254,n
1262,i
1270,u
1277,delete
1281,q
1283,u
1299,e
1304,s
1310,space
1394,t
1398,h
1399,e
1409,delete
1413,delete
1437,delete
1442,c
1445,h
1450,a
1461,l
1465,l
1468,e
1476,n
1479,a
1486,g
1490,e
1497,delete
1502,delete
1505,delete
1516,g
1523,e
1529,s
1551,dot
1554,space
1559,o
1564,u
1571,r
1576,space
1581,t
1587,e
1594,a
1599,m
1606,comma
1614,space
1623,i
1629,n
1638,c
1643,l
1649,u
1653,d
1657,i
1662,n
1667,g
1671,space
1680,t
1691,delete
1697,k
1701,e
1709,v
1715,e
1719,n
1729,delete
1733,delete
1737,i
1744,n
1770,space
1775,a
1778,n
1781,d
1785,space
1801,z
1806,e
1809,l
1820,d
1825,a
1845,comma
1850,space
1855,h
1859,a
1863,s
1869,space
1874,b
1877,e
1881,e
1885,n
1890,space
1897,d
1907,i
1914,l
1919,i
1929,g
1935,e
1938,n
1942,t
1947,l
1955,y
1965,space
1977,w
1987,o
1993,r
1994,k
2000,i
2005,n
2009,g
2013,space
2045,t
2050,o
2053,t
2062,a
2077,delete
2080,delete
2083,space
2084,t
2089,a
2094,c
2099,k
2117,l
2122,e
2126,space
2137,t
2142,h
2148,e
2154,s
2159,e
2163,space
2168,i
2171,s
2175,s
2179,u
2182,e
2187,s
2193,dot
2200,space
2220,r
2222,e
2230,c
2236,e
2239,n
2242,t
2251,l
2258,y
2274,comma
2280,space
2281,w
2287,e
2290,space
2311,f
2317,a
2319,c
2326,e
2331,d
2336,space
2353,s
2355,e
2361,r
2369,v
2378,delete
2383,delete
2387,v
2395,e
2399,r
2406,a
2409,l
2417,space
2464,q
2469,u
2475,i
2478,r
2487,k
