Frame,Key
45,r
49,e
64,delete
70,u
75,s
80,s
86,e
121,l
124,l
153,comma
158,space
168,t
175,delete
181,i
191,space
194,t
209,h
214,i
219,n
224,k
231,space
247,i
254,space
259,s
267,h
276,u
287,delete
292,o
308,u
315,l
322,d
326,space
336,g
339,i
344,v
351,e
354,space
364,y
369,o
371,u
376,space
406,a
411,space
416,l
422,i
428,t
432,t
436,l
440,e
445,space
457,b
463,a
469,c
474,k
489,g
497,r
501,o
505,u
514,n
519,d
526,space
548,o
552,n
556,space
566,s
573,m
578,a
586,l
590,l
598,space
607,v
613,e
616,n
621,u
626,r
629,e
640,delete
644,delete
648,delete
685,t
690,u
692,r
693,e
704,s
709,space
739,delete
750,dot
757,space
766,b
771,i
773,l
778,l
783,space
816,p
822,e
828,r
840,k
859,i
863,n
874,s
880,space
887,a
890,n
893,d
898,space
902,i
908,space
915,h
917,a
920,v
926,e
930,space
960,a
967,space
971,s
976,t
979,r
981,o
985,n
988,g
994,space
1016,p
1020,e
1024,r
1028,s
1030,o
1033,n
1036,a
1040,l
1047,space
1060,a
1072,n
1076,d
1082,space
1090,p
1094,r
1097,e
1103,s
1118,delete
1122,delete
1130,o
1134,f
1137,e
1142,s
1146,s
1151,i
1160,o
1165,n
1175,a
1178,l
1184,space
1219,r
1222,e
1228,l
1236,t
1247,delete
1251,a
1255,t
1259,i
1266,o
1267,n
1279,s
1283,h
1286,i
1293,p
1315,dot
1320,space
1325,h
1328,e
1334,space
1338,i
1341,s
1347,space
1353,a
1358,n
1365,space
1376,e
1392,x
1400,t
1407,r
1410,e
1415,m
1423,e
1426,l
1436,y
1444,space
1489,c
1499,r
1504,e
1508,a
1513,t
1523,i
1526,v
1532,e
1538,space
1565,i
1571,n
1577,d
1583,i
1587,v
1598,i
1608,d
1614,u
1620,a
1623,l
1628,space
1652,delete
1659,dot
1664,space
1666,w
1670,a
1674,l
1679,l
1688,delete
1691,delete
1695,delete
1702,h
1711,a
1715,l
1720,l
1732,e
1736,y
1745,space
1764,a
1771,c
1778,t
1782,u
1796,a
1800,l
1804,l
1811,y
1822,space
1846,c
1853,o
1859,m
1876,t
1891,delete
1926,m
1931,e
1936,n
1941,t
1947,e
1952,d
1957,space
1963,o
1970,n
1976,space
1987,h
1991,i
1997,m
2003,space
2008,t
2014,o
2020,d
2024,a
2032,y
2038,space
2051,a
2060,s
2068,space
2078,s
2082,o
2086,m
2091,e
2102,o
2107,n
2110,e
2115,space
2136,t
2139,h
2143,i
2151,n
2157,k
2164,space
2206,delete
2208,s
2215,space
2219,o
2224,u
2229,t
2238,s
2243,i
2249,d
2255,e
2260,space
2266,o
2280,delete
2284,t
2288,h
2293,e
2298,space
2306,b
2307,o
2312,s
2325,delete
2328,x
2335,dot
2343,space
2365,b
2370,i
2376,l
2381,l
2383,space
2389,a
2394,c
2404,t
2409,u
2413,a
2422,l
2437,l
2444,y
2449,space
2455,s
2465,a
2469,t
2477,space
2482,i
2488,n
2493,space
2498,a
2503,space
2513,b
2521,a
2526,r
2537,space
2558,f
2562,o
2565,r
2586,delete
2591,u
2595,r
2600,space
2605,y
2609,e
2615,a
2620,r
2630,s
2638,space
2673,a
2680,n
2683,d
2688,space
2705,s
2715,a
2722,i
2727,d
2731,space
2735,t
2738,h
2741,a
2745,t
2752,space
2814,delete
2817,delete
2822,delete
2830,e
2835,space
2842,n
2844,e
2850,x
2857,t
2863,space
2877,t
2883,r
2887,a
2893,d
2903,e
2906,r
2914,delete
2927,delete
2931,a
2938,b
2942,l
2947,e
2952,space
2956,m
2976,a
2981,r
2986,k
2991,e
2997,t
3003,space
3009,w
3013,o
3018,u
3025,l
3030,d
3035,space
3039,b
3045,e
3050,space
3065,b
3071,a
3075,n
3083,d
3117,w
3122,i
3130,t
3137,h
3147,delete
3151,delete
3153,d
3158,t
3159,h
3192,dot
3197,space
3202,h
3208,e
3217,space
3222,h
3226,a
3231,s
3236,space
3241,b
3248,e
3253,e
3261,space
3272,delete
3280,n
3284,space
3290,s
3295,u
3300,c
3304,c
3318,e
3324,s
3345,delete
3346,s
3358,s
3371,f
3376,u
3382,l
3386,l
3404,delete
3415,space
3422,i
3428,n
3431,space
3435,t
3440,h
3445,e
3448,space
3454,g
3460,a
3462,s
3465,space
3471,b
3489,u
3495,s
3500,i
3506,n
3510,e
3515,s
3519,s
3533,space
3572,w
3576,h
3581,e
3586,space
3592,n
3617,space
3620,h
3632,delete
3636,delete
3640,delete
3644,delete
3662,delete
3676,e
3680,n
3685,space
3690,h
3695,a
3708,delete
3713,e
3717,space
3723,h
3729,a
3735,s
3742,space
3777,h
3782,a
3786,d
3792,space
3800,s
3804,o
3808,m
3810,e
3817,o
3821,n
3827,e
3833,space
3851,t
3856,o
3861,space
3865,f
3869,i
3876,l
3882,t
3890,e
3893,r
3899,space
3902,h
3905,i
3910,s
3913,space
3917,i
3921,d
3926,e
3933,a
3937,s
3959,dot
3965,space
3976,a
3981,s
3989,space
3997,s
4004,u
4008,c
4011,h
4016,space
4021,h
4024,e
4030,space
4039,h
4050,delete
4077,p
4081,r
4085,o
4090,v
4094,i
4099,d
4105,e
4146,s
4173,space
4179,a
4184,n
4201,space
4212,i
4218,n
4222,f
4228,r
4233,o
4239,m
4246,delete
4250,delete
4265,delete
4271,o
4275,r
4282,m
4288,a
4290,l
4297,space
4324,c
4329,o
4332,n
4336,s
4345,u
4352,l
4358,t
4362,i
4367,n
4369,g
4376,space
4416,o
4426,delete
4431,r
4433,o
4439,l
4441,e
4446,space
4448,t
4452,o
4456,space
4460,e
4469,n
4475,r
4480,o
4485,n
4511,dot
4515,space
4520,t
4524,h
4535,delete
4540,delete
4550,h
4555,e
4560,space
4567,t
4571,h
4573,r
4578,o
4588,w
4596,s
4603,space
4631,o
4636,u
4642,t
4648,space
4654,i
4658,d
4663,e
4668,a
4673,s
4679,space
4688,a
4694,n
4696,d
4700,space
4716,delete
4723,comma
4727,space
4732,e
4740,v
4746,e
4751,r
4758,y
4765,o
4770,n
4778,e
4785,space
4801,delete
4806,delete
4810,delete
4816,delete
4824,space
4830,o
4836,n
4840,c
4846,e
4851,space
4856,i
4863,n
4869,space
4878,a
4885,space
4889,w
4896,h
4900,i
4906,l
4910,e
4930,comma
4934,space
4938,h
4943,e
4948,space
4954,c
4955,o
4959,m
4965,e
4970,s
4976,space
4982,u
4987,p
4993,space
4997,w
5001,i
5006,t
5010,h
5015,space
5023,a
5031,space
5049,g
5054,r
5060,e
5064,a
5068,t
5072,e
5095,delete
5101,space
5107,o
5111,n
5116,e
5139,dot
5147,space
5181,h
5185,e
5190,space
5202,p
5207,o
5211,i
5217,n
5221,t
5227,e
5233,d
5239,space
5259,o
5264,u
5268,t
5273,space
5280,a
5284,n
5290,space
5312,a
5328,n
5330,o
5347,m
5354,a
5360,l
5367,o
5371,u
5376,s
5385,space
5395,p
5397,r
5400,i
5405,c
5411,e
