Frame,Key
42,a
48,dot
54,space
62,a
68,p
72,p
78,l
84,e
100,comma
107,space
116,a
121,n
128,t
135,comma
141,space
151,a
154,r
162,t
167,i
174,s
182,e
188,t
194,delete
196,delete
200,t
207,comma
213,space
225,a
233,i
236,r
244,p
252,h
261,delete
266,l
271,a
275,n
280,e
286,comma
291,space
314,a
323,r
329,r
334,o
337,w
345,comma
351,space
367,a
373,d
380,v
386,e
390,n
393,t
402,u
403,r
407,e
418,space
435,delete
443,comma
447,space
450,a
454,r
461,m
465,o
469,r
481,comma
487,space
499,a
506,l
511,i
518,e
523,n
532,comma
542,space
549,a
554,v
560,e
566,m
572,u
581,delete
586,delete
594,n
600,u
604,e
609,comma
616,space
626,a
655,n
662,c
668,h
676,o
681,r
704,dot
711,space
744,b
752,dot
757,space
763,b
767,a
771,n
776,a
792,n
795,a
820,comma
825,space
829,b
835,o
838,a
842,t
851,comma
855,space
885,b
892,r
896,i
900,g
914,d
919,g
923,e
931,space
941,delete
945,delete
949,delete
954,delete
963,g
968,e
974,space
979,delete
982,delete
985,delete
987,d
995,e
1009,space
1028,delete
1037,comma
1042,space
1051,b
1055,u
1059,t
1065,t
1072,e
1076,r
1083,f
1089,l
1095,y
1121,comma
1126,space
1131,b
1138,a
1144,l
1148,l
1155,o
1162,n
1173,delete
1178,o
1183,n
1190,comma
1197,space
1220,b
1224,u
1228,t
1232,t
1239,o
1243,n
1263,comma
1270,space
1278,b
1285,a
1296,k
1301,e
1306,r
1313,y
1338,comma
1344,space
1350,b
1356,r
1359,e
1374,e
1383,z
1389,e
1396,comma
1401,space
1419,b
1426,r
1432,a
1438,c
1447,e
1455,l
1458,e
1463,t
1467,comma
1472,space
1502,b
1513,delete
1519,b
1522,i
1527,g
1543,delete
1546,c
1549,y
1566,c
1569,l
1590,e
1597,comma
1602,space
1632,delete
1637,delete
1644,dot
1649,space
1654,c
1665,dot
1671,space
1676,c
1681,a
1685,t
1691,e
1703,delete
1711,comma
1717,space
1741,c
1748,a
1754,r
1762,comma
1767,space
1776,c
1781,i
1785,r
1794,c
1801,l
1803,e
1810,comma
1816,space
1843,c
1850,a
1854,s
1869,t
1875,l
1879,e
1886,comma
1892,space
1915,c
1928,l
1932,o
1937,u
1947,d
1953,comma
1959,space
2003,c
2007,a
2011,n
2017,d
2023,l
2028,e
2034,comma
2036,space
2056,c
2064,a
2068,m
2074,e
2079,r
2085,a
2095,comma
2102,space
2113,c
2118,h
2127,a
2134,i
2139,r
2146,comma
2152,space
2166,c
2172,l
2178,o
2180,c
2185,k
2193,space
2203,delete
2209,comma
2214,space
2219,c
2224,a
2235,c
2246,t
2255,u
2268,s
2275,comma
2280,space
2324,delete
2329,delete
2335,dot
2341,space
2346,d
2362,dot
2370,space
2406,d
2413,o
2418,g
2423,comma
2431,space
2454,d
2460,o
2465,l
2473,p
2478,h
2481,i
2486,n
2493,comma
2499,space
2510,d
2515,r
2520,a
2528,g
2541,o
2545,n
2552,comma
2557,space
2561,d
2563,o
2568,o
2572,r
2579,comma
2585,space
2621,d
2626,i
2631,m
2637,a
2645,delete
2649,delete
2651,a
2656,m
2663,o
2665,n
2674,comma
2685,delete
2688,d
2691,comma
2697,space
2718,d
2725,a
2729,n
2733,c
2737,e
2747,r
2754,comma
2760,space
2791,d
2797,e
2803,s
2808,e
2809,r
2814,t
2821,comma
2828,space
2850,d
2855,e
2860,s
2866,k
2876,comma
2883,space
2909,d
2917,r
2940,u
2946,m
2954,comma
2961,space
2988,d
2994,i
3001,n
3006,o
3016,s
3026,u
3030,a
3036,delete
3039,delete
3043,a
