Key,Time (ms),Frame
d,1739762727591,27
e,1739762727812,33
a,1739762728087,42
r,1739762728312,48
space,1739762728507,54
q,1739762728811,63
u,1739762728958,68
i,1739762729146,73
c,1739762729291,78
backspace,1739762730164,104
n,1739762730481,114
c,1739762730625,118
y,1739762730757,122
comma,1739762731121,133
space,1739762731365,140
i,1739762731525,145
space,1739762731760,152
h,1739762731857,155
o,1739762732373,170
p,1739762732572,176
e,1739762732902,186
space,1739762733058,191
y,1739762733654,209
o,1739762733858,215
u,1739762734056,221
space,1739762734373,230
a,1739762734779,242
r,1739762735026,250
e,1739762735300,258
space,1739762735497,264
d,1739762735677,269
o,1739762736020,280
i,1739762736185,285
n,1739762736382,291
g,1739762736628,298
space,1739762737104,312
2,1739762737289,318
e,1739762737709,330
backspace,1739762738216,346
backspace,1739762738388,351
w,1739762738587,357
e,1739762738788,363
l,1739762739111,372
l,1739762739270,377
period,1739762739696,390
space,1739762739956,398
i,1739762740229,406
space,1739762740426,412
w,1739762740837,424
q,1739762741033,430
n,1739762741290,438
t,1739762741451,443
e,1739762741632,448
d,1739762741830,454
backspace,1739762742143,463
backspace,1739762742305,468
backspace,1739762742445,472
backspace,1739762742602,477
backspace,1739762743276,497
backspace,1739762743424,502
w,1739762744089,522
a,1739762744325,529
n,1739762744541,535
t,1739762744665,539
e,1739762744855,545
d,1739762745063,551
space,1739762745254,557
t,1739762745410,561
i,1739762745609,567
space,1739762745774,572
u,1739762745964,578
p,1739762746180,584
backspace,1739762746544,595
backspace,1739762746709,600
backspace,1739762746877,605
backspace,1739762747042,610
o,1739762747490,624
space,1739762747723,631
u,1739762747904,636
p,1739762748106,642
d,1739762748263,647
a,1739762748397,651
t,1739762748731,661
space,1739762749265,677
y,1739762749577,686
o,1739762749772,692
u,1739762749904,696
backspace,1739762750280,707
backspace,1739762750433,712
backspace,1739762750587,717
backspace,1739762750917,727
e,1739762751212,735
space,1739762751395,741
y,1739762751586,747
o,1739762751797,753
u,1739762751893,756
space,1739762752057,761
o,1739762752888,786
n,1739762753063,791
space,1739762753235,796
o,1739762753373,800
u,1739762753526,805
r,1739762753781,813
space,1739762753976,818
l,1739762754148,824
a,1739762754314,829
t,1739762754445,832
e,1739762754669,839
s,1739762754858,845
t,1739762755072,851
space,1739762755285,858
p,1739762755576,866
r,1739762755783,873
o,1739762755879,875
j,1739762756186,885
e,1739762756411,891
c,1739762756644,898
t,1739762756905,906
comma,1739762757163,914
space,1739762757402,921
w,1739762757559,926
h,1739762757690,930
i,1739762757868,935
c,1739762758007,939
h,1739762758167,944
space,1739762758398,951
a,1739762758738,961
h,1739762758882,966
backspace,1739762759343,979
backspace,1739762759498,984
h,1739762759753,992
a,1739762759965,998
s,1739762760056,1001
space,1739762760367,1010
b,1739762760555,1016
e,1739762760783,1023
e,1739762760952,1028
n,1739762761157,1034
space,1739762761347,1040
q,1739762761642,1048
u,1739762761805,1053
i,1739762762016,1060
t,1739762762198,1065
e,1739762762396,1071
space,1739762762593,1077
t,1739762762723,1081
h,1739762762864,1085
e,1739762763055,1091
space,1739762763171,1094
j,1739762763647,1109
o,1739762763862,1115
u,1739762763987,1119
r,1739762764533,1135
n,1739762764930,1147
e,1739762765086,1152
y,1739762765282,1158
space,1739762765700,1170
backspace,1739762766222,1186
period,1739762766668,1199
space,1739762766927,1207
t,1739762767091,1212
h,1739762767259,1217
e,1739762767408,1221
space,1739762767536,1225
w,1739762767844,1234
