Key,Time (ms),Frame
shift_l,1739759225356,36
o,1739759226455,69
n,1739759226782,79
space,1739759227066,88
a,1739759227355,96
space,1739759227598,104
s,1739759228020,116
t,1739759228320,125
q,1739759228636,135
r,1739759228757,138
backspace,1739759229453,159
backspace,1739759229612,164
r,1739759230361,186
l,1739759230618,194
i,1739759230809,200
backspace,1739759231184,211
backspace,1739759231329,215
backspace,1739759231487,220
backspace,1739759231635,225
t,1739759232427,248
a,1739759232689,256
r,1739759232876,262
j,1739759233188,271
backspace,1739759233711,287
i,1739759234382,307
t,1739759234626,314
space,1739759234811,320
backspace,1739759235195,331
backspace,1739759235354,336
backspace,1739759235511,341
l,1739759236007,356
i,1739759236271,364
t,1739759236543,372
space,1739759236779,379
n,1739759236923,383
i,1739759237133,390
g,1739759237253,393
h,1739759237355,396
t,1739759237492,400
space,1739759237829,410
backspace,1739759238140,420
comma,1739759238421,428
space,1739759238678,436
5,1739759239178,451
space,1739759239437,459
s,1739759239777,469
t,1739759239962,474
a,1739759240244,483
r,1739759240450,489
g,1739759241093,508
a,1739759241342,516
z,1739759241685,526
e,1739759242198,542
r,1739759242440,549
s,1739759242730,558
space,1739759242994,565
g,1739759243217,572
a,1739759243493,580
t,1739759243643,585
h,1739759243976,595
e,1739759244201,602
r,1739759244333,606
e,1739759244544,612
d,1739759244885,622
space,1739759245178,631
o,1739759245334,636
n,1739759245513,641
space,1739759245760,648
a,1739759245935,654
space,1739759246160,660
h,1739759246337,666
i,1739759246537,672
l,1739759246805,680
l,1739759246982,685
space,1739759247264,694
backspace,1739759247540,702
comma,1739759247900,713
space,1739759248121,719
t,1739759248337,726
h,1739759248514,731
e,1739759248726,737
r,1739759248964,745
i,1739759249154,750
backspace,1739759249477,760
backspace,1739759249655,765
i,1739759249841,771
space,1739759250199,782
n,1739759250406,788
o,1739759250546,792
t,1739759250689,796
backspace,1739759250992,805
backspace,1739759251150,810
backspace,1739759251277,814
backspace,1739759251423,818
r,1739759251848,831
space,1739759252003,836
n,1739759252225,842
o,1739759252369,847
t,1739759252502,851
e,1739759252932,864
b,1739759253228,872
o,1739759253372,877
o,1739759253549,882
k,1739759253782,889
s,1739759254072,898
space,1739759254305,905
f,1739759254530,912
i,1739759254748,918
l,1739759255004,926
l,1739759255162,930
e,1739759255361,936
d,1739759255551,942
space,1739759255733,948
w,1739759255871,952
i,1739759256060,957
t,1739759256209,962
h,1739759256365,967
space,1739759256600,974
s,1739759257093,988
k,1739759257317,995
e,1739759257561,1002
t,1739759257713,1007
c,1739759258049,1017
h,1739759258208,1022
e,1739759258313,1025
s,1739759258538,1032
space,1739759258760,1038
f,1739759258946,1044
r,1739759259133,1050
o,1739759259274,1054
m,1739759259449,1059
space,1739759259739,1068
shift_r,1739759260141,1080
a,1739759260515,1091
space,1739759260809,1100
t,1739759260976,1105
o,1739759261174,1111
space,1739759261333,1116
shift_r,1739759261719,1127
z,1739759262164,1141
period,1739759262711,1157
space,1739759262967,1165
shift_r,1739759263500,1181
a,1739759263841,1191
space,1739759264093,1198
q,1739759264344,1206
u,1739759264448,1209
i,1739759264614,1214
c,1739759264786,1219
k,1739759264900,1223
space,1739759265181,1231
b,1739759265424,1238
r,1739759265660,1245
o,1739759265842,1251
w,1739759266043,1257
n,1739759266184,1261
space,1739759266503,1271
f,1739759266658,1275
o,1739759266792,1279
x,1739759267014,1286
space,1739759267209,1292
d,1739759267621,1304
a,1739759267838,1311
r,1739759268032,1317
t,1739759268239,1323
e,1739759268467,1330
d,1739759268658,1335
space,1739759269004,1346
c,1739759269422,1358
backspace,1739759270067,1378
a,1739759270417,1388
c,1739759270599,1394
r,1739759270873,1402
o,1739759271088,1408
s,1739759271259,1413
space,1739759271851,1431
backspace,1739759272366,1447
s,1739759272688,1456
space,1739759272829,1460
t,1739759272972,1465
h,1739759273114,1469
e,1739759273304,1475
space,1739759273421,1478
m,1739759273701,1487
e,1739759273866,1492
a,1739759274041,1497
d,1739759274511,1511
o,1739759274775,1519
w,1739759274915,1523
comma,1739759275416,1538
space,1739759275666,1546
w,1739759275790,1549
w,1739759276142,1560
backspace,1739759276720,1577
e,1739759276949,1584
a,1739759277154,1590
v,1739759277585,1603
i,1739759277692,1606
n,1739759277874,1612
g,1739759278038,1617
space,1739759278389,1627
b,1739759278702,1637
e,1739759278894,1642
t,1739759279074,1648
w,1739759279396,1657
w,1739759279553,1662
backspace,1739759280201,1682
e,1739759280438,1689
e,1739759280602,1694
n,1739759280863,1702
space,1739759281052,1707
7,1739759281518,1721
space,1739759281712,1727
c,1739759281934,1734
u,1739759282123,1739
r,1739759282286,1744
i,1739759282841,1761
o,1739759283035,1767
u,1739759283179,1771
s,1739759283354,1776
space,1739759283645,1785
r,1739759283926,1793
a,1739759284148,1800
b,1739759284315,1805
b,1739759284587,1813
u,1739759284741,1818
t,1739759284874,1822
s,1739759285149,1830
space,1739759285320,1835
backspace,1739759285613,1844
backspace,1739759285793,1849
backspace,1739759285954,1854
backspace,1739759286124,1859
i,1739759286615,1874
t,1739759286764,1879
s,1739759287089,1888
space,1739759287290,1894
a,1739759287828,1910
n,1739759288003,1916
d,1739759288166,1921
space,1739759288440,1929
6,1739759289058,1947
space,1739759289309,1955
f,1739759289493,1960
r,1739759289668,1966
i,1739759289835,1971
g,1739759290006,1976
o,1739759290860,2001
backspace,1739759291327,2015
backspace,1739759291491,2020
backspace,1739759292015,2036
o,1739759292375,2047
g,1739759292556,2052
s,1739759292803,2060
space,1739759293012,2066
c,1739759293295,2074
r,1739759293510,2081
o,1739759293675,2086
a,1739759294281,2104
k,1739759294516,2111
i,1739759294894,2122
n,1739759295122,2129
g,1739759295377,2137
space,1739759295599,2144
b,1739759295984,2155
e,1739759296161,2160
s,1739759296416,2168
i,1739759296577,2173
d,1739759296766,2179
e,1739759296950,2184
space,1739759297242,2193
a,1739759297464,2200
space,1739759297638,2205
0,1739759298318,2225
space,1739759298619,2234
d,1739759298815,2240
e,1739759299003,2246
g,1739759299228,2252
r,1739759299421,2258
e,1739759299621,2264
e,1739759300317,2285
space,1739759300657,2295
b,1739759300900,2303
r,1739759301123,2309
o,1739759301339,2316
o,1739759301513,2321
k,1739759301746,2328
period,1739759302326,2345
space,1739759302527,2351
shift_l,1739759302939,2364
o,1739759303212,2372
v,1739759303485,2380
e,1739759303717,2387
f,1739759303894,2392
backspace,1739759304699,2417
backspace,1739759304851,2421
v,1739759305646,2445
e,1739759305851,2451
r,1739759306028,2456
backspace,1739759306410,2468
backspace,1739759306577,2473
backspace,1739759306729,2477
e,1739759307154,2490
r,1739759307302,2495
h,1739759307595,2503
e,1739759307694,2506
a,1739759307937,2514
d,1739759308097,2519
comma,1739759308541,2532
space,1739759308782,2539
9,1739759309094,2548
space,1739759309400,2558
s,1739759309820,2570
h,1739759309948,2574
o,1739759310118,2579
o,1739759310255,2583
t,1739759310440,2589
u,1739759310554,2592
n,1739759310747,2598
g,1739759310916,2603
backspace,1739759311276,2614
backspace,1739759311431,2619
backspace,1739759311579,2623
i,1739759312050,2637
n,1739759312252,2643
g,1739759312432,2649
space,1739759312560,2652
s,1739759312888,2662
t,1739759313090,2668
a,1739759313315,2675
r,1739759313933,2694
s,1739759314142,2700
space,1739759314468,2710
s,1739759314883,2722
t,1739759315062,2727
r,1739759315272,2734
a,1739759315577,2743
backspace,1739759316361,2766
e,1739759316594,2773
a,1739759316792,2779
k,1739759317191,2791
