Key,Time (ms),Frame
shift_l,1739749585060,129
o,1739749586296,166
n,1739749586507,173
space,1739749586779,181
a,1739749587020,188
space,1739749587242,195
b,1739749587555,204
r,1739749587814,212
e,1739749588013,218
z,1739749588637,236
backspace,1739749589196,253
e,1739749589543,264
z,1739749589872,274
y,1739749590360,288
space,1739749590541,294
s,1739749590707,299
u,1739749590881,304
m,1739749591105,311
m,1739749591274,316
v,1739749591564,324
backspace,1739749592095,340
e,1739749592763,360
r,1739749593054,369
space,1739749593357,378
a,1739749593605,386
f,1739749593829,392
t,1739749594068,399
e,1739749594304,406
r,1739749594376,409
n,1739749594790,421
i,1739749594968,426
i,1739749595149,432
backspace,1739749595837,452
backspace,1739749595976,457
o,1739749596797,481
o,1739749596982,487
n,1739749597504,502
comma,1739749597841,513
space,1739749598112,521
5,1739749598808,542
space,1739749599023,548
a,1739749599309,557
d,1739749599561,564
v,1739749599844,573
e,1739749600099,580
n,1739749600263,585
t,1739749600401,589
u,1739749600669,597
r,1739749601195,613
e,1739749601427,620
r,1739749601631,626
s,1739749601976,637
space,1739749602259,645
t,1739749602522,653
r,1739749602712,659
e,1739749602920,665
k,1739749603750,690
k,1739749603958,696
e,1739749604226,704
d,1739749604440,711
space,1739749604631,716
t,1739749604862,723
h,1739749605019,728
r,1739749605131,731
o,1739749605732,749
u,1739749605933,755
g,1739749606083,760
h,1739749606286,766
space,1739749606503,772
a,1739749606687,778
space,1739749606948,786
v,1739749607421,800
i,1739749607688,808
b,1739749607979,817
r,1739749608203,823
a,1739749608390,829
n,1739749608636,836
t,1739749608816,842
space,1739749609090,850
m,1739749609273,856
e,1739749609446,861
a,1739749609629,866
d,1739749610146,882
i,1739749610331,887
w,1739749610577,895
backspace,1739749611136,911
backspace,1739749611326,917
o,1739749611857,933
w,1739749611973,937
comma,1739749612315,947
space,1739749612629,956
t,1739749613037,968
h,1739749613198,973
e,1739749613352,978
i,1739749613921,995
r,1739749614059,999
space,1739749614867,1023
b,1739749615200,1033
a,1739749615410,1040
c,1739749615660,1047
k,1739749615879,1054
o,1739749616389,1069
a,1739749616587,1075
backspace,1739749617211,1094
backspace,1739749617395,1099
p,1739749617706,1109
a,1739749617953,1116
c,1739749618306,1127
k,1739749618560,1134
s,1739749618823,1142
space,1739749619146,1152
l,1739749619606,1166
a,1739749619898,1174
b,1739749620171,1182
e,1739749620714,1199
l,1739749620886,1204
e,1739749621023,1208
d,1739749621660,1227
space,1739749621932,1235
f,1739749622136,1241
r,1739749622330,1247
o,1739749622459,1251
m,1739749622699,1258
space,1739749622963,1266
shift_r,1739749623418,1280
a,1739749623811,1292
space,1739749624077,1300
t,1739749624317,1307
o,1739749624504,1312
space,1739749624731,1319
shift_r,1739749625177,1333
z,1739749625607,1346
period,1739749626716,1379
space,1739749627022,1388
shift_r,1739749627252,1395
a,1739749627460,1401
space,1739749628123,1421
q,1739749628512,1433
u,1739749628696,1438
i,1739749628868,1443
c,1739749628995,1447
k,1739749629300,1456
space,1739749629607,1466
b,1739749629942,1476
r,1739749630194,1483
o,1739749630312,1487
w,1739749630658,1497
n,1739749630935,1505
space,1739749631270,1515
f,1739749631392,1519
o,1739749631609,1526
