Key,Time (ms),Frame
d,1739758368334,64
e,1739758368593,72
a,1739758368865,80
r,1739758369086,86
space,1739758369369,95
backspace,1739758370163,119
space,1739758370642,133
k,1739758370847,139
e,1739758371020,144
n,1739758371141,148
comma,1739758371374,155
space,1739758371580,161
f,1739758371756,166
i,1739758371858,170
r,1739758371992,174
w,1739758372194,180
t,1739758372348,184
space,1739758372610,192
backspace,1739758372924,202
backspace,1739758373073,206
backspace,1739758373238,211
backspace,1739758373397,216
s,1739758373650,223
backspace,1739758373961,233
r,1739758374529,250
s,1739758374704,255
t,1739758374875,260
space,1739758375076,266
i,1739758375228,271
f,1739758375371,275
f,1739758375567,281
backspace,1739758375896,291
backspace,1739758376083,296
backspace,1739758376225,301
o,1739758376736,316
f,1739758376952,322
f,1739758377161,329
comma,1739758377699,345
space,1739758377939,352
i,1739758378057,356
space,1739758378292,363
h,1739758378389,365
a,1739758378511,369
v,1739758378625,373
e,1739758378824,379
space,1739758378962,383
space,1739758379457,398
backspace,1739758380025,415
a,1739758380771,437
space,1739758381072,446
f,1739758381417,456
r,1739758381634,463
e,1739758382003,474
u,1739758382154,478
n,1739758382360,485
d,1739758382412,486
backspace,1739758382747,496
backspace,1739758382893,501
backspace,1739758383065,506
backspace,1739758383228,511
u,1739758383458,518
e,1739758383648,523
n,1739758383792,528
d,1739758383959,533
backspace,1739758384173,539
backspace,1739758384339,544
backspace,1739758384533,550
backspace,1739758384954,562
i,1739758385454,577
e,1739758385610,582
n,1739758385800,588
d,1739758386225,601
space,1739758386592,612
h,1739758386811,618
backspace,1739758387252,631
w,1739758387479,638
h,1739758387610,642
space,1739758387966,653
i,1739758388083,656
s,1739758388241,661
space,1739758388440,667
backspace,1739758388713,675
backspace,1739758388857,680
backspace,1739758389022,684
backspace,1739758389178,689
o,1739758389634,703
space,1739758389889,710
s,1739758390023,714
backspace,1739758390405,726
i,1739758390752,736
s,1739758390905,741
space,1739758391098,747
s,1739758391330,754
e,1739758391541,760
t,1739758391701,765
t,1739758391879,770
i,1739758392329,784
n,1739758392528,790
g,1739758392735,796
space,1739758392865,800
u,1739758393058,806
p,1739758393253,811
space,1739758393471,818
a,1739758393754,826
space,1739758393971,833
p,1739758394127,838
l,1739758394394,846
a,1739758394629,853
n,1739758394795,858
t,1739758394991,864
space,1739758395140,868
u,1739758395403,876
n,1739758395580,881
space,1739758395763,887
c,1739758395917,891
backspace,1739758396180,899
backspace,1739758396331,904
backspace,1739758396480,908
backspace,1739758396655,913
i,1739758397071,926
n,1739758397275,932
space,1739758397525,940
o,1739758397811,948
r,1739758398014,954
backspace,1739758398473,968
backspace,1739758398625,973
backspace,1739758398755,976
space,1739758399217,990
c,1739758399616,1002
i,1739758399690,1005
r,1739758399921,1011
backspace,1739758400409,1026
backspace,1739758400638,1033
o,1739758401035,1045
r,1739758401171,1049
c,1739758401909,1071
o,1739758402049,1075
n,1739758402242,1081
r,1739758402417,1086
a,1739758402551,1090
n,1739758402757,1097
space,1739758403036,1105
n,1739758403356,1114
i,1739758403499,1119
r,1739758403799,1128
backspace,1739758404202,1140
backspace,1739758404376,1145
i,1739758404676,1154
r,1739758404868,1160
backspace,1739758405377,1175
backspace,1739758405539,1180
o,1739758406352,1204
r,1739758406663,1214
t,1739758406996,1224
h,1739758407151,1228
e,1739758407415,1236
r,1739758407520,1239
n,1739758407708,1245
space,1739758407951,1252
c,1739758408159,1259
a,1739758408666,1274
k,1739758408910,1281
i,1739758409099,1287
f,1739758409266,1292
backspace,1739758409673,1304
backspace,1739758409825,1309
backspace,1739758409976,1313
l,1739758410350,1324
i,1739758410585,1331
f,1739758410999,1344
period,1739758411789,1367
space,1739758412196,1380
t,1739758412546,1390
o,1739758412679,1394
space,1739758412914,1401
m,1739758413061,1406
a,1739758413228,1411
n,1739758413697,1425
u,1739758413895,1431
f,1739758414648,1453
q,1739758414797,1458
c,1739758415026,1465
t,1739758415224,1471
o,1739758415349,1474
backspace,1739758415889,1490
backspace,1739758416047,1495
backspace,1739758416490,1509
backspace,1739758416930,1522
a,1739758417262,1532
c,1739758417501,1539
t,1739758418079,1556
u,1739758418280,1562
r,1739758418457,1568
e,1739758418615,1572
space,1739758419028,1585
a,1739758419204,1590
space,1739758419453,1597
w,1739758419864,1610
e,1739758420632,1633
l,1739758420804,1638
e,1739758420982,1643
backspace,1739758422139,1678
d,1739758422560,1691
e,1739758422758,1697
d,1739758422989,1703
space,1739758423262,1712
e,1739758423530,1720
backspace,1739758423864,1730
r,1739758424272,1742
e,1739758424438,1747
i,1739758425336,1774
n,1739758425529,1780
f,1739758425849,1789
o,1739758425985,1793
r,1739758426156,1798
c,1739758426809,1818
e,1739758426989,1823
m,1739758427212,1830
e,1739758427396,1836
n,1739758427476,1838
t,1739758427661,1844
space,1739758427982,1853
g,1739758428222,1860
r,1739758428441,1867
i,1739758428688,1874
d,1739758428825,1879
space,1739758429144,1888
b,1739758429426,1897
u,1739758429629,1903
i,1739758429814,1908
k,1739758430071,1916
backspace,1739758430582,1931
l,1739758430998,1944
d,1739758431168,1949
i,1739758431268,1952
n,1739758431493,1959
g,1739758431710,1965
space,1739758431993,1974
s,1739758432230,1981
t,1739758432443,1987
r,1739758432608,1992
u,1739758432818,1998
c,1739758432988,2003
t,1739758433168,2009
u,1739758433294,2013
r,1739758433459,2018
e,1739758433676,2024
space,1739758433959,2033
s,1739758434127,2038
y,1739758434321,2043
s,1739758434400,2046
t,1739758434582,2051
e,1739758434820,2058
m,1739758435013,2064
s,1739758435188,2069
period,1739758435656,2083
space,1739758436057,2096
t,1739758436241,2101
h,1739758436398,2106
e,1739758436548,2110
y,1739758436753,2116
space,1739758436956,2122
w,1739758437098,2127
i,1739758437239,2131
l,1739758437462,2138
l,1739758437595,2142
space,1739758437882,2150
s,1739758438032,2155
backspace,1739758438411,2166
n,1739758438821,2178
e,1739758438959,2183
e,1739758439116,2187
d,1739758439481,2198
space,1739758439756,2206
v,1739758439945,2212
a,1739758440238,2221
p,1739758440409,2226
backspace,1739758441088,2246
