Key,Time (ms),Frame
shift_r,1739758080707,0
t,1739758081405,21
h,1739758081587,26
e,1739758081773,32
space,1739758081954,37
l,1739758082475,53
i,1739758082681,59
v,1739758082866,65
e,1739758083066,71
l,1739758083345,79
y,1739758083637,88
space,1739758083854,94
f,1739758083993,98
o,1739758084133,103
x,1739758084359,109
space,1739758084611,117
c,1739758085337,139
a,1739758085542,145
backspace,1739758085954,157
backspace,1739758086107,162
d,1739758086583,176
r,1739758086958,187
t,1739758087126,192
e,1739758087351,199
d,1739758087483,203
backspace,1739758087718,210
backspace,1739758087891,215
backspace,1739758088039,220
backspace,1739758088185,224
a,1739758088616,237
r,1739758088905,246
t,1739758089102,252
e,1739758089301,258
d,1739758089530,264
space,1739758089753,271
a,1739758090014,279
c,1739758090194,284
r,1739758090452,292
i,1739758090838,304
s,1739758090999,309
s,1739758091166,314
space,1739758091373,320
backspace,1739758091586,326
backspace,1739758091748,331
backspace,1739758091908,336
backspace,1739758092058,340
o,1739758092608,357
s,1739758092857,364
s,1739758093042,370
space,1739758093384,380
6,1739758094062,400
2,1739758094315,408
space,1739758094627,417
w,1739758094982,428
i,1739758095093,431
backspace,1739758095444,442
backspace,1739758095585,446
backspace,1739758095740,451
backspace,1739758095897,455
backspace,1739758096437,472
6,1739758096872,485
2,1739758097096,491
space,1739758097436,502
w,1739758097723,510
u,1739758097860,514
n,1739758098025,519
d,1739758098147,523
u,1739758098273,527
backspace,1739758098560,535
backspace,1739758098711,540
backspace,1739758098861,544
backspace,1739758099010,549
i,1739758099484,563
n,1739758100352,589
d,1739758100508,594
i,1739758100574,596
n,1739758100752,601
g,1739758100989,608
space,1739758101102,612
t,1739758101365,619
r,1739758101544,625
a,1739758101833,634
i,1739758101953,637
k,1739758102164,643
s,1739758102353,649
backspace,1739758102981,668
backspace,1739758103135,673
l,1739758103713,690
s,1739758103976,698
comma,1739758104186,704
space,1739758104481,713
l,1739758104701,720
e,1739758105288,737
a,1739758105457,742
p,1739758105639,748
i,1739758105881,755
n,1739758106094,761
g,1739758106263,766
space,1739758106550,775
o,1739758106730,780
v,1739758106983,788
e,1739758107222,795
r,1739758107416,801
space,1739758107618,807
5,1739758108086,821
0,1739758109660,868
space,1739758109951,877
r,1739758110805,903
w,1739758111050,910
backspace,1739758111660,928
backspace,1739758111830,933
d,1739758112181,944
r,1739758112435,952
o,1739758113581,986
w,1739758113706,990
s,1739758114077,1001
y,1739758114648,1018
space,1739758114877,1025
d,1739758114982,1028
o,1739758115259,1036
g,1739758115383,1040
s,1739758115610,1047
space,1739758115890,1055
a,1739758116245,1066
n,1739758116441,1072
d,1739758116511,1074
space,1739758116742,1081
p,1739758117167,1094
u,1739758117369,1100
z,1739758117557,1105
z,1739758117744,1111
l,1739758117988,1118
i,1739758118171,1124
n,1739758118366,1130
g,1739758118669,1139
space,1739758119155,1153
8,1739758119777,1172
4,1739758120489,1193
space,1739758120734,1201
s,1739758121068,1211
q,1739758121778,1232
u,1739758121955,1237
i,1739758122130,1242
r,1739758122935,1267
r,1739758123110,1272
k,1739758123444,1282
e,1739758123679,1289
s,1739758123858,1294
backspace,1739758124309,1308
backspace,1739758124478,1313
backspace,1739758124593,1316
l,1739758125059,1330
e,1739758125257,1336
s,1739758125491,1343
space,1739758125741,1351
w,1739758125857,1354
backspace,1739758126109,1362
backspace,1739758126257,1366
backspace,1739758126406,1371
backspace,1739758126608,1377
backspace,1739758126976,1388
e,1739758127287,1397
l,1739758127472,1403
s,1739758127732,1410
space,1739758128001,1419
w,1739758128367,1430
i,1739758128430,1431
t,1739758128607,1437
h,1739758128766,1442
space,1739758128963,1447
i,1739758129076,1451
t,1739758129221,1455
