Key,Time (ms),Frame
shift_r,1739756771340,30
t,1739756771850,45
h,1739756771999,50
e,1739756772238,57
space,1739756772335,60
d,1739756772760,72
a,1739756773029,80
z,1739756773426,92
z,1739756773588,97
i,1739756773968,109
n,1739756774163,114
backspace,1739756774529,125
backspace,1739756774684,130
l,1739756774965,139
i,1739756775164,144
n,1739756775321,149
g,1739756775524,155
space,1739756775713,161
f,1739756775951,168
o,1739756776056,171
r,1739756776231,176
space,1739756776415,182
s,1739756776662,189
backspace,1739756777021,200
backspace,1739756777176,205
backspace,1739756777361,210
x,1739756777861,225
space,1739756778170,235
s,1739756778357,240
w,1739756778565,247
i,1739756778781,253
f,1739756779110,263
t,1739756779689,280
l,1739756779998,290
y,1739756780207,296
space,1739756780440,303
j,1739756780863,315
u,1739756781088,322
m,1739756781297,328
o,1739756781483,334
e,1739756781830,344
backspace,1739756782143,354
backspace,1739756782334,360
backspace,1739756782466,364
u,1739756783309,389
m,1739756783719,401
p,1739756783915,407
backspace,1739756784224,416
backspace,1739756784402,422
backspace,1739756784570,427
m,1739756785024,440
p,1739756785231,446
d,1739756785679,460
space,1739756785860,465
o,1739756786146,474
backspace,1739756786424,482
backspace,1739756786576,487
backspace,1739756786743,492
e,1739756787258,507
d,1739756787661,519
space,1739756788046,531
o,1739756788143,534
v,1739756788412,542
e,1739756788627,548
r,1739756788839,555
space,1739756789084,562
1,1739756789438,573
2,1739756789671,580
space,1739756789905,587
l,1739756790104,593
a,1739756790194,595
z,1739756790864,615
y,1739756791158,624
space,1739756791445,633
d,1739756791591,637
i,1739756791728,641
g,1739756791840,645
s,1739756792155,654
backspace,1739756792428,662
backspace,1739756792609,668
backspace,1739756792770,673
o,1739756793181,685
g,1739756793385,691
s,1739756793630,698
space,1739756793907,707
backspace,1739756794156,714
comma,1739756794572,727
space,1739756794787,733
v,1739756795192,745
e,1739756795380,751
x,1739756795641,759
i,1739756795786,763
n,1739756795996,769
g,1739756796186,775
space,1739756796558,786
s,1739756796847,795
q,1739756797319,809
u,1739756798041,831
i,1739756798212,836
r,1739756798387,841
f,1739756798562,846
backspace,1739756799797,883
r,1739756800514,905
e,1739756800774,913
l,1739756800902,917
s,1739756801186,925
space,1739756801358,930
a,1739756801469,934
n,1739756801719,941
d,1739756801820,944
space,1739756801990,949
f,1739756802205,956
r,1739756802574,967
o,1739756802705,971
g,1739756802942,978
s,1739756803285,988
space,1739756803594,997
w,1739756803838,1005
i,1739756803967,1009
t,1739756804113,1013
h,1739756804245,1017
space,1739756804492,1024
i,1739756804820,1034
t,1739756805215,1046
s,1739756805505,1055
space,1739756805685,1060
q,1739756805813,1064
u,1739756806017,1070
i,1739756806206,1076
c,1739756806350,1080
k,1739756806547,1086
space,1739756807012,1100
z,1739756807490,1114
i,1739756807702,1121
g,1739756807944,1128
z,1739756808391,1141
a,1739756808591,1147
g,1739756808890,1156
s,1739756809204,1166
space,1739756809519,1175
backspace,1739756809801,1184
comma,1739756810130,1193
space,1739756810323,1199
h,1739756810572,1207
i,1739756810749,1212
backspace,1739756811475,1234
backspace,1739756811630,1238
backspace,1739756811855,1245
space,1739756812293,1258
w,1739756812749,1272
h,1739756812891,1276
9,1739756813041,1281
l,1739756813258,1287
e,1739756813478,1294
backspace,1739756814142,1314
backspace,1739756814561,1326
backspace,1739756814956,1338
i,1739756815521,1355
l,1739756815732,1362
e,1739756815997,1369
space,1739756816169,1375
c,1739756816414,1382
u,1739756816639,1389
r,1739756816814,1394
i,1739756816956,1398
s,1739756817253,1407
o,1739756818003,1430
backspace,1739756818405,1442
backspace,1739756818563,1446
o,1739756819145,1464
u,1739756819334,1470
s,1739756819491,1474
space,1739756819706,1481
b,1739756820146,1494
r,1739756820382,1501
i,1739756820489,1504
backspace,1739756820845,1515
backspace,1739756821025,1520
i,1739756821457,1533
r,1739756821594,1537
d,1739756821912,1547
s,1739756822529,1565
space,1739756822913,1577
f,1739756823307,1589
l,1739756823681,1600
u,1739756823879,1606
t,1739756824085,1612
t,1739756824233,1617
e,1739756824477,1624
r,1739756824609,1628
e,1739756824817,1634
d,1739756825089,1642
space,1739756825361,1650
a,1739756825616,1658
v,1739756826515,1685
backspace,1739756826949,1698
b,1739756827462,1713
o,1739756827612,1718
v,1739756827733,1722
e,1739756827987,1729
comma,1739756828702,1751
space,1739756828927,1757
h,1739756829258,1767
a,1739756829507,1775
backspace,1739756829791,1783
backspace,1739756829942,1788
w,1739756830380,1801
a,1739756830694,1810
t,1739756831051,1821
c,1739756831792,1843
h,1739756831903,1847
i,1739756832067,1852
n,1739756832245,1857
g,1739756832382,1861
space,1739756832635,1869
t,1739756832803,1874
h,1739756832960,1878
e,1739756833184,1885
space,1739756833357,1890
c,1739756833663,1899
h,1739756833901,1907
a,1739756835225,1946
o,1739756835800,1964
t,1739756836030,1970
i,1739756836200,1976
c,1739756836323,1979
space,1739756836827,1994
s,1739756837048,2001
c,1739756837254,2007
e,1739756837900,2027
n,1739756838083,2032
e,1739756838252,2037
space,1739756838848,2055
u,1739756839155,2064
n,1739756839413,2072
f,1739756839706,2081
o,1739756839849,2085
l,1739756840132,2094
d,1739756840345,2100
period,1739756840855,2115
space,1739756841143,2124
shift_l,1739756841590,2137
i,1739756842257,2157
n,1739756842526,2165
space,1739756842764,2172
t,1739756843001,2180
h,1739756843111,2183
e,1739756843357,2190
space,1739756843470,2194
d,1739756843789,2203
i,1739756843982,2209
s,1739756844171,2215
t,1739756844778,2233
a,1739756845002,2240
n,1739756845228,2246
c,1739756845351,2250
e,1739756845586,2257
comma,1739756845990,2269
space,1739756846482,2284
a,1739756846689,2290
space,1739756846975,2299
c,1739756847277,2308
u,1739756847493,2314
r,1739756847635,2319
i,1739756847796,2323
o,1739756848026,2330
u,1739756848544,2346
s,1739756848726,2351
space,1739756848996,2359
r,1739756849285,2368
a,1739756849555,2376
b,1739756849801,2384
