Key,Time (ms),Frame
shift_r,1739748408813,66
a,1739748409920,99
m,1739748410897,129
i,1739748411077,134
d,1739748411271,140
space,1739748411417,144
t,1739748411586,149
h,1739748411699,153
e,1739748412002,162
space,1739748412182,167
v,1739748412738,184
i,1739748413046,193
b,1739748413752,214
r,1739748414005,222
a,1739748414147,226
n,1739748414326,232
space,1739748414686,242
f,1739748415003,252
e,1739748415204,258
s,1739748415415,264
t,1739748415604,270
backspace,1739748416150,286
backspace,1739748416322,291
backspace,1739748416492,296
backspace,1739748416667,302
backspace,1739748417188,317
t,1739748417574,329
space,1739748417742,334
f,1739748418075,344
e,1739748418274,350
s,1739748418462,356
t,1739748418636,361
i,1739748418835,367
v,1739748419073,374
a,1739748419245,379
l,1739748419441,385
space,1739748419688,392
o,1739748419844,397
n,1739748420037,403
space,1739748420387,413
shift_l,1739748420811,426
j,1739748421137,436
u,1739748421316,441
n,1739748421562,449
e,1739748421784,455
space,1739748422081,464
6,1739748422543,478
backspace,1739748423119,495
5,1739748423522,507
t,1739748423962,521
h,1739748424109,525
space,1739748424386,533
backspace,1739748424845,547
comma,1739748425244,559
space,1739748425461,566
2,1739748425616,570
0,1739748426670,602
2,1739748426921,609
4,1739748427359,622
comma,1739748428233,649
space,1739748428479,656
7,1739748428891,668
space,1739748429190,677
l,1739748429723,693
i,1739748430272,710
v,1739748430469,716
e,1739748430684,722
k,1739748430921,729
y,1739748431144,736
space,1739748431434,745
backspace,1739748431981,761
backspace,1739748432179,767
backspace,1739748432355,772
backspace,1739748432514,777
e,1739748433240,799
l,1739748433562,809
y,1739748433754,814
space,1739748434198,828
m,1739748434559,838
u,1739748434801,846
s,1739748434982,851
i,1739748435157,856
c,1739748435390,863
i,1739748435635,871
a,1739748435917,879
n,1739748436106,885
s,1739748436311,891
space,1739748436485,896
p,1739748436893,909
l,1739748437219,918
a,1739748437669,932
y,1739748437938,940
e,1739748438148,946
d,1739748438323,951
space,1739748438545,958
t,1739748438839,967
u,1739748438968,971
n,1739748439198,978
e,1739748439406,984
s,1739748439709,993
space,1739748439937,1000
f,1739748440168,1007
r,1739748440362,1013
o,1739748440528,1018
m,1739748440733,1024
space,1739748441136,1036
shift_r,1739748441758,1054
a,1739748442157,1066
space,1739748442337,1072
