Key,Time (ms),Frame
shift_l,1739761091036,60
i,1739761092036,90
n,1739761092239,96
space,1739761092560,105
2,1739761093190,124
0,1739761094273,157
2,1739761094626,167
4,1739761094945,177
comma,1739761095659,198
space,1739761095949,207
8,1739761096315,218
2,1739761098216,275
3,1739761098440,282
5,1739761100329,338
4,1739761100503,344
0,1739761101403,371
space,1739761101740,381
e,1739761102040,390
n,1739761102222,395
i,1739761102460,402
g,1739761102580,406
u,1739761102779,412
r,1739761102897,415
backspace,1739761103273,427
backspace,1739761103422,431
backspace,1739761103591,436
g,1739761104169,454
i,1739761104248,456
n,1739761104455,462
e,1739761104557,465
e,1739761104759,471
r,1739761104966,477
backspace,1739761105293,487
backspace,1739761105437,492
backspace,1739761105596,496
backspace,1739761105760,501
backspace,1739761105894,505
backspace,1739761106097,511
backspace,1739761106434,521
g,1739761107028,539
u,1739761107234,545
n,1739761107445,552
e,1739761107580,556
e,1739761107768,561
backspace,1739761108101,571
backspace,1739761108255,576
backspace,1739761108504,584
backspace,1739761108889,595
i,1739761109403,611
n,1739761109786,622
e,1739761110051,630
e,1739761110315,638
r,1739761110620,647
s,1739761110957,657
space,1739761111229,665
c,1739761111486,673
i,1739761111694,679
n,1739761111895,685
e,1739761112121,692
backspace,1739761112441,702
backspace,1739761112657,708
backspace,1739761112789,712
o,1739761113429,731
n,1739761114283,757
d,1739761114481,763
u,1739761114667,768
c,1739761114767,771
t,1739761115716,800
e,1739761115945,807
d,1739761116158,813
space,1739761116387,820
6,1739761117902,866
3,1739761118965,897
2,1739761119141,903
8,1739761120616,947
9,1739761120872,955
0,1739761121165,963
space,1739761121559,975
r,1739761122317,998
backspace,1739761122890,1015
t,1739761123467,1032
r,1739761123637,1038
a,1739761123922,1046
i,1739761123978,1048
a,1739761124257,1056
backspace,1739761124840,1074
backspace,1739761125028,1079
backspace,1739761125369,1090
i,1739761125958,1107
a,1739761126252,1116
l,1739761126904,1136
s,1739761127044,1140
space,1739761127363,1149
f,1739761127614,1157
o,1739761127792,1162
r,1739761128274,1177
space,1739761128607,1187
7,1739761129549,1215
2,1739761129863,1224
0,1739761131204,1265
2,1739761132056,1290
backspace,1739761133365,1329
3,1739761133719,1340
4,1739761134024,1349
6,1739761136365,1419
7,1739761136563,1425
space,1739761136936,1437
m,1739761137252,1446
o,1739761137458,1452
n,1739761137685,1459
t,1739761137912,1466
h,1739761138090,1471
s,1739761138267,1476
space,1739761138642,1488
backspace,1739761139085,1501
comma,1739761139480,1513
space,1739761139707,1520
p,1739761140098,1531
e,1739761140631,1547
r,1739761140886,1555
f,1739761141302,1568
o,1739761142095,1591
r,1739761142508,1604
m,1739761142745,1611
i,1739761142990,1618
n,1739761143200,1624
g,1739761143441,1632
space,1739761143761,1641
2,1739761144071,1651
backspace,1739761144779,1672
1,1739761145232,1685
6,1739761146235,1716
3,1739761147334,1748
4,1739761147581,1756
5,1739761147844,1764
backspace,1739761148509,1784
8,1739761149023,1799
5,1739761149644,1818
space,1739761150023,1829
t,1739761150363,1839
e,1739761150660,1848
s,1739761150906,1856
t,1739761151126,1862
space,1739761151446,1872
backspace,1739761151926,1886
s,1739761152315,1898
space,1739761152561,1905
d,1739761152832,1913
a,1739761153017,1919
i,1739761153599,1936
l,1739761153845,1944
y,1739761154097,1951
space,1739761154403,1961
a,1739761154711,1970
r,1739761155275,1987
o,1739761155650,1998
backspace,1739761156027,2009
backspace,1739761156195,2014
backspace,1739761156344,2019
a,1739761157081,2041
c,1739761157370,2050
r,1739761157650,2058
o,1739761157882,2065
s,1739761158071,2071
s,1739761158232,2075
space,1739761158538,2085
1,1739761158833,2093
7,1739761159188,2104
8,1739761160690,2149
4,1739761161554,2175
5,1739761161753,2181
2,1739761162337,2199
space,1739761162626,2207
l,1739761163119,2222
a,1739761163358,2229
b,1739761163688,2239
o,1739761164759,2271
r,1739761164977,2278
a,1739761165663,2298
t,1739761165844,2304
o,1739761166039,2310
r,1739761166154,2313
i,1739761166473,2323
e,1739761167005,2339
s,1739761167202,2345
comma,1739761168026,2369
space,1739761168283,2377
u,1739761168430,2381
l,1739761168786,2392
backspace,1739761169504,2414
t,1739761170236,2436
i,1739761170348,2439
l,1739761170669,2449
i,1739761170853,2454
z,1739761171116,2462
i,1739761171890,2485
n,1739761172125,2492
g,1739761172321,2498
space,1739761172642,2508
5,1739761173184,2524
2,1739761173474,2533
0,1739761174134,2552
0,1739761174280,2557
0,1739761174406,2561
backspace,1739761175000,2578
space,1739761175449,2592
c,1739761175687,2599
o,1739761176110,2612
p,1739761176983,2638
backspace,1739761177515,2654
m,1739761178168,2673
p,1739761178382,2680
u,1739761178574,2686
t,1739761178810,2693
e,1739761179111,2702
r,1739761179210,2705
s,1739761179465,2712
space,1739761179722,2720
a,1739761179950,2727
n,1739761180113,2732
d,1739761180270,2737
space,1739761180603,2747
4,1739761181591,2776
5,1739761181785,2782
0,1739761182531,2804
space,1739761182795,2812
m,1739761183158,2823
a,1739761183333,2828
c,1739761183593,2836
h,1739761183719,2840
i,1739761184433,2861
n,1739761184815,2873
e,1739761184881,2875
s,1739761185141,2883
comma,1739761185839,2904
space,1739761186053,2910
e,1739761186291,2917
c,1739761186722,2930
h,1739761186870,2935
space,1739761187168,2943
backspace,1739761187389,2950
backspace,1739761187561,2955
backspace,1739761187716,2960
a,1739761188087,2971
c,1739761188401,2980
h,1739761188588,2986
space,1739761188781,2992
p,1739761189262,3006
r,1739761189590,3016
o,1739761189806,3023
c,1739761190322,3038
e,1739761190571,3046
s,1739761190802,3053
s,1739761190956,3057
i,1739761191320,3068
n,1739761191552,3075
g,1739761191745,3081
space,1739761192013,3089
8,1739761194095,3151
1,1739761194635,3168
5,1739761195288,3187
4,1739761196461,3222
7,1739761197283,3247
0,1739761198382,3280
space,1739761198740,3291
d,1739761199452,3312
a,1739761199657,3318
t,1739761199832,3323
a,1739761200244,3336
s,1739761200810,3353
t,1739761201208,3365
s,1739761201533,3374
backspace,1739761201940,3387
backspace,1739761202096,3391
e,1739761202625,3407
t,1739761202807,3413
s,1739761203124,3422
period,1739761203794,3442
space,1739761204055,3450
shift_l,1739761204375,3460
o,1739761204882,3475
backspace,1739761205431,3491
shift_l,1739761205959,3507
m,1739761206520,3524
o,1739761206698,3529
r,1739761206860,3534
e,1739761207064,3540
space,1739761207320,3548
t,1739761207508,3554
h,1739761207686,3559
a,1739761207786,3562
n,1739761207958,3567
space,1739761208210,3575
5,1739761208685,3589
backspace,1739761209091,3601
6,1739761209700,3619
8,1739761210881,3655
9,1739761211129,3662
1,1739761211838,3684
1,1739761212022,3689
2,1739761212341,3699
space,1739761213916,3746
p,1739761214533,3764
r,1739761214696,3769
o,1739761214830,3773
t,1739761215077,3781
o,1739761216563,3825
p,1739761216810,3833
t,1739761217165,3843
y,1739761217302,3848
backspace,1739761217742,3861
backspace,1739761217918,3866
backspace,1739761218455,3882
t,1739761218841,3894
y,1739761218912,3896
p,1739761219302,3908
e,1739761219510,3914
s,1739761219753,3921
space,1739761219943,3927
w,1739761220148,3933
e,1739761220370,3940
r,1739761220620,3947
e,1739761220875,3955
space,1739761221187,3964
c,1739761221531,3974
r,1739761221818,3983
a,1739761221984,3988
f,1739761222293,3997
t,1739761222610,4007
e,1739761222980,4018
d,1739761223201,4024
space,1739761223514,4034
backspace,1739761223831,4043
comma,1739761224140,4053
space,1739761224402,4061
5,1739761224647,4068
1,1739761225105,4082
2,1739761225434,4091
3,1739761226247,4116
3,1739761226419,4121
0,1739761227429,4151
space,1739761227684,4159
i,1739761228304,4178
i,1739761228465,4182
backspace,1739761229133,4202
i,1739761229506,4214
s,1739761229697,4219
s,1739761229874,4225
u,1739761230099,4231
backspace,1739761230392,4240
backspace,1739761230544,4245
backspace,1739761230704,4250
backspace,1739761231753,4281
s,1739761232141,4293
u,1739761232559,4305
e,1739761232853,4314
backspace,1739761233154,4323
backspace,1739761233345,4329
s,1739761233778,4342
u,1739761233863,4344
e,1739761234051,4350
s,1739761234444,4362
space,1739761234689,4369
w,1739761234785,4372
e,1739761235001,4378
r,1739761235283,4387
e,1739761235510,4394
space,1739761235834,4403
r,1739761236136,4413
e,1739761236319,4418
s,1739761236734,4430
o,1739761236873,4435
l,1739761237082,4441
v,1739761237271,4447
e,1739761237461,4452
d,1739761237680,4459
space,1739761237872,4465
backspace,1739761238440,4482
comma,1739761239065,4500
space,1739761239321,4508
a,1739761239408,4511
n,1739761239660,4518
d,1739761239834,4523
space,1739761239988,4528
2,1739761240736,4551
4,1739761241109,4562
backspace,1739761241619,4577
backspace,1739761241795,4582
1,1739761242801,4612
4,1739761243249,4626
5,1739761243947,4647
space,1739761244471,4663
f,1739761244819,4673
o,1739761245044,4680
r,1739761245349,4689
m,1739761245512,4694
u,1739761246105,4712
l,1739761246366,4719
a,1739761246668,4728
s,1739761246822,4733
space,1739761247506,4754
w,1739761247862,4764
e,1739761248129,4772
r,1739761248335,4779
e,1739761248579,4786
space,1739761248835,4794
o,1739761249489,4813
w,1739761249678,4819
p,1739761249737,4821
t,1739761250171,4834
backspace,1739761250546,4845
backspace,1739761250689,4849
backspace,1739761250857,4854
p,1739761251428,4871
t,1739761251944,4887
i,1739761252306,4898
m,1739761252950,4917
i,1739761253507,4934
s,1739761253738,4941
backspace,1739761254457,4962
z,1739761254837,4974
e,1739761255173,4984
d,1739761255391,4990
space,1739761255619,4997
backspace,1739761256003,5009
period,1739761256414,5021
space,1739761256688,5029
shift_l,1739761256943,5037
b,1739761257824,5063
y,1739761258160,5073
space,1739761258452,5082
d,1739761258653,5088
a,1739761259022,5099
y,1739761259249,5106
backspace,1739761259585,5116
y,1739761260742,5151
space,1739761260984,5158
3,1739761261367,5169
8,1739761262548,5205
9,1739761262757,5211
2,1739761263372,5230
1,1739761263682,5239
space,1739761264204,5255
backspace,1739761264426,5261
comma,1739761264749,5271
space,1739761264928,5276
t,1739761265065,5280
h,1739761265198,5284
e,1739761265405,5291
y,1739761265656,5298
space,1739761265974,5308
s,1739761266282,5317
e,1739761266482,5323
o,1739761266678,5329
backspace,1739761267025,5339
backspace,1739761267199,5344
o,1739761267463,5352
l,1739761267689,5359
v,1739761267928,5366
e,1739761268149,5373
d,1739761268364,5379
space,1739761268946,5397
1,1739761269219,5405
2,1739761269472,5413
space,1739761269777,5422
c,1739761270014,5429
r,1739761270264,5436
i,1739761270418,5441
t,1739761270723,5450
i,1739761270833,5453
c,1739761271423,5471
a,1739761271656,5478
l,1739761271861,5484
space,1739761272297,5497
c,1739761272533,5504
h,1739761272738,5511
a,1739761272878,5515
l,1739761273176,5524
l,1739761273315,5528
e,1739761274041,5550
n,1739761274226,5555
g,1739761274358,5559
e,1739761274570,5566
s,1739761274789,5572
comma,1739761275705,5600
space,1739761275887,5605
e,1739761276023,5609
x,1739761276397,5620
p,1739761276828,5633
a,1739761278045,5670
n,1739761278178,5674
d,1739761278299,5677
i,1739761278426,5681
n,1739761278626,5687
g,1739761278834,5693
space,1739761279099,5701
t,1739761279311,5708
h,1739761279460,5712
e,1739761279591,5716
space,1739761279795,5722
i,1739761280051,5730
n,1739761280287,5737
i,1739761280510,5744
t,1739761280732,5750
i,1739761280901,5755
a,1739761281198,5764
t,1739761281377,5770
i,1739761281512,5774
v,1739761281679,5779
e,1739761281912,5786
space,1739761282206,5795
t,1739761282374,5800
o,1739761282553,5805
space,1739761282756,5811
b,1739761283451,5832
e,1739761283621,5837
n,1739761283863,5844
e,1739761284039,5850
f,1739761284504,5864
i,1739761284671,5869
t,1739761284855,5874
space,1739761285130,5882
8,1739761286060,5910
5,1739761286524,5924
backspace,1739761287209,5945
4,1739761287513,5954
2,1739761287841,5964
2,1739761287996,5968
0,1739761288825,5993
space,1739761289076,6001
c,1739761289407,6011
i,1739761289666,6018
t,1739761289806,6023
i,1739761289965,6027
e,1739761290074,6031
s,1739761290297,6037
space,1739761290501,6043
u,1739761290754,6051
s,1739761290896,6055
i,1739761290962,6057
n,1739761291147,6063
g,1739761291358,6069
space,1739761293016,6119
6,1739761293484,6133
4,1739761293716,6140
9,1739761294796,6172
space,1739761295126,6182
f,1739761295619,6197
o,1739761295873,6205
r,1739761296011,6209
m,1739761296649,6228
j,1739761296867,6234
l,1739761297272,6247
backspace,1739761297613,6257
backspace,1739761297792,6262
u,1739761298093,6271
l,1739761298376,6280
a,1739761298646,6288
s,1739761298860,6294
space,1739761299111,6302
a,1739761299261,6306
n,1739761299444,6312
