Key,Time (ms),Frame
shift_l,1739749246364,51
i,1739749246926,67
n,1739749247105,73
space,1739749247364,81
t,1739749247579,87
h,1739749247728,91
e,1739749247911,97
space,1739749248075,102
b,1739749248567,117
u,1739749248795,123
s,1739749248974,129
t,1739749249577,147
l,1739749250253,167
i,1739749250489,174
n,1739749250699,181
g,1739749250962,188
space,1739749251257,197
t,1739749251485,204
o,1739749251675,210
w,1739749251871,216
n,1739749252123,223
space,1739749252494,234
s,1739749252717,241
q,1739749253083,252
u,1739749253792,273
a,1739749254141,284
r,1739749254326,289
e,1739749254624,298
space,1739749254836,305
5,1739749255306,319
space,1739749255527,325
backspace,1739749255989,339
backspace,1739749256122,343
backspace,1739749256273,348
comma,1739749256921,367
space,1739749257157,374
5,1739749257444,383
space,1739749257657,389
j,1739749258081,402
u,1739749258257,407
g,1739749258436,413
g,1739749258599,418
w,1739749259205,436
space,1739749259505,445
backspace,1739749260714,481
backspace,1739749260915,487
l,1739749261575,507
e,1739749261826,514
r,1739749261971,519
s,1739749262216,526
space,1739749262412,532
p,1739749264224,586
e,1739749264431,593
r,1739749264644,599
f,1739749264909,607
o,1739749265097,613
r,1739749265920,637
m,1739749266465,654
e,1739749266601,658
d,1739749266815,664
space,1739749267030,670
t,1739749267277,678
r,1739749267444,683
i,1739749267612,688
c,1739749267795,693
k,1739749267960,698
s,1739749268383,711
space,1739749268619,718
w,1739749268884,726
i,1739749268996,729
t,1739749269173,735
h,1739749269379,741
space,1739749269650,749
g,1739749269886,756
l,1739749270077,762
o,1739749270268,768
w,1739749270401,772
i,1739749270602,778
n,1739749270829,784
g,1739749271081,792
space,1739749271247,797
b,1739749271603,808
a,1739749271808,814
l,1739749272065,822
l,1739749272226,826
s,1739749272470,834
space,1739749272776,843
m,1739749273016,850
a,1739749273434,863
r,1739749273677,870
j,1739749273971,879
e,1739749274105,883
d,1739749274394,891
backspace,1739749274910,907
backspace,1739749275076,912
backspace,1739749275228,916
k,1739749275915,937
e,1739749276109,943
d,1739749276360,950
space,1739749276634,959
shift_r,1739749277202,976
a,1739749277617,988
space,1739749277837,995
t,1739749278082,1002
o,1739749278229,1006
space,1739749278446,1013
shift_r,1739749279055,1031
z,1739749279352,1040
comma,1739749280102,1063
space,1739749280342,1070
d,1739749281052,1091
a,1739749281225,1096
z,1739749281513,1105
z,1739749281683,1110
i,1739749281868,1116
backspace,1739749282603,1138
l,1739749283288,1158
i,1739749283507,1165
n,1739749283699,1171
g,1739749283960,1178
space,1739749284280,1188
a,1739749284852,1205
space,1739749285115,1213
c,1739749285561,1226
r,1739749285861,1235
o,1739749286044,1241
w,1739749286206,1246
d,1739749286637,1259
space,1739749286881,1266
i,1739749287065,1272
f,1739749287301,1279
space,1739749287590,1287
backspace,1739749287872,1296
backspace,1739749288047,1301
backspace,1739749288233,1307
o,1739749288904,1327
f,1739749289157,1334
space,1739749289417,1342
3,1739749289966,1359
4,1739749290261,1367
5,1739749290797,1384
space,1739749291098,1393
c,1739749291380,1401
h,1739749291587,1407
e,1739749291781,1413
e,1739749291992,1419
r,1739749292227,1426
u,1739749292378,1431
n,1739749292564,1437
g,1739749292776,1443
space,1739749292922,1447
backspace,1739749293272,1458
