Key,Time (ms),Frame
t,1739762386614,71
h,1739762386756,76
e,1739762386905,80
space,1739762387118,87
f,1739762387559,100
i,1739762387669,103
v,1739762387815,108
e,1739762388055,115
space,1739762388351,124
b,1739762388663,133
o,1739762388863,139
x,1739762389012,143
i,1739762389186,149
n,1739762389381,155
g,1739762389580,160
space,1739762389865,169
w,1739762390083,176
i,1739762390271,181
d,1739762390515,189
backspace,1739762391066,205
z,1739762391395,215
r,1739762391645,222
d,1739762391925,231
s,1739762392202,239
backspace,1739762392474,247
backspace,1739762392626,252
backspace,1739762392789,257
a,1739762393485,278
r,1739762393935,291
d,1739762394165,298
s,1739762394616,312
space,1739762394858,319
j,1739762395272,331
u,1739762395475,337
m,1739762395741,345
p,1739762395938,351
s,1739762396198,359
space,1739762396391,365
q,1739762396750,376
u,1739762396824,378
backspace,1739762397096,386
backspace,1739762397238,390
backspace,1739762397425,396
backspace,1739762397598,401
space,1739762398207,419
q,1739762398377,424
u,1739762398535,429
i,1739762398718,435
c,1739762398890,440
k,1739762399026,444
l,1739762399424,456
y,1739762399996,473
comma,1739762400357,484
space,1739762400622,492
p,1739762400985,503
a,1739762401150,508
backspace,1739762401504,518
backspace,1739762401677,523
backspace,1739762401824,528
period,1739762402389,545
space,1739762402627,552
p,1739762402830,558
a,1739762403001,563
c,1739762403190,569
k,1739762403396,575
space,1739762403704,584
m,1739762404098,596
y,1739762404343,603
space,1739762404532,609
b,1739762404723,615
i,1739762404850,619
x,1739762405031,624
space,1739762405243,630
backspace,1739762405590,641
backspace,1739762405756,646
backspace,1739762405918,651
i,1739762406157,658
x,1739762406347,663
space,1739762406524,669
backspace,1739762407000,683
backspace,1739762407159,688
backspace,1739762407298,692
o,1739762407935,711
x,1739762408194,719
space,1739762408355,724
w,1739762408534,729
i,1739762408617,732
t,1739762408822,738
h,1739762408969,742
space,1739762409144,747
f,1739762409358,754
i,1739762409455,757
v,1739762409575,760
e,1739762409778,766
space,1739762409938,771
d,1739762410402,785
o,1739762410585,791
z,1739762410875,799
e,1739762411087,806
n,1739762411269,811
space,1739762411527,819
k,1739762411841,828
u,1739762412031,834
q,1739762412256,841
backspace,1739762412646,852
backspace,1739762412795,857
backspace,1739762412953,862
l,1739762413391,875
i,1739762413638,882
q,1739762413865,889
u,1739762413989,893
o,1739762414205,899
r,1739762414390,905
space,1739762414689,914
j,1739762414962,922
u,1739762415146,927
g,1739762415310,932
