Key,Time (ms),Frame
shift_r,1739756521259,67
t,1739756521651,79
h,1739756521848,85
e,1739756522094,92
space,1739756522210,95
q,1739756522385,101
u,1739756522805,113
i,1739756522990,119
r,1739756523182,125
k,1739756523773,142
y,1739756524053,151
space,1739756524291,158
backspace,1739756524612,168
comma,1739756524990,179
space,1739756525197,185
j,1739756525338,189
u,1739756525517,195
m,1739756525718,201
l,1739756525850,205
backspace,1739756526640,228
p,1739756526920,237
y,1739756527167,244
space,1739756527593,257
f,1739756527847,265
o,1739756527929,267
r,1739756528115,273
space,1739756528271,277
backspace,1739756529050,301
backspace,1739756529215,306
x,1739756529743,321
space,1739756529980,329
s,1739756530140,333
w,1739756530542,345
i,1739756531187,365
f,1739756531408,371
t,1739756532414,402
l,1739756532662,409
y,1739756532858,415
space,1739756533046,421
z,1739756533499,434
i,1739756533828,444
p,1739756534031,450
e,1739756534328,459
d,1739756534550,466
backspace,1739756535020,480
backspace,1739756535201,485
p,1739756535833,504
e,1739756536107,512
d,1739756536349,520
space,1739756536604,527
a,1739756537020,540
c,1739756537379,551
r,1739756537698,560
o,1739756538133,573
s,1739756538389,581
s,1739756538552,586
space,1739756538807,593
t,1739756539001,599
h,1739756539137,603
e,1739756539353,610
space,1739756539503,614
b,1739756539936,627
backspace,1739756540338,639
v,1739756540586,647
i,1739756540807,653
r,1739756541031,660
backspace,1739756541842,684
b,1739756542396,701
r,1739756543631,738
e,1739756545241,786
n,1739756545330,789
backspace,1739756545894,806
backspace,1739756546081,812
a,1739756546305,818
n,1739756546493,824
t,1739756546711,830
space,1739756546803,833
m,1739756547009,839
e,1739756547204,845
a,1739756547442,852
d,1739756547706,860
i,1739756548570,886
w,1739756548703,890
n,1739756549016,900
backspace,1739756549381,911
backspace,1739756549557,916
backspace,1739756549700,920
o,1739756549959,928
x,1739756550159,934
comma,1739756550720,951
backspace,1739756551029,960
backspace,1739756551226,966
w,1739756551729,981
comma,1739756551968,988
space,1739756552171,994
v,1739756552436,1002
e,1739756552640,1008
x,1739756552983,1019
i,1739756553176,1024
n,1739756553378,1031
g,1739756553554,1036
space,1739756553750,1042
b,1739756554126,1053
o,1739756554212,1056
l,1739756554401,1061
d,1739756554583,1067
space,1739756555030,1080
s,1739756555253,1087
q,1739756555719,1101
u,1739756555950,1108
i,1739756556138,1113
r,1739756556451,1123
r,1739756556618,1128
l,1739756557056,1141
e,1739756557230,1146
backspace,1739756558353,1180
backspace,1739756558595,1187
e,1739756559067,1201
l,1739756559318,1209
s,1739756559651,1219
space,1739756559968,1228
a,1739756560108,1232
n,1739756560381,1241
d,1739756560495,1244
space,1739756560661,1249
l,1739756560954,1258
a,1739756561505,1274
z,1739756561858,1285
y,1739756562229,1296
space,1739756562474,1303
r,1739756562813,1314
a,1739756563038,1320
b,1739756563269,1327
b,1739756563566,1336
i,1739756563833,1344
t,1739756563994,1349
s,1739756564474,1363
space,1739756564644,1368
w,1739756564832,1374
i,1739756564970,1378
t,1739756565082,1382
h,1739756565274,1387
space,1739756565543,1395
q,1739756565698,1400
u,1739756565868,1405
i,1739756566042,1410
c,1739756566256,1417
k,1739756566452,1423
space,1739756566794,1433
z,1739756567628,1458
i,1739756568256,1477
g,1739756568451,1483
z,1739756568870,1495
a,1739756569117,1503
g,1739756569746,1522
s,1739756569978,1529
space,1739756570234,1536
o,1739756570444,1542
v,1739756570587,1547
e,1739756570824,1554
r,1739756571051,1561
space,1739756571272,1567
1,1739756571557,1576
2,1739756571774,1582
space,1739756572092,1592
d,1739756572514,1605
u,1739756572811,1613
s,1739756572924,1617
g,1739756573145,1624
y,1739756573510,1634
backspace,1739756573975,1648
backspace,1739756574138,1653
t,1739756574625,1668
y,1739756574788,1673
space,1739756574998,1679
p,1739756575184,1685
a,1739756575467,1693
t,1739756575676,1699
h,1739756575898,1706
space,1739756576284,1718
w,1739756576557,1726
h,1739756576688,1730
i,1739756576862,1735
backspace,1739756577149,1744
backspace,1739756577289,1748
backspace,1739756577444,1752
backspace,1739756577548,1756
s,1739756577974,1768
space,1739756578404,1781
w,1739756578533,1785
h,1739756578697,1790
i,1739756578855,1795
l,1739756579059,1801
e,1739756579243,1806
space,1739756579452,1813
3,1739756579954,1828
space,1739756580201,1835
c,1739756580558,1846
u,1739756580725,1851
r,1739756580896,1856
i,1739756581583,1877
o,1739756581804,1883
u,1739756581951,1888
s,1739756582133,1893
space,1739756582403,1901
o,1739756582580,1907
w,1739756582682,1910
l,1739756582857,1915
s,1739756583035,1920
space,1739756583343,1929
o,1739756583693,1940
b,1739756583894,1946
s,1739756584182,1955
e,1739756584548,1966
r,1739756584730,1971
v,1739756585166,1984
e,1739756585397,1991
d,1739756585618,1998
space,1739756585804,2003
f,1739756585948,2008
r,1739756586131,2013
o,1739756586306,2018
m,1739756586439,2022
space,1739756586673,2029
a,1739756586919,2037
space,1739756587202,2045
