Key,Time (ms),Frame
d,1739750338440,71
e,1739750338661,78
a,1739750338883,84
r,1739750339068,90
space,1739750339312,97
t,1739750339571,105
e,1739750339768,111
a,1739750339921,116
m,1739750340153,123
space,1739750340361,129
backspace,1739750341073,150
comma,1739750341595,166
space,1739750341950,176
i,1739750342221,185
space,1739750342466,192
h,1739750342643,197
o,1739750342933,206
p,1739750343198,214
e,1739750343401,220
space,1739750343589,226
y,1739750343911,235
o,1739750344102,241
u,1739750344232,245
space,1739750344529,254
a,1739750344666,258
l,1739750344838,263
l,1739750345005,268
space,1739750345228,275
a,1739750345421,281
h,1739750345622,287
d,1739750345870,294
space,1739750346038,299
backspace,1739750346370,309
backspace,1739750346547,314
backspace,1739750346707,319
backspace,1739750346825,323
h,1739750347421,341
a,1739750347597,346
d,1739750347850,353
space,1739750348079,360
a,1739750348336,368
space,1739750348591,376
f,1739750348826,383
a,1739750348961,387
n,1739750349154,393
s,1739750349756,411
t,1739750350013,418
a,1739750350196,424
s,1739750350824,443
t,1739750351033,449
i,1739750351201,454
c,1739750351332,458
space,1739750351564,465
t,1739750351811,472
i,1739750351996,478
m,1739750352217,484
e,1739750352404,490
space,1739750352714,499
o,1739750352989,508
u,1739750353195,514
r,1739750353398,520
space,1739750353561,525
r,1739750355258,576
e,1739750355477,582
c,1739750355795,592
e,1739750355996,598
n,1739750356167,603
t,1739750356350,608
space,1739750356545,614
e,1739750356848,623
m,1739750357040,629
o,1739750357190,634
l,1739750357547,644
o,1739750357806,652
backspace,1739750358183,663
backspace,1739750358359,669
backspace,1739750358538,674
p,1739750359195,694
l,1739750359565,705
o,1739750359797,712
y,1739750360117,721
e,1739750360323,728
e,1739750360439,731
e,1739750360895,745
space,1739750361313,757
backspace,1739750361618,766
backspace,1739750361803,772
space,1739750362518,793
a,1739750362766,801
p,1739750363041,809
p,1739750363225,815
r,1739750363463,822
e,1739750363595,826
c,1739750364063,840
i,1739750364408,850
a,1739750364650,857
t,1739750364830,863
i,1739750364939,866
i,1739750365145,872
n,1739750365212,874
s,1739750365473,882
backspace,1739750365866,894
backspace,1739750366046,899
backspace,1739750366203,904
o,1739750366879,924
n,1739750367110,931
space,1739750367400,940
v,1739750367788,952
e,1739750367941,956
backspace,1739750368271,966
backspace,1739750368467,972
e,1739750368775,981
v,1739750368983,987
e,1739750369153,993
n,1739750369313,997
t,1739750369516,1003
period,1739750370212,1024
space,1739750370475,1032
i,1739750370736,1040
t,1739750370923,1046
space,1739750371189,1054
w,1739750371472,1062
a,1739750371734,1070
s,1739750371928,1076
space,1739750372150,1082
t,1739750372347,1088
r,1739750372581,1095
u,1739750372818,1102
l,1739750373073,1110
y,1739750373316,1117
space,1739750373622,1127
a,1739750373975,1137
space,1739750374243,1145
p,1739750374503,1153
l,1739750375237,1175
e,1739750375471,1182
a,1739750375663,1188
s,1739750375897,1195
u,1739750376166,1203
r,1739750376333,1208
e,1739750376584,1215
space,1739750376913,1225
t,1739750377097,1231
o,1739750377443,1241
space,1739750377678,1248
s,1739750377873,1254
e,1739750378126,1262
e,1739750378323,1268
space,1739750378691,1279
e,1739750378982,1287
v,1739750379991,1318
e,1739750380308,1327
r,1739750380495,1333
y,1739750380779,1341
o,1739750381039,1349
n,1739750381222,1355
e,1739750381558,1365
space,1739750381686,1369
c,1739750381934,1376
o,1739750382184,1383
m,1739750382383,1389
e,1739750382600,1396
space,1739750382753,1401
t,1739750382988,1408
o,1739750383144,1412
g,1739750383361,1419
e,1739750383621,1427
t,1739750383800,1432
h,1739750383990,1438
e,1739750384185,1443
r,1739750384372,1449
space,1739750384678,1458
a,1739750384879,1464
d,1739750385260,1476
n,1739750385446,1481
backspace,1739750386101,1501
backspace,1739750386296,1507
n,1739750386582,1515
d,1739750386792,1522
space,1739750387132,1532
e,1739750387402,1540
n,1739750387629,1547
j,1739750388365,1569
o,1739750388567,1575
y,1739750388821,1583
space,1739750389140,1592
t,1739750389443,1601
h,1739750389624,1607
e,1739750389811,1612
space,1739750389959,1617
f,1739750390621,1637
e,1739750390808,1642
s,1739750390980,1647
t,1739750391125,1652
u,1739750391370,1659
v,1739750391593,1666
u,1739750391782,1671
backspace,1739750392247,1685
backspace,1739750392436,1691
backspace,1739750392586,1696
i,1739750393122,1712
t,1739750393347,1718
backspace,1739750394207,1744
b,1739750394700,1759
backspace,1739750395400,1780
v,1739750395863,1794
i,1739750395982,1797
t,1739750396213,1804
i,1739750397532,1844
e,1739750397693,1849
s,1739750397907,1855
period,1739750398569,1875
space,1739750398839,1883
y,1739750399132,1892
o,1739750399341,1898
u,1739750399437,1901
r,1739750399755,1911
space,1739750400425,1931
e,1739750400730,1940
n,1739750400921,1946
t,1739750401433,1961
h,1739750401696,1969
u,1739750401904,1975
s,1739750402185,1983
i,1739750402389,1990
a,1739750403024,2009
s,1739750403209,2014
m,1739750403567,2025
space,1739750403785,2031
a,1739750404075,2040
s,1739750404196,2044
n,1739750404478,2052
backspace,1739750404905,2065
backspace,1739750405086,2071
n,1739750405576,2085
d,1739750405712,2089
space,1739750405945,2096
o,1739750406207,2104
i,1739750406433,2111
s,1739750406600,2116
backspace,1739750407037,2129
backspace,1739750407206,2134
backspace,1739750407334,2138
p,1739750407940,2156
o,1739750408234,2165
s,1739750408396,2170
i,1739750408783,2181
t,1739750409305,2197
i,1739750409453,2202
v,1739750409590,2206
e,1739750409806,2212
space,1739750410032,2219
e,1739750410303,2227
n,1739750410463,2232
e,1739750410622,2237
r,1739750410786,2242
g,1739750411076,2250
y,1739750411294,2257
space,1739750411701,2269
m,1739750412039,2279
a,1739750412216,2284
d,1739750412472,2292
e,1739750412701,2299
space,1739750412929,2306
t,1739750413135,2312
h,1739750413360,2319
e,1739750413530,2324
space,1739750413685,2328
e,1739750414026,2339
v,1739750414264,2346
e,1739750414417,2350
n,1739750414608,2356
t,1739750414777,2361
space,1739750415108,2371
a,1739750415302,2377
space,1739750415545,2384
r,1739750415949,2396
e,1739750416154,2403
s,1739750416401,2410
o,1739750416653,2418
u,1739750416842,2423
n,1739750417110,2431
d,1739750417266,2436
i,1739750418198,2464
n,1739750418439,2471
g,1739750418624,2477
space,1739750418772,2481
s,1739750419060,2490
u,1739750419295,2497
c,1739750419485,2502
e,1739750419770,2511
s,1739750419973,2517
s,1739750420168,2523
backspace,1739750420611,2536
backspace,1739750420784,2541
backspace,1739750420946,2546
c,1739750421589,2566
e,1739750421890,2575
s,1739750422110,2581
s,1739750422250,2585
period,1739750422962,2607
space,1739750423199,2614
w,1739750423509,2623
e,1739750423713,2629
space,1739750423839,2633
w,1739750424053,2640
a,1739750424303,2647
n,1739750424917,2665
t,1739750425158,2673
e,1739750425370,2679
d,1739750425628,2687
space,1739750425824,2693
t,1739750426003,2698
o,1739750426194,2704
space,1739750426401,2710
t,1739750426651,2717
a,1739750426841,2723
k,1739750427113,2731
e,1739750427328,2738
space,1739750427550,2744
a,1739750427769,2751
space,1739750428493,2773
m,1739750428814,2782
o,1739750428999,2788
m,1739750429606,2806
