Key,Time (ms),Frame
shift_r,1739749821026,70
a,1739749822010,99
t,1739749822480,113
space,1739749822735,121
d,1739749823059,131
a,1739749823400,141
w,1739749824190,165
n,1739749824576,176
space,1739749824822,184
backspace,1739749825256,197
comma,1739749825753,212
space,1739749825979,218
5,1739749826242,226
space,1739749826351,230
c,1739749826720,241
u,1739749827047,250
r,1739749827273,257
i,1739749827474,263
o,1739749827664,269
s,1739749827954,278
backspace,1739749828794,303
u,1739749829135,313
s,1739749829263,317
space,1739749829546,325
c,1739749829707,330
h,1739749829883,336
i,1739749830078,341
l,1739749830331,349
d,1739749830574,356
r,1739749831093,372
e,1739749831179,374
n,1739749831465,383
space,1739749831847,394
w,1739749832201,405
a,1739749832401,411
n,1739749833071,431
d,1739749833373,440
e,1739749833628,448
r,1739749833878,455
e,1739749834087,462
d,1739749834261,467
space,1739749834530,475
i,1739749834925,487
n,1739749835150,494
t,1739749835312,498
i,1739749835421,502
space,1739749835665,509
t,1739749835885,516
backspace,1739749836300,528
backspace,1739749836479,533
backspace,1739749836651,539
o,1739749837320,559
space,1739749837685,570
t,1739749837871,575
h,1739749838031,580
e,1739749838170,584
space,1739749838339,589
e,1739749838765,602
n,1739749838941,607
c,1739749839218,616
h,1739749839395,621
a,1739749839589,627
n,1739749839724,631
t,1739749839909,636
e,1739749840103,642
d,1739749840313,648
space,1739749840564,656
f,1739749840857,665
o,1739749840997,669
r,1739749841135,673
e,1739749841667,689
s,1739749841865,695
t,1739749842103,702
comma,1739749842655,719
space,1739749842855,725
c,1739749843162,734
backspace,1739749843644,748
g,1739749844113,762
u,1739749844315,769
i,1739749844490,774
d,1739749845428,802
e,1739749845668,809
d,1739749845860,815
space,1739749846136,823
b,1739749846392,831
y,1739749846671,839
space,1739749846954,848
s,1739749847250,857
space,1739749847512,864
backspace,1739749848156,884
backspace,1739749848359,890
a,1739749848961,908
space,1739749849438,922
r,1739749849882,936
a,1739749850031,940
i,1739749850264,947
backspace,1739749850817,964
backspace,1739749850975,968
backspace,1739749851151,974
t,1739749851738,991
r,1739749851953,998
a,1739749852261,1007
i,1739749852584,1017
l,1739749852903,1026
space,1739749853211,1035
comma,1739749853925,1057
backspace,1739749854677,1079
m,1739749855123,1093
a,1739749855302,1098
r,1739749855540,1105
k,1739749856241,1126
e,1739749856330,1129
d,1739749856573,1136
space,1739749856829,1144
w,1739749856959,1148
i,1739749857188,1155
t,1739749857400,1161
h,1739749857516,1165
space,1739749857801,1173
l,1739749858423,1192
e,1739749858713,1200
t,1739749859053,1211
t,1739749859192,1215
e,1739749859486,1224
r,1739749859621,1228
s,1739749859898,1236
space,1739749860118,1243
shift_r,1739749860622,1258
a,1739749860984,1269
space,1739749861183,1275
t,1739749861356,1280
o,1739749861510,1284
space,1739749861738,1291
backspace,1739749862290,1308
backspace,1739749862454,1313
backspace,1739749862594,1317
t,1739749863295,1338
h,1739749863457,1343
r,1739749863609,1347
o,1739749863799,1353
u,1739749863975,1358
g,1739749864102,1362
h,1739749864344,1369
space,1739749864637,1378
shift_r,1739749865148,1394
z,1739749865560,1406
period,1739749866588,1437
space,1739749866864,1445
shift_r,1739749867458,1463
t,1739749867768,1472
h,1739749867964,1478
e,1739749868164,1484
space,1739749868296,1488
q,1739749868944,1507
u,1739749869086,1512
i,1739749869268,1517
c,1739749869475,1523
k,1739749869741,1531
space,1739749870036,1540
b,1739749870375,1550
r,1739749870598,1557
o,1739749870829,1564
w,1739749870946,1567
n,1739749871199,1575
space,1739749871401,1581
f,1739749871496,1584
o,1739749871662,1589
x,1739749871845,1594
space,1739749872110,1602
p,1739749872650,1619
l,1739749873004,1629
a,1739749873193,1635
y,1739749873463,1643
f,1739749873787,1653
u,1739749873970,1658
l,1739749874296,1668
l,1739749874466,1673
y,1739749874721,1681
space,1739749874993,1689
d,1739749875360,1700
a,1739749875594,1707
r,1739749876143,1723
t,1739749876735,1741
e,1739749876989,1749
d,1739749877184,1755
space,1739749877332,1759
b,1739749877778,1772
e,1739749878010,1779
t,1739749878222,1786
e,1739749879025,1810
backspace,1739749879549,1826
w,1739749879919,1837
e,1739749880172,1844
e,1739749880346,1849
n,1739749880697,1860
space,1739749880939,1867
7,1739749881319,1879
space,1739749881612,1887
t,1739749881933,1897
o,1739749882110,1902
w,1739749882254,1907
e,1739749882508,1914
r,1739749882726,1921
i,1739749882944,1927
n,1739749883125,1933
g,1739749883419,1942
space,1739749883783,1953
t,1739749884136,1963
r,1739749884357,1970
e,1739749884584,1977
e,1739749884746,1981
s,1739749885115,1993
comma,1739749885656,2009
space,1739749885837,2014
w,1739749885946,2017
h,1739749886138,2023
i,1739749886279,2027
l,1739749886481,2033
e,1739749886709,2040
space,1739749886987,2049
6,1739749888081,2081
space,1739749888284,2088
f,1739749888487,2094
r,1739749888677,2099
o,1739749888838,2104
g,1739749889020,2110
s,1739749889262,2117
space,1739749889435,2122
k,1739749889840,2134
e,1739749889981,2138
a,1739749890246,2146
backspace,1739749890825,2164
backspace,1739749891019,2170
backspace,1739749891496,2184
l,1739749892475,2213
e,1739749892669,2219
a,1739749892912,2226
p,1739749893098,2232
t,1739749893530,2245
