epoch,step,train_acc,train_loss,val_acc,val_loss
0,135,,,0.9192789793014526,0.2657302916049957
0,135,0.9049214124679565,0.26975783705711365,,
1,271,,,0.9224137663841248,0.24580560624599457
1,271,0.928373396396637,0.22526931762695312,,
2,407,,,0.934952974319458,0.23042677342891693
2,407,0.9356516003608704,0.1980351358652115,,
3,543,,,0.9357366561889648,0.221398264169693
3,543,0.9377310276031494,0.1884896606206894,,
4,679,,,0.9106582999229431,0.24119262397289276
4,679,0.9435073733329773,0.17763416469097137,,
5,815,,,0.9427899718284607,0.1979844868183136
5,815,0.9435073733329773,0.1709674596786499,,
6,951,,,0.9333855509757996,0.20217512547969818
6,951,0.9481284618377686,0.16206249594688416,,
7,1087,,,0.9474921822547913,0.20245769619941711
7,1087,0.9475508332252502,0.15113849937915802,,
8,1223,,,0.9498432874679565,0.1883280873298645
8,1223,0.9510166645050049,0.14790064096450806,,
9,1359,,,0.9467084407806396,0.2053285390138626
9,1359,0.9528650641441345,0.1388653665781021,,
10,1495,,,0.9341692924499512,0.22270944714546204
10,1495,0.9547134637832642,0.13352979719638824,,
11,1631,,,0.9341692924499512,0.1853169947862625
11,1631,0.9564464092254639,0.13054342567920685,,
12,1767,,,0.9278996586799622,0.21085286140441895
12,1767,0.9592190384864807,0.11876183748245239,,
13,1903,,,0.9357366561889648,0.19936828315258026
13,1903,0.9602587819099426,0.11552976071834564,,
14,2039,,,0.9263322949409485,0.20510685443878174
14,2039,0.9603742957115173,0.10861284285783768,,
15,2175,,,0.9318181872367859,0.21632170677185059
15,2175,0.9639556407928467,0.10123071074485779,,
16,2311,,,0.9326018691062927,0.19950193166732788
16,2311,0.9664972424507141,0.09580677002668381,,
