Key,Frame
o,45
shift_l,46
n,50
space,57
a,62
space,66
c,72
o,77
o,82
o,87
l,94
backspace,103
backspace,107
l,114
space,121
s,123
p,127
r,150
i,153
n,159
g,163
space,167
e,171
v,186
e,191
n,195
i,201
n,206
g,210
comma,217
space,222
5,233
space,238
f,247
r,253
e,256
i,265
backspace,273
backspace,278
i,283
e,286
n,290
d,294
s,302
space,307
e,315
x,323
p,327
l,334
o,339
r,346
e,349
d,357
space,362
a,369
space,376
m,385
a,388
g,403
i,408
c,414
a,421
l,426
space,432
d,439
backspace,455
g,459
a,466
r,470
d,478
e,484
n,489
space,498
w,508
h,512
e,516
r,522
e,525
space,529
f,540
l,546
o,551
w,554
e,565
r,568
s,577
space,583
b,591
l,598
o,610
o,615
m,621
e,627
d,633
space,638
i,647
n,651
space,658
p,667
a,670
t,675
t,679
e,690
r,694
n,703
s,710
space,717
f,720
r,727
o,734
m,739
space,742
shift_r,758
a,758
space,764
t,769
o,772
space,776
shift_r,784
z,784
period,795
space,802
shift_r,811
a,811
space,819
q,846
u,852
i,855
c,858
k,863
space,870
b,892
r,899
o,904
w,907
space,920
backspace,934
n,940
space,946
f,948
o,950
x,959
space,972
d,1000
a,1007
s,1011
h,1017
e,1020
d,1027
space,1032
b,1037
e,1047
t,1052
w,1057
e,1063
e,1068
n,1078
space,1082
7,1096
space,1106
r,1119
o,1123
w,1125
s,1135
space,1141
o,1150
f,1156
space,1160
r,1171
o,1176
e,1189
s,1197
backspace,1205
backspace,1211
s,1213
e,1218
s,1224
period,1232
space,1238
backspace,1244
backspace,1249
comma,1257
space,1262
w,1268
h,1271
i,1274
l,1282
e,1289
space,1294
6,1329
space,1336
f,1356
r,1363
o,1369
g,1375
s,1383
space,1388
s,1399
a,1405
n,1408
g,1413
space,1417
n,1436
e,1440
a,1446
r,1450
space,1454
backspace,1467
backspace,1472
backspace,1476
a,1482
r,1488
space,1492
space,1517
a,1522
backspace,1529
backspace,1534
a,1539
space,1545
p,1561
i,1565
o,1572
backspace,1579
backspace,1585
o,1591
n,1596
d,1603
space,1608
c,1619
h,1623
i,1628
l,1635
l,1640
e,1641
d,1648
space,1652
t,1669
o,1671
space,1676
0,1705
space,1711
d,1719
e,1725
g,1730
r,1737
e,1740
e,1746
s,1775
period,1786
space,1792
shift_l,1801
o,1803
v,1807
e,1816
r,1821
space,1825
h,1830
backspace,1838
backspace,1844
h,1850
e,1855
a,1858
d,1864
space,1868
backspace,1875
comma,1883
space,1889
9,1922
space,1929
w,1936
backspace,1948
s,1952
w,1958
a,1964
l,1967
l,1971
o,1976
w,1978
s,1985
space,1992
d,2017
a,2024
r,2030
t,2037
e,2041
d,2049
space,2053
g,2062
r,2068
a,2071
c,2092
e,2099
f,2106
u,2112
l,2118
l,2123
y,2128
space,2138
backspace,2145
comma,2155
space,2158
a,2161
d,2169
n,2174
space,2179
backspace,2189
backspace,2194
backspace,2199
n,2212
d,2216
space,2222
1,2236
2,2241
space,2247
g,2262
l,2266
o,2272
w,2275
i,2277
n,2283
g,2288
space,2292
b,2303
u,2307
t,2311
t,2315
e,2323
r,2325
f,2332
i,2336
e,2344
s,2350
space,2357
d,2392
a,2396
n,2401
c,2405
e,2411
d,2417
space,2421
i,2423
n,2429
space,2432
t,2436
h,2439
e,2445
space,2448
a,2455
i,2461
r,2467
space,2473
backspace,2482
period,2491
space,2494
shift_r,2500
t,2502
h,2507
e,2513
space,2518
g,2523
r,2529
o,2534
u,2537
p,2544
space,2554
c,2562
o,2566
u,2569
n,2575
t,2578
e,2583
d,2593
space,2598
8,2665
9,2673
space,2680
s,2709
h,2713
i,2717
n,2722
i,2726
n,2732
g,2739
space,2742
s,2766
backspace,2776
c,2780
r,2788
y,2793
s,2808
t,2813
a,2820
l,2824
s,2832
space,2837
e,2854
m,2860
b,2872
e,2876
d,2885
e,2892
d,2900
space,2904
i,2910
n,2914
space,2919
backspace,2926
backspace,2931
backspace,2935
backspace,2939
backspace,2944
backspace,2956
d,2962
e,2968
d,2975
space,2978
i,2981
n,2987
space,2991
a,2996
space,3001
n,3014
e,3022
a,3024
r,3026
b,3044
y,3051
space,3058
f,3068
o,3073
u,3076
n,3083
t,3090
a,3095
i,3097
n,3102
space,3110
a,3121
n,3125
d,3128
space,3133
m,3148
r,3156
backspace,3177
a,3181
r,3185
v,3194
e,3200
l,3206
d,3214
backspace,3235
e,3237
d,3243
space,3246
a,3252
t,3260
space,3263
2,3272
3,3278
backspace,3286
backspace,3291
3,3295
4,3299
5,3308
space,3314
t,3333
w,3338
i,3344
n,3349
k,3356
i,3362
backspace,3384
l,3391
i,3396
n,3400
g,3406
space,3409
l,3411
i,3416
g,3419
h,3422
t,3425
s,3433
space,3438
s,3444
t,3449
r,3455
u,3474
n,3480
g,3485
space,3493
t,3502
h,3506
r,3512
o,3514
u,3517
g,3521
h,3524
space,3530
t,3534
h,3537
e,3543
space,3546
t,3551
r,3556
e,3561
e,3566
s,3574
period,3585
space,3589
shift_r,3597
a,3598
s,3601
space,3608
t,3614
h,3617
e,3622
space,3626
c,3635
l,3640
o,3645
c,3653
k,3658
space,3662
s,3668
t,3674
r,3679
u,3687
c,3691
k,3698
space,3706
n,3714
i,3721
backspace,3731
backspace,3736
m,3742
i,3745
d,3749
n,3763
g,3771
h,3778
t,3784
backspace,3795
backspace,3799
backspace,3803
i,3809
g,3813
h,3818
t,3824
comma,3830
