Key,Frame
i,58
shift_l,59
n,64
space,69
t,73
h,77
e,84
space,86
backspace,101
space,112
b,119
r,123
backspace,134
u,139
s,141
t,148
l,177
i,182
n,187
g,192
space,196
t,202
o,207
w,209
n,215
space,226
s,234
p,241
backspace,251
q,255
u,259
a,278
r,283
e,285
d,292
space,298
backspace,314
comma,321
space,326
5,343
space,348
j,356
u,361
g,366
g,370
l,376
e,379
s,385
space,391
backspace,398
backspace,404
r,406
s,414
space,419
p,433
e,439
r,442
f,451
o,456
r,458
m,477
e,480
d,487
space,491
t,498
r,503
i,510
c,514
k,518
s,527
space,532
w,540
i,543
t,549
h,552
space,556
g,572
l,575
o,581
w,586
i,589
n,596
g,600
space,604
b,618
a,623
l,630
l,635
s,640
space,645
m,655
a,657
r,662
k,665
d,674
backspace,688
e,690
d,698
space,702
a,717
shift_r,718
space,722
t,727
o,731
space,737
shift_r,746
z,747
comma,773
space,778
z,790
a,796
backspace,803
backspace,809
d,812
a,817
z,829
z,832
l,840
i,844
n,850
g,856
space,860
a,871
space,876
c,889
r,899
o,905
w,909
d,927
space,934
o,940
f,945
space,947
2,960
backspace,974
3,981
4,985
5,999
space,1005
c,1042
h,1069
e,1085
r,1088
r,1094
i,1097
backspace,1109
backspace,1114
backspace,1129
e,1148
r,1154
i,1158
n,1164
g,1168
space,1172
o,1208
n,1213
space,1218
l,1222
o,1228
o,1236
k,1242
e,1250
r,1251
s,1258
backspace,1269
backspace,1273
backspace,1278
backspace,1283
backspace,1288
backspace,1293
backspace,1298
backspace,1311
l,1320
o,1326
o,1331
k,1337
e,1346
r,1347
s,1354
period,1362
space,1367
a,1385
shift_r,1386
space,1391
q,1403
u,1408
i,1413
c,1417
k,1421
space,1428
b,1436
r,1443
o,1447
w,1452
n,1458
space,1464
f,1481
o,1485
x,1491
space,1497
d,1514
a,1519
r,1525
t,1531
e,1538
d,1547
space,1551
b,1560
e,1566
t,1571
w,1575
e,1586
e,1595
n,1602
space,1608
7,1648
space,1655
c,1661
o,1665
l,1671
o,1713
r,1719
f,1728
u,1732
l,1739
space,1750
s,1757
t,1764
a,1771
l,1777
l,1782
s,1787
comma,1804
space,1808
w,1839
h,1845
i,1848
l,1854
e,1860
space,1863
6,1902
space,1911
g,1921
r,1927
backspace,1940
backspace,1944
f,1949
o,1955
r,1974
backspace,1980
backspace,1986
r,1995
o,1998
g,2003
s,2013
space,2021
c,2042
r,2048
o,2057
a,2074
k,2095
e,2102
d,2110
space,2116
m,2138
e,2141
l,2153
o,2159
d,2177
i,2184
o,2191
u,2195
s,2199
h,2203
backspace,2220
l,2228
y,2233
space,2241
b,2248
y,2259
space,2265
a,2271
space,2277
minus,2316
space,2327
backspace,2334
backspace,2339
0,2349
space,2361
d,2369
e,2377
g,2383
r,2389
e,2393
e,2399
space,2434
f,2438
o,2443
u,2447
n,2455
t,2461
backspace,2472
backspace,2477
n,2513
backspace,2532
t,2537
a,2541
i,2544
n,2550
period,2576
space,2580
shift_l,2590
n,2591
e,2598
w,2603
a,2611
r,2612
backspace,2619
backspace,2624
backspace,2629
a,2635
r,2641
space,2655
b,2668
backspace,2676
backspace,2682
b,2684
y,2690
space,2704
backspace,2720
comma,2728
space,2733
2,2750
