Key,Frame
shift_r,58
a,58
m,70
i,74
d,80
space,85
t,89
h,91
e,96
space,101
v,115
i,121
b,128
r,136
a,151
n,158
t,167
space,172
f,181
e,188
s,193
t,198
i,203
v,210
e,215
backspace,228
a,231
l,236
space,246
o,254
n,260
space,265
shift_l,271
j,272
u,277
n,283
e,296
space,309
5,322
t,338
h,343
space,346
backspace,354
comma,362
space,366
2,370
0,377
2,380
4,388
space,396
backspace,407
comma,415
space,421
7,431
space,440
l,448
i,454
v,459
e,465
l,471
y,478
space,486
m,494
i,499
s,503
i,508
backspace,516
backspace,520
backspace,526
u,542
s,549
i,553
c,558
i,570
a,574
n,579
s,588
space,593
p,600
l,606
a,614
y,620
e,640
d,647
space,653
t,657
u,667
m,674
backspace,684
n,690
e,694
s,700
space,704
f,710
o,714
r,719
space,722
a,730
shift_r,731
space,741
t,746
o,750
space,753
z,764
shift_r,764
period,773
space,785
c,812
shift_r,812
r,818
o,826
w,829
d,842
s,851
space,855
c,864
h,869
h,876
backspace,886
e,892
e,899
r,903
e,907
d,914
space,921
a,927
s,930
space,935
8,981
space,988
z,1000
e,1007
b,1019
r,1027
a,1032
s,1037
space,1044
d,1068
a,1075
s,1079
h,1083
e,1090
d,1097
space,1101
p,1111
a,1117
s,1119
t,1128
space,1132
9,1197
space,1202
g,1228
r,1236
backspace,1249
l,1265
o,1271
w,1274
i,1277
n,1283
g,1289
space,1292
l,1299
a,1303
n,1306
t,1314
e,1321
r,1323
n,1329
s,1334
space,1340
backspace,1356
comma,1365
space,1370
w,1391
h,1395
i,1398
l,1404
e,1409
space,1415
2,1431
backspace,1446
3,1453
4,1466
5,1474
space,1477
b,1507
l,1516
backspace,1527
e,1534
backspace,1544
a,1547
l,1552
l,1557
o,1563
n,1569
s,1575
space,1581
f,1586
l,1591
o,1597
a,1600
t,1606
e,1608
d,1616
space,1620
a,1627
b,1633
o,1638
v,1643
e,1652
space,1656
t,1659
h,1664
e,1667
space,1672
s,1675
c,1685
e,1692
e,1697
backspace,1709
n,1716
e,1721
space,1726
backspace,1754
period,1763
space,1768
shift_r,1778
t,1780
e,1788
h,1792
space,1798
backspace,1808
backspace,1812
backspace,1818
h,1824
e,1831
space,1835
q,1841
u,1846
i,1852
c,1855
k,1861
space,1867
f,1872
o,1877
x,1882
space,1886
j,1891
u,1895
m,1903
p,1908
e,1912
d,1920
space,1923
o,1931
v,1936
e,1945
r,1949
space,1954
1,1962
3,1967
backspace,1980
2,1984
space,1990
l,1998
a,2001
z,2013
y,2019
space,2028
d,2038
o,2042
g,2049
s,2054
space,2059
5,2086
space,2099
backspace,2111
backspace,2117
6,2145
space,2153
t,2168
i,2171
m,2177
s,2181
space,2190
backspace,2220
backspace,2225
e,2229
s,2235
comma,2241
space,2247
b,2254
a,2259
r,2262
d,2273
backspace,2284
k,2289
i,2293
n,2298
g,2304
space,2307
l,2318
o,2324
a,2333
backspace,2348
u,2366
d,2377
l,2386
y,2391
space,2399
e,2411
a,2416
c,2422
h,2427
space,2431
t,2435
i,2437
m,2443
e,2448
period,2474
space,2478
shift_r,2494
a,2495
n,2502
space,2508
o,2512
w,2518
l,2523
space,2531
h,2540
o,2548
o,2553
t,2560
e,2565
d,2574
space,2580
3,2591
space,2596
t,2604
i,2606
m,2613
e,2616
s,2623
space,2628
a,2647
s,2652
space,2655
0,2669
space,2679
f,2686
r,2692
o,2709
g,2712
s,2717
space,2722
h,2743
o,2747
p,2753
p,2758
e,2761
d,2768
space,2774
a,2783
l,2786
o,2791
n,2796
g,2799
space,2803
t,2805
h,2811
e,2813
space,2817
m,2823
u,2829
d,2834
d,2839
y,2847
space,2855
p,2870
a,2874
t,2878
h,2881
period,2896
space,2901
backspace,2907
backspace,2911
comma,2918
space,2924
b,2931
o,2936
backspace,2946
backspace,2951
o,2956
b,2961
s,2972
