Key,Frame
shift_r,119
d,121
e,131
a,133
r,151
space,156
d,166
shift_r,168
r,175
period,185
space,201
shift_l,209
l,211
a,217
y,229
comma,243
space,250
shift_l,257
i,258
space,266
a,270
m,275
space,277
p,283
l,290
e,294
a,300
s,304
e,309
d,315
space,321
t,325
o,330
space,333
i,339
n,344
v,347
i,360
t,366
e,375
space,379
y,385
o,391
u,394
space,398
t,403
o,407
space,412
j,417
o,422
i,425
n,431
space,435
m,444
y,451
space,457
c,472
e,483
r,489
a,496
shift_r,498
space,507
c,602
o,608
o,613
l,620
backspace,633
backspace,638
l,645
l,650
e,678
a,683
g,705
u,711
e,714
s,720
space,727
a,744
n,748
d,750
space,754
m,762
e,766
space,771
a,852
t,859
space,862
o,869
u,873
r,877
space,881
a,906
n,909
n,914
u,920
a,924
l,928
space,936
e,949
x,956
e,962
u,978
backspace,988
c,992
u,995
t,1000
i,1012
v,1016
e,1023
space,1027
c,1041
o,1042
n,1047
f,1061
e,1066
r,1070
e,1076
e,1080
n,1087
backspace,1101
backspace,1112
n,1117
c,1120
e,1130
space,1136
backspace,1142
comma,1158
space,1164
shift_r,1201
s,1201
h,1239
o,1251
o,1257
t,1269
i,1270
n,1277
g,1281
space,1282
t,1286
h,1290
e,1294
space,1298
r,1316
shift_r,1317
a,1339
p,1360
i,1369
d,1375
s,1386
comma,1394
space,1398
s,1407
shift_r,1407
t,1413
a,1418
backspace,1447
r,1452
a,1456
t,1463
e,1476
g,1483
i,1488
e,1491
s,1497
space,1501
a,1504
n,1508
d,1511
space,1514
r,1523
shift_r,1524
i,1538
s,1544
k,1549
s,1567
space,1571
f,1575
o,1579
r,1583
space,1586
t,1589
h,1591
e,1595
space,1598
shift_r,1610
e,1610
n,1616
e,1622
r,1636
g,1643
y,1649
space,1655
shift_r,1676
f,1677
u,1684
r,1688
t,1696
backspace,1704
backspace,1708
t,1711
u,1715
r,1719
e,1722
comma,1740
space,1745
t,1751
o,1755
space,1759
h,1763
backspace,1773
b,1777
e,1782
space,1786
h,1790
e,1793
l,1797
d,1803
space,1807
t,1812
h,1816
i,1821
s,1824
space,1830
shift_r,1842
f,1842
r,1852
e,1854
backspace,1863
backspace,1868
e,1869
b,1875
r,1881
u,1885
a,1890
r,1909
y,1914
space,1922
i,1929
n,1933
space,1938
shift_l,1944
h,1946
o,1950
u,1952
s,1972
t,1978
o,1985
n,1992
space,2010
backspace,2017
space,2032
backspace,2047
comma,2055
space,2063
shift_r,2069
t,2069
a,2075
backspace,2088
e,2090
x,2096
a,2104
s,2108
space,2117
backspace,2130
period,2140
space,2143
shift_l,2154
t,2158
h,2161
i,2167
s,2169
space,2176
p,2200
e,2204
r,2209
e,2212
backspace,2225
backspace,2229
backspace,2235
r,2237
e,2240
m,2247
i,2251
r,2256
e,2260
backspace,2268
backspace,2273
e,2280
r,2285
space,2288
i,2320
n,2326
t,2328
e,2334
r,2336
n,2347
a,2349
t,2355
i,2357
o,2362
n,2364
a,2371
l,2376
space,2382
g,2391
a,2398
t,2405
h,2415
e,2420
r,2423
i,2425
n,2433
g,2435
space,2439
o,2456
f,2460
f,2465
e,2471
r,2474
e,2477
s,2487
space,2492
s,2501
i,2504
backspace,2515
e,2518
n,2522
i,2526
o,2533
r,2538
space,2544
e,2581
x,2589
e,2594
c,2603
u,2612
t,2618
i,2625
v,2626
e,2632
space,2637
backspace,2659
s,2662
space,2666
n,2669
e,2673
w,2678
space,2684
i,2686
n,2692
d,2693
backspace,2705
backspace,2710
d,2711
e,2717
a,2720
s,2729
space,2736
backspace,2754
comma,2762
space,2768
i,2770
n,2776
s,2786
i,2799
g,2805
h,2807
t,2814
space,2826
backspace,2836
s,2853
space,2860
backspace,2870
comma,2877
space,2882
a,2885
n,2899
d,2903
space,2918
s,2922
t,2928
a,2935
backspace,2957
r,2960
a,2965
t,2969
e,2975
g,2987
i,2991
c,3015
space,3023
t,3031
h,3033
i,3036
n,3043
k,3045
i,3049
n,3054
g,3058
space,3060
o,3066
n,3070
space,3073
t,3075
h,3078
e,3081
space,3085
c,3089
h,3100
a,3107
l,3114
l,3118
e,3124
n,3128
g,3131
e,3145
s,3150
space,3157
f,3200
a,3203
c,3209
i,3218
n,3224
g,3228
space,3231
t,3235
h,3237
e,3242
space,3245
g,3260
l,3263
o,3267
b,3270
a,3285
l,3291
space,3295
e,3307
n,3310
e,3329
r,3336
g,3341
y,3347
space,3354
i,3366
n,3371
d,3372
i,3381
backspace,3393
u,3397
s,3399
t,3405
y,3409
space,3416
backspace,3425
backspace,3430
r,3433
y,3436
comma,3447
space,3453
backspace,3470
backspace,3476
period,3484
space,3490
shift_r,3495
t,3496
h,3502
e,3506
space,3511
c,3514
o,3517
n,3520
f,3524
e,3527
r,3531
e,3535
r,3537
n,3544
e,3546
backspace,3555
backspace,3560
e,3563
n,3567
c,3571
e,3580
space,3585
w,3588
i,3595
l,3601
l,3606
space,3611
f,3616
o,3618
c,3624
u,3634
s,3636
space,3646
o,3649
n,3653
space,3657
h,3662
e,3671
space,3675
backspace,3689
backspace,3693
backspace,3697
t,3706
h,3709
e,3714
space,3717
i,3720
m,3728
p,3732
l,3738
i,3742
c,3745
a,3749
t,3755
i,3757
o,3763
n,3767
s,3787
space,3793
o,3797
f,3801
space,3805
c,3811
u,3812
r,3818
r,3834
e,3842
n,3853
t,3859
space,3862
m,3872
a,3874
r,3879
k,3881
e,3887
t,3892
space,3896
t,3901
u,3904
r,3907
m,3916
i,3921
o,3929
backspace,3938
backspace,3943
o,3951
i,3953
l,3959
space,3968
f,3980
o,3982
r,3986
space,3991
e,4004
n,4009
e,4017
r,4020
g,4029
y,4032
space,4040
s,4069
t,4074
r,4082
t,4094
backspace,4105
a,4107
t,4112
e,4122
g,4131
i,4144
e,4146
s,4153
comma,4163
space,4167
i,4171
n,4177
v,4182
e,4188
s,4193
t,4198
m,4224
e,4226
n,4232
t,4235
comma,4243
space,4247
r,4257
e,4260
g,4267
u,4271
l,4294
a,4303
t,4311
o,4325
r,4328
y,4332
space,4358
c,4363
h,4368
a,4373
l,4386
l,4391
e,4395
n,4400
g,4405
e,4406
s,4414
space,4422
backspace,4434
comma,4441
space,4447
c,4450
o,4455
m,4467
p,4475
e,4481
t,4487
i,4493
t,4504
i,4509
v,4514
e,4521
space,4525
d,4538
y,4543
n,4553
a,4559
m,4568
i,4572
c,4575
s,4581
comma,4594
space,4599
a,4604
n,4612
d,4615
space,4620
i,4634
n,4640
d,4643
i,4650
backspace,4660
u,4664
s,4666
t,4671
r,4677
y,4681
space,4690
s,4734
t,4737
r,4743
u,4749
c,4754
t,4763
u,4768
r,4771
e,4775
space,4783
backspace,4792
comma,4800
space,4804
w,4807
i,4810
t,4815
h,4819
space,4824
p,4842
r,4845
e,4847
s,4853
e,4858
n,4862
t,4865
a,4870
t,4874
i,4877
o,4882
n,4885
space,4894
backspace,4910
s,4912
space,4917
o,4922
v,4925
e,4930
backspace,4936
backspace,4941
backspace,4947
c,4953
o,4956
v,4962
e,4971
r,4973
i,4977
n,4982
g,4988
space,4991
o,5012
i,5016
l,5024
space,5030
backspace,5042
comma,5049
space,5056
n,5061
a,5066
t,5071
u,5074
r,5079
a,5087
l,5092
space,5098
g,5104
a,5110
s,5114
comma,5122
space,5126
p,5135
o,5141
w,5144
e,5154
r,5160
space,5163
backspace,5173
comma,5181
space,5186
a,5190
d,5199
n,5204
backspace,5211
backspace,5215
n,5221
d,5225
space,5228
t,5231
h,5234
i,5243
backspace,5256
e,5259
i,5262
r,5272
space,5278
i,5291
n,5296
t,5301
e,5308
r,5309
c,5320
o,5321
n,5324
n,5329
e,5331
c,5338
t,5344
i,5347
o,5353
n,5355
s,5358
space,5364
a,5371
c,5375
r,5387
e,5398
o,5405
backspace,5413
backspace,5417
o,5422
s,5425
s,5430
space,5435
k,5441
e,5442
y,5451
space,5457
r,5460
i,5468
backspace,5476
e,5478
g,5484
i,5489
o,5495
n,5497
s,5505
period,5543
space,5548
shift_r,5555
a,5557
s,5560
space,5565
t,5570
h,5573
e,5580
space,5585
c,5594
e,5601
n,5608
t,5610
e,5620
r,5622
space,5627
backspace,5640
p,5649
i,5655
c,5658
e,5667
backspace,5677
backspace,5683
e,5684
c,5691
e,5699
space,5705
o,5715
f,5720
space,5722
shift_r,5737
c,5738
shift_r,5759
e,5760
r,5801
shift_r,5802
a,5818
shift_r,5818
space,5828
w,5838
backspace,5849
shift_r,5864
backspace,5874
w,5892
shift_r,5894
e,5902
e,5908
k,5916
space,5923
backspace,5932
comma,5943
space,5947
i,5952
t,5956
space,5960
a,5967
l,5973
s,5975
o,5981
space,5987
p,6000
r,6003
e,6004
backspace,6021
o,6027
v,6031
i,6033
d,6038
e,6043
s,6050
space,6056
o,6090
p,6096
p,6101
o,6108
o,6111
t,6120
backspace,6127
backspace,6133
r,6136
t,6141
u,6145
n,6164
i,6167
t,6169
e,6174
s,6182
space,6189
f,6218
o,6222
r,6226
space,6229
i,6230
n,6236
f,6242
o,6249
r,6256
m,6261
a,6266
l,6269
space,6279
i,6287
n,6292
t,6295
e,6301
r,6303
a,6308
c,6314
t,6321
i,6325
o,6329
n,6332
space,6338
a,6351
n,6355
d,6358
space,6361
n,6365
e,6368
t,6373
w,6379
o,6385
r,6391
k,6394
i,6403
n,6407
g,6414
space,6418
backspace,6439
comma,6448
space,6451
w,6454
i,6459
t,6463
h,6466
space,6471
l,6476
a,6480
s,6482
t,6489
space,6494
y,6504
e,6509
a,6513
r,6517
space,6521
e,6528
v,6535
e,6540
n,6543
t,6550
space,6554
backspace,6569
space,6579
d,6585
r,6596
a,6610
w,6615
i,6620
n,6626
g,6631
space,6635
e,6648
x,6655
e,6661
c,6671
u,6683
t,6686
i,6696
v,6699
e,6703
s,6711
space,6716
o,6724
v,6728
e,6734
backspace,6741
backspace,6746
backspace,6750
backspace,6755
f,6759
backspace,6769
space,6775
f,6777
o,6780
r,6784
backspace,6799
backspace,6803
r,6808
o,6811
m,6817
space,6822
o,6827
v,6831
e,6840
r,6844
space,6848
5,6879
0,6887
space,6894
c,6900
o,6906
u,6913
u,6940
n,6947
backspace,6955
backspace,6960
n,6965
t,6967
r,6973
i,6975
e,6979
s,6986
space,6992
backspace,7017
period,7026
space,7029
shift_r,7034
f,7037
o,7043
space,7053
backspace,7063
r,7068
space,7073
c,7076
h,7078
a,7087
i,7094
r,7098
space,7109
m,7111
backspace,7120
backspace,7125
backspace,7130
backspace,7134
backspace,7156
backspace,7167
backspace,7176
shift_r,7188
c,7189
h,7198
a,7203
i,7208
r,7215
m,7226
a,7230
n,7234
comma,7243
space,7248
shift_r,7257
b,7259
a,7262
m,7267
b,7274
r,7281
backspace,7289
backspace,7293
backspace,7297
backspace,7302
backspace,7306
shift_r,7337
c,7339
a,7345
backspace,7394
backspace,7394
backspace,7401
backspace,7407
backspace,7411
backspace,7417
backspace,7421
backspace,7426
backspace,7431
backspace,7436
backspace,7447
backspace,7458
m,7477
o,7481
r,7486
e,7487
space,7489
d,7507
e,7515
t,7519
a,7523
i,7525
l,7532
s,7533
space,7539
p,7547
l,7552
e,7556
s,7565
backspace,7582
e,7586
backspace,7598
backspace,7603
backspace,7608
backspace,7613
backspace,7627
comma,7635
space,7640
p,7645
l,7651
e,7654
a,7660
s,7662
e,7669
space,7674
v,7680
i,7684
s,7690
i,7694
t,7699
space,7722
c,7732
shift_r,7732
c,7751
shift_r,7754
backspace,7767
e,7784
shift_r,7786
r,7803
shift_r,7803
a,7827
shift_r,7828
space,7837
backspace,7845
period,7855
c,7859
o,7863
m,7868
space,7884
o,7897
r,7902
space,7905
r,7920
e,7922
s,7927
t,7933
i,7937
backspace,7944
backspace,7950
backspace,7955
g,7958
i,7964
s,7965
t,7972
e,7983
