Key,Frame
n,111
e,116
s,128
t,140
comma,159
space,168
n,172
e,178
e,182
d,191
e,197
l,201
backspace,233
backspace,239
l,263
e,268
comma,272
space,281
n,290
i,295
g,298
h,302
t,305
comma,312
space,323
backspace,337
backspace,345
backspace,348
backspace,352
backspace,356
backspace,360
h,397
t,402
comma,409
space,425
n,433
u,438
r,442
s,449
e,459
comma,475
space,483
n,492
o,497
t,500
e,507
b,514
o,520
o,525
k,530
comma,539
space,549
n,556
a,560
p,565
k,572
i,579
n,584
comma,594
space,607
n,617
e,623
c,631
k,635
l,643
c,674
e,679
comma,688
space,695
n,705
e,709
t,715
comma,720
space,728
n,736
u,742
m,748
b,756
e,765
r,769
comma,784
space,796
n,804
a,809
p,813
period,840
space,849
o,854
r,861
a,867
n,871
g,874
e,878
comma,899
space,906
o,912
w,916
l,922
comma,940
space,948
o,954
c,957
e,964
a,971
n,976
comma,996
space,1007
o,1010
n,1016
i,1022
o,1030
n,1034
comma,1051
space,1060
o,1072
l,1079
i,1084
v,1089
e,1097
comma,1103
space,1112
o,1122
r,1129
b,1138
i,1144
t,1147
comma,1157
space,1166
o,1177
c,1185
t,1195
o,1199
p,1210
u,1224
s,1229
comma,1241
space,1247
o,1253
c,1266
h,1271
a,1276
r,1282
d,1288
comma,1298
space,1308
o,1314
v,1324
e,1334
n,1341
comma,1351
space,1361
o,1365
a,1368
k,1376
comma,1385
space,1396
p,1410
backspace,1428
backspace,1434
backspace,1439
backspace,1446
period,1471
space,1486
p,1494
i,1500
z,1508
z,1513
a,1522
backspace,1552
backspace,1557
backspace,1562
backspace,1567
backspace,1572
backspace,1576
backspace,1602
k,1618
period,1630
space,1643
p,1651
i,1658
z,1666
z,1670
a,1677
comma,1708
space,1716
p,1721
a,1726
r,1734
r,1740
o,1744
t,1747
comma,1769
space,1773
p,1779
i,1787
a,1794
n,1802
o,1807
comma,1820
space,1829
p,1836
u,1842
m,1854
p,1897
k,1908
i,1913
n,1918
comma,1928
space,1939
p,1943
e,1954
n,1959
c,1968
i,1984
l,1992
comma,2006
space,2014
p,2024
l,2033
a,2040
n,2045
t,2049
backspace,2070
e,2094
t,2104
comma,2108
space,2114
p,2124
a,2135
p,2138
e,2144
r,2150
comma,2159
space,2166
p,2171
e,2176
a,2181
r,2185
l,2192
comma,2208
space,2216
p,2221
i,2227
l,2236
l,2239
o,2245
w,2250
comma,2277
space,2287
p,2291
e,2296
p,2300
e,2306
e,2313
backspace,2341
backspace,2367
p,2377
e,2383
r,2388
period,2410
space,2418
q,2435
u,2443
e,2451
e,2454
n,2463
comma,2480
space,2489
q,2501
u,2515
i,2521
l,2528
l,2533
comma,2544
space,2554
q,2582
u,2588
i,2592
l,2601
t,2609
comma,2617
space,2624
q,2637
u,2644
i,2649
z,2656
comma,2674
space,2685
p,2696
backspace,2709
q,2748
u,2759
a,2763
r,2770
t,2775
e,2783
