Key,Time (ms),Frame
shift_l,1739340878303,15
o,1739340879155,41
n,1739340879401,48
space,1739340879628,55
a,1739340879892,63
space,1739340880163,71
c,1739340880482,81
o,1739340880750,89
o,1739340880900,93
l,1739340881133,100
space,1739340881417,109
s,1739340881706,117
p,1739340882012,127
r,1739340882440,139
i,1739340882577,144
n,1739340882786,150
g,1739340882945,155
space,1739340883166,161
e,1739340883496,171
v,1739340883779,180
e,1739340883969,185
n,1739340884118,190
i,1739340884366,197
n,1739340884552,203
g,1739340884735,208
space,1739340884800,210
backspace,1739340885410,229
comma,1739340885717,238
space,1739340885968,245
j,1739340886363,257
backspace,1739340886939,274
5,1739340887560,293
space,1739340887809,301
f,1739340888093,309
r,1739340888352,317
i,1739340888698,327
e,1739340889226,343
n,1739340889427,349
d,1739340889539,352
s,1739340889739,358
space,1739340890125,370
e,1739340890259,374
x,1739340890564,383
p,1739340890848,392
l,1739340891096,399
o,1739340891284,405
r,1739340891461,410
e,1739340891594,414
d,1739340891877,423
space,1739340892073,428
a,1739340892206,432
space,1739340892464,440
m,1739340893023,457
a,1739340893262,464
g,1739340893556,473
i,1739340893698,477
c,1739340893887,483
a,1739340894026,487
l,1739340894255,494
space,1739340894575,503
g,1739340894894,513
a,1739340895186,522
r,1739340895371,527
d,1739340895591,534
e,1739340895797,540
n,1739340895948,545
space,1739340896312,556
w,1739340896577,564
h,1739340896771,569
e,1739340896908,573
r,1739340897147,581
e,1739340897527,592
space,1739340897886,603
f,1739340898202,612
l,1739340898391,618
o,1739340898604,624
w,1739340898683,627
e,1739340898966,635
r,1739340899193,642
s,1739340899543,653
space,1739340899915,664
b,1739340900510,682
l,1739340900787,690
o,1739340901006,696
o,1739340901184,702
m,1739340901473,710
e,1739340901684,717
d,1739340901932,724
space,1739340902181,732
i,1739340902403,738
n,1739340902643,746
space,1739340902955,755
p,1739340903865,782
a,1739340904223,793
t,1739340904535,802
t,1739340904679,807
e,1739340906034,847
r,1739340906216,853
n,1739340906459,860
space,1739340906670,866
backspace,1739340907373,887
s,1739340907809,901
space,1739340908031,907
f,1739340908175,911
r,1739340908397,918
o,1739340908548,923
m,1739340908737,928
space,1739340909068,938
shift_r,1739340909821,961
a,1739340910154,971
space,1739340910452,980
t,1739340910705,987
o,1739340910909,994
space,1739340911109,1000
shift_r,1739340911499,1011
z,1739340911770,1019
period,1739340912300,1035
space,1739340912666,1046
shift_r,1739340913067,1058
a,1739340913177,1062
space,1739340913890,1083
q,1739340914146,1091
u,1739340914317,1096
i,1739340915049,1118
c,1739340915166,1121
k,1739340915332,1126
space,1739340915599,1134
b,1739340915930,1144
r,1739340916205,1152
o,1739340917151,1181
w,1739340917280,1185
n,1739340917456,1190
space,1739340917637,1195
f,1739340917771,1199
o,1739340917901,1203
x,1739340918147,1211
space,1739340918469,1220
a,1739340919053,1238
backspace,1739340919801,1260
d,1739340920020,1267
a,1739340920245,1274
h,1739340920424,1279
e,1739340920583,1284
d,1739340920828,1291
backspace,1739340921225,1303
backspace,1739340921365,1307
backspace,1739340921532,1312
s,1739340921768,1319
e,1739340921995,1326
d,1739340922227,1333
space,1739340922480,1341
backspace,1739340922770,1349
backspace,1739340922922,1354
backspace,1739340923081,1359
h,1739340923672,1376
e,1739340923815,1381
d,1739340924049,1388
space,1739340924236,1393
b,1739340924492,1401
e,1739340924740,1408
t,1739340925306,1425
w,1739340925695,1437
e,1739340926006,1446
e,1739340926165,1451
n,1739340926390,1458
space,1739340926598,1464
7,1739340927172,1481
space,1739340927391,1488
r,1739340927652,1496
o,1739340927765,1499
w,1739340927947,1505
s,1739340928238,1513
space,1739340928473,1520
o,1739340928598,1524
r,1739340929238,1543
o,1739340929336,1546
s,1739340929451,1550
backspace,1739340929989,1566
backspace,1739340930143,1571
backspace,1739340930285,1575
f,1739340930617,1585
r,1739340930839,1591
backspace,1739340931400,1608
space,1739340931651,1616
r,1739340931824,1621
o,1739340931932,1624
e,1739340932089,1629
s,1739340932312,1636
e,1739340932510,1642
backspace,1739340932927,1654
backspace,1739340933073,1658
backspace,1739340933233,1663
s,1739340933477,1671
e,1739340933660,1676
s,1739340933881,1683
comma,1739340934657,1706
space,1739340934849,1712
w,1739340934943,1715
h,1739340935960,1745
i,1739340936143,1751
l,1739340936402,1758
e,1739340936588,1764
space,1739340936826,1771
6,1739340937495,1791
space,1739340937697,1797
backspace,1739340938271,1814
backspace,1739340938436,1819
6,1739340940673,1886
space,1739340941109,1900
f,1739340941420,1909
r,1739340941618,1915
o,1739340941699,1917
g,1739340942044,1928
s,1739340942294,1935
space,1739340942555,1943
s,1739340942778,1950
a,1739340942972,1955
n,1739340943096,1959
g,1739340943308,1965
space,1739340943510,1972
n,1739340943854,1982
e,1739340944073,1988
a,1739340944290,1995
r,1739340944509,2002
space,1739340944942,2014
a,1739340945149,2021
space,1739340945394,2028
o,1739340945655,2036
i,1739340945886,2043
backspace,1739340946578,2064
backspace,1739340946741,2068
p,1739340947294,2085
i,1739340948015,2107
n,1739340948299,2115
d,1739340948526,2122
space,1739340948776,2130
backspace,1739340949026,2137
backspace,1739340949189,2142
backspace,1739340949346,2147
backspace,1739340949477,2151
o,1739340950033,2167
n,1739340950194,2172
d,1739340950592,2184
space,1739340950779,2190
c,1739340951185,2202
h,1739340951380,2208
u,1739340951620,2215
l,1739340951855,2222
l,1739340952021,2227
backspace,1739340952404,2238
backspace,1739340952583,2244
backspace,1739340952737,2248
i,1739340953049,2258
l,1739340953288,2265
l,1739340953469,2270
e,1739340953648,2276
d,1739340953865,2282
space,1739340954085,2289
t,1739340954336,2296
o,1739340954430,2299
space,1739340954653,2306
0,1739340955609,2335
space,1739340955964,2345
d,1739340956159,2351
e,1739340956409,2359
g,1739340956735,2368
r,1739340956941,2374
e,1739340957205,2382
e,1739340957788,2400
a,1739340958063,2408
comma,1739340958411,2419
space,1739340958606,2424
backspace,1739340959037,2437
backspace,1739340959197,2442
backspace,1739340959377,2448
s,1739340959905,2463
period,1739340960703,2487
space,1739340960942,2494
shift_l,1739340961510,2512
o,1739340961793,2520
v,1739340962107,2529
e,1739340962431,2539
r,1739340962678,2547
h,1739340963177,2562
e,1739340963368,2567
a,1739340963561,2573
d,1739340963791,2580
comma,1739340964138,2590
space,1739340964345,2597
9,1739340965993,2646
space,1739340966329,2656
s,1739340966564,2663
w,1739340966855,2672
a,1739340967171,2681
l,1739340967608,2694
l,1739340967770,2699
o,1739340967954,2705
w,1739340968075,2708
s,1739340968324,2716
space,1739340968674,2726
d,1739340969119,2740
a,1739340969366,2747
r,1739340969593,2754
g,1739340970152,2771
e,1739340970360,2777
d,1739340970587,2784
backspace,1739340971107,2799
backspace,1739340971296,2805
backspace,1739340971430,2809
t,1739340971764,2819
e,1739340971945,2825
d,1739340972202,2832
space,1739340972459,2840
g,1739340972736,2848
r,1739340972977,2856
a,1739340973217,2863
c,1739340973456,2870
e,1739340973696,2877
f,1739340973945,2885
u,1739340974192,2892
l,1739340974404,2898
l,1739340974559,2903
y,1739340974779,2910
comma,1739340975127,2920
space,1739340975425,2929
a,1739340975567,2933
n,1739340975740,2938
d,1739340975950,2945
space,1739340976194,2952
1,1739340976745,2969
2,1739340977029,2977
space,1739340977379,2988
g,1739340977733,2998
l,1739340978063,3008
o,1739340978260,3014
w,1739340978371,3017
i,1739340978547,3023
n,1739340978835,3031
g,1739340979009,3037
space,1739340979341,3046
b,1739340979642,3055
u,1739340979775,3059
t,1739340979962,3065
t,1739340980514,3082
e,1739340980828,3091
r,1739340981033,3097
f,1739340981274,3104
l,1739340981628,3115
i,1739340981836,3121
e,1739340981950,3125
s,1739340982189,3132
space,1739340982494,3141
d,1739340982993,3156
a,1739340983197,3162
n,1739340983425,3169
c,1739340983514,3172
e,1739340983740,3178
d,1739340983949,3185
space,1739340984204,3192
i,1739340984350,3197
n,1739340984544,3203
space,1739340984705,3207
t,1739340984837,3211
h,1739340984978,3216
e,1739340985141,3220
space,1739340985290,3225
a,1739340985526,3232
i,1739340985647,3236
r,1739340985886,3243
period,1739340986146,3251
space,1739340986382,3258
shift_r,1739340986915,3274
t,1739340987193,3282
h,1739340987400,3288
e,1739340987540,3292
space,1739340987682,3297
g,1739340987858,3302
