Key,Time (ms),Frame
shift_l,1739336313081,22
b,1739336313724,41
e,1739336313917,47
a,1739336314108,53
backspace,1739336315059,81
m,1739336315695,101
backspace,1739336316309,119
n,1739336316564,127
e,1739336316719,131
a,1739336316894,137
t,1739336317025,140
h,1739336317152,144
space,1739336318177,175
t,1739336318340,180
h,1739336318431,183
space,1739336318958,198
backspace,1739336319533,216
space,1739336319978,229
backspace,1739336320339,240
e,1739336320576,247
space,1739336320724,251
b,1739336321086,262
r,1739336321313,269
i,1739336321398,272
g,1739336321568,277
h,1739336321765,283
t,1739336321841,285
space,1739336322190,295
e,1739336322549,306
v,1739336322828,315
e,1739336322998,320
n,1739336323189,325
i,1739336323943,348
n,1739336324133,354
s,1739336324686,370
backspace,1739336325056,381
g,1739336325326,389
space,1739336325697,401
s,1739336325941,408
k,1739336326537,426
h,1739336326841,435
backspace,1739336327807,464
y,1739336328297,479
comma,1739336328729,492
space,1739336329059,501
5,1739336330089,532
space,1739336330339,540
y,1739336330793,553
p,1739336331093,562
u,1739336331235,567
n,1739336331442,573
d,1739336331596,578
backspace,1739336331871,586
backspace,1739336332011,590
backspace,1739336332169,595
backspace,1739336332341,600
o,1739336332760,612
u,1739336332923,617
n,1739336333142,624
d,1739336333291,628
space,1739336333478,634
e,1739336333665,640
backspace,1739336334116,653
backspace,1739336334242,657
backspace,1739336334376,661
g,1739336334928,678
e,1739336335199,686
space,1739336335428,693
e,1739336335647,699
x,1739336335947,708
backspace,1739336336242,717
backspace,1739336336391,721
backspace,1739336336539,726
backspace,1739336336687,730
backspace,1739336336945,738
g,1739336337700,761
space,1739336337938,768
e,1739336338126,773
x,1739336338434,783
p,1739336338630,789
l,1739336338929,798
o,1739336339109,803
r,1739336339343,810
e,1739336339527,816
e,1739336339897,827
backspace,1739336340553,846
r,1739336340792,853
s,1739336341038,861
space,1739336341354,870
g,1739336341683,880
a,1739336341888,886
t,1739336342124,893
h,1739336342277,898
e,1739336343291,928
d,1739336343518,935
space,1739336343699,941
t,1739336343947,948
backspace,1739336344248,957
backspace,1739336344424,962
backspace,1739336344570,967
backspace,1739336344705,971
r,1739336345399,992
e,1739336345578,997
backspace,1739336346476,1024
backspace,1739336346657,1029
e,1739336347224,1046
r,1739336347502,1055
e,1739336347690,1060
d,1739336347913,1067
space,1739336348081,1072
t,1739336348346,1080
o,1739336348538,1086
space,1739336348774,1093
c,1739336349057,1101
o,1739336349223,1106
u,1739336349359,1110
n,1739336349578,1117
t,1739336349761,1123
space,1739336350026,1130
t,1739336350244,1137
h,1739336350401,1142
e,1739336350557,1146
space,1739336350679,1150
s,1739336351021,1160
t,1739336351232,1167
a,1739336351550,1176
r,1739336351828,1185
s,1739336352183,1195
space,1739336352622,1208
backspace,1739336352977,1219
comma,1739336353671,1240
space,1739336353900,1247
e,1739336354133,1254
a,1739336354364,1261
c,1739336354665,1270
h,1739336354962,1279
space,1739336355487,1294
t,1739336355735,1302
a,1739336355956,1308
k,1739336356278,1318
i,1739336356494,1325
n,1739336356665,1330
t,1739336357298,1349
backspace,1739336357993,1369
g,1739336358269,1378
space,1739336358885,1396
t,1739336359133,1404
u,1739336359252,1407
r,1739336359369,1411
n,1739336359579,1417
s,1739336359864,1426
space,1739336360284,1438
n,1739336360575,1447
a,1739336360725,1451
m,1739336360861,1456
i,1739336361050,1461
n,1739336361240,1467
g,1739336361501,1475
space,1739336361753,1482
c,1739336362090,1492
o,1739336362187,1495
n,1739336362489,1504
s,1739336362774,1513
t,1739336363076,1522
e,1739336363477,1534
l,1739336363695,1541
l,1739336363873,1546
a,1739336364123,1553
t,1739336364339,1560
i,1739336364479,1564
o,1739336364713,1571
space,1739336364886,1576
s,1739336365143,1584
space,1739336365415,1592
backspace,1739336365749,1602
backspace,1739336365928,1608
backspace,1739336366076,1612
n,1739336366453,1623
s,1739336366735,1632
space,1739336367035,1641
f,1739336367280,1648
r,1739336367517,1655
o,1739336367694,1661
m,1739336368062,1672
space,1739336368460,1683
shift_r,1739336369234,1707
a,1739336369619,1718
space,1739336369957,1728
t,1739336370261,1738
o,1739336370398,1742
space,1739336370626,1748
shift_r,1739336370956,1758
z,1739336371234,1767
space,1739336371582,1777
backspace,1739336371939,1788
period,1739336372379,1801
space,1739336372663,1810
shift_r,1739336373060,1821
t,1739336373265,1828
h,1739336373569,1837
