Key,Time (ms),Frame
h,1739338335055,61
e,1739338335308,68
l,1739338336982,118
l,1739338337153,124
o,1739338337363,130
space,1739338337602,137
j,1739338337919,146
o,1739338338185,154
h,1739338338844,174
n,1739338339048,180
space,1739338339231,186
backspace,1739338339604,197
comma,1739338340124,213
space,1739338340344,219
t,1739338340534,225
h,1739338340614,227
a,1739338340788,233
n,1739338340912,236
k,1739338341088,242
space,1739338341274,247
y,1739338341491,254
o,1739338341694,260
u,1739338341824,264
space,1739338342098,272
f,1739338342507,284
o,1739338342631,288
r,1739338342801,293
space,1739338342985,298
s,1739338343224,306
h,1739338343400,311
o,1739338343633,318
o,1739338343770,322
backspace,1739338344314,338
p,1739338344998,359
p,1739338345159,364
i,1739338345424,372
n,1739338345643,378
g,1739338345922,387
space,1739338346062,391
a,1739338346417,401
t,1739338346734,411
space,1739338346967,418
o,1739338347236,426
u,1739338347421,432
r,1739338347640,438
space,1739338347763,442
w,1739338348019,449
e,1739338348209,455
b,1739338348422,462
w,1739338348678,469
e,1739338348947,477
backspace,1739338349359,490
backspace,1739338349540,495
backspace,1739338349722,501
s,1739338349919,506
i,1739338350164,514
t,1739338350350,519
backspace,1739338350736,531
backspace,1739338350917,536
backspace,1739338351064,541
backspace,1739338351199,545
b,1739338351741,561
s,1739338352159,574
i,1739338352323,579
t,1739338352469,583
e,1739338352577,586
backspace,1739338352959,598
backspace,1739338353115,602
backspace,1739338353261,607
backspace,1739338353411,611
backspace,1739338353864,625
e,1739338354273,637
b,1739338354751,651
s,1739338355076,661
i,1739338355263,667
t,1739338355406,671
e,1739338355535,675
period,1739338356659,709
space,1739338356905,716
w,1739338357075,721
e,1739338357320,729
space,1739338357501,734
g,1739338357788,743
u,1739338358515,764
a,1739338358800,773
r,1739338359178,784
e,1739338359429,792
n,1739338359596,797
t,1739338359732,801
backspace,1739338360221,816
backspace,1739338360361,820
backspace,1739338360537,825
a,1739338360752,831
n,1739338360877,835
g,1739338361073,841
e,1739338361229,846
e,1739338361363,850
backspace,1739338361895,866
backspace,1739338362078,871
backspace,1739338362212,875
t,1739338362827,894
e,1739338363013,899
e,1739338363190,905
space,1739338363737,921
y,1739338363908,926
o,1739338364132,933
u,1739338364237,936
r,1739338364894,956
space,1739338365081,961
s,1739338365249,966
t,1739338365442,972
backspace,1739338366176,994
s,1739338366656,1009
t,1739338366916,1016
i,1739338367166,1024
s,1739338367362,1030
f,1739338367710,1040
backspace,1739338368148,1053
backspace,1739338368297,1058
backspace,1739338368452,1062
backspace,1739338368624,1068
backspace,1739338368720,1071
backspace,1739338368852,1074
s,1739338370196,1115
a,1739338370481,1123
t,1739338370937,1137
i,1739338371154,1144
s,1739338371275,1147
f,1739338371578,1156
a,1739338371798,1163
c,1739338372763,1192
t,1739338373060,1201
i,1739338373187,1205
o,1739338373386,1211
n,1739338373520,1215
space,1739338374096,1232
w,1739338374634,1248
i,1739338374802,1253
t,1739338375016,1259
h,1739338375209,1265
space,1739338375467,1273
o,1739338375720,1281
u,1739338375914,1286
r,1739338376118,1292
space,1739338376248,1296
h,1739338376435,1302
i,1739338376628,1308
g,1739338376746,1311
h,1739338376877,1315
space,1739338377184,1324
q,1739338377896,1346
u,1739338378122,1353
a,1739338378910,1376
l,1739338379169,1384
i,1739338379373,1390
t,1739338379494,1394
y,1739338379638,1398
space,1739338379887,1406
p,1739338380270,1417
r,1739338380450,1422
o,1739338380534,1425
d,1739338380864,1435
u,1739338381000,1439
c,1739338381136,1443
t,1739338381351,1449
s,1739338381623,1458
space,1739338381899,1466
a,1739338382077,1471
n,1739338382269,1477
d,1739338382446,1482
space,1739338382594,1487
c,1739338383269,1507
u,1739338383462,1513
s,1739338383583,1516
t,1739338383941,1527
o,1739338384082,1531
m,1739338384280,1537
e,1739338384458,1543
space,1739338385001,1559
backspace,1739338385600,1577
r,1739338385999,1589
space,1739338386187,1595
s,1739338386378,1600
u,1739338386556,1606
p,1739338386778,1612
p,1739338386958,1618
o,1739338387322,1629
r,1739338387505,1634
t,1739338387720,1641
period,1739338388053,1651
space,1739338388241,1656
s,1739338388512,1664
i,1739338388601,1667
n,1739338388818,1673
c,1739338388948,1677
e,1739338389195,1685
space,1739338389325,1689
y,1739338389559,1696
o,1739338390597,1727
u,1739338390856,1735
r,1739338391292,1748
space,1739338391635,1758
e,1739338391932,1767
x,1739338392190,1775
p,1739338392397,1781
e,1739338392605,1787
r,1739338392744,1791
t,1739338393693,1820
i,1739338393854,1825
e,1739338394017,1829
s,1739338394272,1837
backspace,1739338394862,1855
backspace,1739338395030,1860
s,1739338395266,1867
e,1739338395476,1873
space,1739338396061,1891
w,1739338396207,1895
i,1739338396320,1899
t,1739338396501,1904
h,1739338396638,1908
space,1739338396799,1913
t,1739338396946,1917
h,1739338397091,1922
e,1739338397216,1925
space,1739338397380,1930
o,1739338397747,1941
r,1739338397889,1946
d,1739338398300,1958
e,1739338398517,1964
r,1739338398693,1970
space,1739338399027,1980
i,1739338399216,1985
backspace,1739338399667,1999
d,1739338400064,2011
i,1739338400177,2014
d,1739338400340,2019
space,1739338400771,2032
n,1739338400975,2038
o,1739338401176,2044
t,1739338401354,2050
space,1739338401691,2060
l,1739338401908,2066
i,1739338402171,2074
v,1739338402305,2078
e,1739338402516,2084
space,1739338402689,2090
u,1739338403225,2106
p,1739338403442,2112
space,1739338403887,2126
t,1739338404137,2133
o,1739338404268,2137
space,1739338404433,2142
o,1739338404756,2152
u,1739338404953,2158
r,1739338405247,2166
space,1739338405523,2175
h,1739338405744,2181
i,1739338405933,2187
g,1739338406095,2192
h,1739338406249,2196
space,1739338406485,2203
s,1739338406706,2210
t,1739338406931,2217
a,1739338407683,2239
n,1739338407866,2245
d,1739338408002,2249
a,1739338408634,2268
r,1739338409021,2280
d,1739338409311,2288
s,1739338409582,2296
comma,1739338410027,2310
space,1739338410274,2317
w,1739338410419,2321
e,1739338410646,2328
space,1739338410869,2335
h,1739338411228,2346
v,1739338411655,2359
backspace,1739338412388,2381
a,1739338412774,2392
v,1739338413058,2401
e,1739338413279,2407
space,1739338413463,2413
i,1739338413871,2425
s,1739338414014,2429
s,1739338414191,2435
u,1739338414327,2439
e,1739338414478,2443
d,1739338414697,2450
space,1739338414930,2457
y,1739338415260,2467
o,1739338415510,2474
u,1739338415688,2480
space,1739338415971,2488
a,1739338416250,2496
space,1739338416474,2503
c,1739338417060,2521
r,1739338417402,2531
e,1739338417641,2538
d,1739338417905,2546
i,1739338418157,2554
t,1739338418339,2559
space,1739338418631,2568
i,1739338418811,2573
n,1739338419002,2579
space,1739338419180,2584
t,1739338419337,2589
h,1739338419464,2593
e,1739338419663,2599
space,1739338419787,2603
a,1739338420176,2614
m,1739338420371,2620
o,1739338420597,2627
u,1739338420779,2632
n,1739338421052,2640
t,1739338421345,2649
space,1739338421583,2656
o,1739338421747,2661
f,1739338421992,2669
space,1739338422259,2677
a,1739338422577,2686
space,1739338422986,2699
h,1739338423408,2711
u,1739338423697,2720
n,1739338423892,2726
d,1739338424078,2731
r,1739338424384,2740
e,1739338424501,2744
d,1739338425178,2764
comma,1739338425440,2772
space,1739338425666,2779
p,1739338425879,2785
backspace,1739338426297,2798
backspace,1739338426481,2803
backspace,1739338426659,2809
period,1739338427540,2835
space,1739338427859,2845
p,1739338428207,2855
l,1739338428436,2862
e,1739338428602,2867
a,1739338429900,2906
s,1739338430195,2915
e,1739338430500,2924
space,1739338430574,2926
a,1739338431359,2950
l,1739338431565,2956
l,1739338431714,2960
o,1739338431900,2966
w,1739338432006,2969
space,1739338432268,2977
t,1739338432529,2985
h,1739338432731,2991
r,1739338432918,2996
e,1739338433135,3003
e,1739338433223,3006
space,1739338433851,3024
t,1739338434102,3032
o,1739338434230,3036
space,1739338434369,3040
f,1739338434596,3047
i,1739338434710,3050
v,1739338434903,3056
e,1739338435174,3064
space,1739338435415,3071
d,1739338435596,3077
a,1739338435809,3083
y,1739338436017,3089
s,1739338436215,3095
space,1739338436402,3101
f,1739338436611,3107
o,1739338436761,3112
r,1739338436906,3116
space,1739338437477,3133
y,1739338437731,3141
o,1739338437953,3148
u,1739338438109,3152
r,1739338438791,3173
space,1739338439100,3182
b,1739338439368,3190
a,1739338439624,3198
n,1739338439805,3203
k,1739338439993,3209
space,1739338440165,3214
t,1739338440357,3220
o,1739338440481,3223
space,1739338440670,3229
p,1739338441119,3242
a,1739338441652,3258
backspace,1739338442152,3273
backspace,1739338442332,3279
a,1739338442640,3288
p,1739338443095,3302
p,1739338443331,3309
l,1739338443894,3326
y,1739338444974,3358
space,1739338445234,3366
t,1739338445620,3378
h,1739338445730,3381
i,1739338445915,3386
s,1739338446040,3390
space,1739338446254,3397
c,1739338446579,3406
r,1739338446877,3415
e,1739338446927,3417
d,1739338447574,3436
i,1739338447776,3442
t,1739338447991,3449
t,1739338448503,3464
o,1739338448724,3471
space,1739338448962,3478
backspace,1739338449270,3487
backspace,1739338449436,3492
backspace,1739338449610,3497
backspace,1739338450160,3514
space,1739338450524,3525
backspace,1739338451021,3540
t,1739338451343,3549
space,1739338451574,3556
t,1739338451766,3562
o,1739338451866,3565
space,1739338452040,3570
y,1739338452273,3577
o,1739338452550,3585
u,1739338452678,3589
r,1739338453732,3621
space,1739338453971,3628
a,1739338455056,3661
c,1739338455484,3673
c,1739338455657,3679
u,1739338456000,3689
n,1739338456207,3695
t,1739338456357,3700
backspace,1739338456810,3713
backspace,1739338456968,3718
backspace,1739338457154,3724
o,1739338457468,3733
u,1739338457643,3738
n,1739338457847,3744
t,1739338458016,3749
period,1739338458275,3757
space,1739338458503,3764
i,1739338458719,3770
f,1739338458912,3776
space,1739338459260,3787
y,1739338459597,3797
u,1739338460119,3812
space,1739338460422,3822
backspace,1739338460916,3836
backspace,1739338461109,3842
o,1739338461627,3858
u,1739338461807,3863
space,1739338462004,3869
h,1739338462097,3872
a,1739338462254,3877
v,1739338463000,3899
e,1739338463268,3907
space,1739338463436,3912
a,1739338463631,3918
n,1739338463833,3924
y,1739338464048,3930
space,1739338464215,3935
q,1739338464547,3945
u,1739338464705,3950
e,1739338464894,3956
s,1739338465121,3963
t,1739338465547,3975
i,1739338465643,3978
o,1739338465860,3985
n,1739338466037,3990
s,1739338466206,3995
comma,1739338466661,4009
space,1739338466886,4016
p,1739338467073,4021
l,1739338467331,4029
e,1739338467472,4033
a,1739338467711,4040
s,1739338467967,4048
e,1739338468254,4057
space,1739338468524,4065
v,1739338468718,4070
i,1739338468856,4075
s,1739338469122,4083
i,1739338469381,4090
t,1739338469564,4096
space,1739338469836,4104
c,1739338470181,4114
u,1739338470379,4120
s,1739338470737,4131
t,1739338470949,4137
o,1739338471123,4143
m,1739338471353,4150
e,1739338471585,4156
r,1739338471710,4160
space,1739338472196,4175
s,1739338472476,4183
u,1739338472638,4188
p,1739338472832,4194
p,1739338473423,4212
o,1739338473641,4218
r,1739338473822,4224
t,1739338474028,4230
period,1739338474832,4254
space,1739338475127,4263
t,1739338475339,4269
h,1739338475459,4273
a,1739338475649,4278
n,1739338475868,4285
k,1739338476100,4292
space,1739338476318,4298
y,1739338476542,4305
o,1739338476773,4312
u,1739338476975,4318
space,1739338477365,4330
a,1739338477585,4336
g,1739338477858,4345
a,1739338478131,4353
i,1739338478323,4359
n,1739338478529,4365
space,1739338478728,4371
f,1739338478951,4377
o,1739338479062,4381
r,1739338479238,4386
space,1739338479661,4399
s,1739338479830,4404
h,1739338480061,4411
o,1739338480313,4418
p,1739338480602,4427
p,1739338480810,4433
i,1739338481069,4441
n,1739338481267,4447
g,1739338481571,4456
space,1739338481902,4466
w,1739338482430,4482
i,1739338482572,4486
t,1739338482787,4493
h,1739338483009,4499
space,1739338483214,4505
u,1739338483447,4512
s,1739338483568,4516
space,1739338483876,4525
backspace,1739338484217,4535
period,1739338484593,4547
space,1739338484805,4553
w,1739338484986,4559
e,1739338485266,4567
space,1739338485463,4573
l,1739338485694,4580
o,1739338485894,4586
o,1739338486235,4596
k,1739338486654,4609
space,1739338486877,4615
f,1739338487158,4624
o,1739338487232,4626
r,1739338487413,4631
a,1739338487717,4640
r,1739338487985,4648
d,1739338488190,4655
backspace,1739338488517,4664
backspace,1739338488685,4669
backspace,1739338488856,4675
w,1739338489283,4687
a,1739338489585,4696
r,1739338489827,4704
d,1739338490104,4712
space,1739338490332,4719
t,1739338490534,4725
o,1739338490731,4731
space,1739338490910,4736
s,1739338491125,4743
e,1739338491385,4750
r,1739338491636,4758
v,1739338492216,4775
i,1739338492355,4780
n,1739338492587,4787
g,1739338492789,4793
space,1739338493049,4800
y,1739338493357,4810
o,1739338493565,4816
u,1739338493816,4823
space,1739338494038,4830
i,1739338494287,4838
n,1739338494494,4844
space,1739338494679,4849
t,1739338494869,4855
h,1739338495060,4861
e,1739338495213,4865
space,1739338495369,4870
f,1739338495690,4880
u,1739338495848,4884
t,1739338495986,4889
e,1739338496263,4897
r,1739338496511,4904
space,1739338496740,4911
backspace,1739338497013,4919
backspace,1739338497192,4925
backspace,1739338497387,4931
u,1739338497654,4939
r,1739338497844,4944
e,1739338498086,4952
period,1739338498494,4964
space,1739338498692,4970
w,1739338498861,4975
i,1739338499010,4979
n,1739338499214,4985
c,1739338499342,4989
backspace,1739338499693,5000
backspace,1739338499864,5005
backspace,1739338500002,5009
backspace,1739338500180,5014
backspace,1739338500337,5019
space,1739338500804,5033
s,1739338501105,5042
i,1739338501215,5045
n,1739338501425,5052
c,1739338501613,5057
e,1739338501942,5067
r,1739338502343,5079
e,1739338502871,5095
l,1739338503199,5105
h,1739338503442,5112
space,1739338503724,5121
