Key,Time (ms),Frame
d,1739337900440,67
e,1739337900724,76
a,1739337900978,83
r,1739337901181,90
space,1739337901452,98
t,1739337901688,105
e,1739337901919,112
a,1739337902127,118
m,1739337902297,123
comma,1739337902588,132
space,1739337902801,138
i,1739337903014,144
space,1739337903194,150
h,1739337903535,160
o,1739337903948,173
p,1739337904347,184
e,1739337904638,193
space,1739337904801,198
y,1739337905164,209
o,1739337905378,215
u,1739337905492,219
space,1739337905710,225
a,1739337905875,230
backspace,1739337906277,242
a,1739337906935,262
l,1739337907147,268
l,1739337907308,273
space,1739337907517,280
h,1739337907649,284
e,1739337907851,290
backspace,1739337908352,305
a,1739337908570,311
d,1739337908812,318
space,1739337909018,325
a,1739337909195,330
space,1739337909376,335
f,1739337909606,342
a,1739337909766,347
n,1739337909934,352
s,1739337910796,378
t,1739337911044,385
a,1739337911244,391
s,1739337911566,401
t,1739337911838,409
i,1739337912048,416
c,1739337912154,419
space,1739337912552,431
t,1739337912799,438
i,1739337912894,441
m,1739337913090,447
e,1739337913323,454
space,1739337913509,459
o,1739337913713,465
u,1739337913887,471
r,1739337914040,475
space,1739337914234,481
r,1739337916309,543
e,1739337916509,549
c,1739337917184,570
e,1739337917446,577
n,1739337917524,580
t,1739337917777,587
space,1739337917992,594
e,1739337918277,602
m,1739337918460,608
p,1739337918680,614
l,1739337918929,622
o,1739337919516,640
y,1739337919759,647
e,1739337920005,654
e,1739337920370,665
space,1739337920720,676
a,1739337920954,683
p,1739337921167,689
p,1739337921342,694
r,1739337921585,702
e,1739337921689,705
c,1739337921998,714
i,1739337922205,720
a,1739337922332,724
n,1739337922631,733
backspace,1739337923178,749
t,1739337923386,756
i,1739337923687,765
o,1739337923905,771
n,1739337924070,776
space,1739337924312,783
e,1739337924453,788
v,1739337924702,795
e,1739337924907,801
n,1739337925034,805
t,1739337925223,811
space,1739337925423,817
backspace,1739337925790,828
period,1739337926242,841
space,1739337926444,847
i,1739337926615,853
t,1739337926772,857
space,1739337926911,861
w,1739337927187,870
a,1739337927526,880
s,1739337927631,883
space,1739337927831,889
t,1739337928495,909
r,1739337928698,915
u,1739337928842,919
l,1739337929072,926
y,1739337929274,932
space,1739337929459,938
a,1739337929691,945
space,1739337929968,953
p,1739337930311,963
l,1739337930535,970
e,1739337930705,975
a,1739337930903,981
s,1739337931148,989
u,1739337931436,997
r,1739337931629,1003
e,1739337931709,1005
space,1739337931927,1012
t,1739337932186,1020
o,1739337932287,1023
space,1739337932517,1030
w,1739337932923,1042
e,1739337933382,1056
backspace,1739337933721,1066
backspace,1739337933892,1071
s,1739337934165,1079
e,1739337934436,1087
e,1739337934651,1094
space,1739337934967,1103
e,1739337935280,1112
v,1739337935538,1120
e,1739337935772,1127
r,1739337936049,1136
y,1739337936375,1145
o,1739337936805,1158
n,1739337937018,1165
n,1739337937267,1172
backspace,1739337937776,1187
e,1739337937990,1194
space,1739337938513,1209
c,1739337938663,1214
o,1739337938814,1218
m,1739337939028,1225
e,1739337939247,1231
space,1739337939420,1237
t,1739337939614,1242
o,1739337939720,1246
space,1739337939903,1251
backspace,1739337940704,1275
g,1739337940906,1281
e,1739337941103,1287
t,1739337941356,1295
h,1739337941529,1300
e,1739337941656,1304
r,1739337941762,1307
space,1739337942144,1318
a,1739337942315,1324
n,1739337942499,1329
d,1739337942669,1334
space,1739337942771,1337
e,1739337942965,1343
n,1739337943106,1347
j,1739337943608,1362
o,1739337943964,1373
y,1739337944129,1378
space,1739337944374,1385
t,1739337944591,1392
h,1739337944681,1395
e,1739337944891,1401
space,1739337945001,1404
f,1739337945184,1410
e,1739337945367,1415
s,1739337945562,1421
t,1739337945782,1428
i,1739337946025,1435
v,1739337946227,1441
i,1739337946739,1456
t,1739337946980,1463
i,1739337947136,1468
e,1739337947342,1474
s,1739337947536,1480
space,1739337947969,1493
backspace,1739337948277,1502
period,1739337948612,1512
space,1739337948794,1518
y,1739337949151,1529
o,1739337949383,1536
u,1739337949484,1539
r,1739337949838,1549
space,1739337950131,1558
e,1739337950578,1571
n,1739337950753,1577
t,1739337951399,1596
h,1739337951496,1599
u,1739337951700,1605
s,1739337951789,1608
i,1739337951967,1613
a,1739337952521,1630
s,1739337952841,1639
m,1739337953187,1650
a,1739337953716,1666
n,1739337953905,1671
backspace,1739337954363,1685
backspace,1739337954509,1689
backspace,1739337954667,1694
m,1739337955493,1719
space,1739337955738,1726
a,1739337955902,1731
n,1739337956218,1741
d,1739337956437,1747
space,1739337956627,1753
p,1739337956972,1763
o,1739337957230,1771
s,1739337957768,1787
i,1739337957978,1793
t,1739337958225,1801
i,1739337958354,1805
v,1739337958479,1808
e,1739337958757,1817
l,1739337959205,1830
backspace,1739337959921,1852
space,1739337960401,1866
e,1739337960744,1876
n,1739337960884,1881
e,1739337961603,1902
r,1739337961836,1909
g,1739337962207,1920
y,1739337962370,1925
space,1739337962614,1932
m,1739337962985,1944
a,1739337963144,1948
d,1739337963411,1956
e,1739337963609,1962
space,1739337963815,1969
t,1739337964020,1975
h,1739337964237,1981
e,1739337964379,1985
space,1739337964496,1989
e,1739337964844,1999
v,1739337965037,2005
n,1739337965397,2016
t,1739337965538,2020
space,1739337965809,2028
backspace,1739337966244,2041
backspace,1739337966415,2047
backspace,1739337966579,2051
e,1739337967059,2066
n,1739337967402,2076
t,1739337967612,2082
space,1739337967873,2090
a,1739337968105,2097
space,1739337968316,2104
r,1739337968677,2114
e,1739337968944,2122
s,1739337969303,2133
o,1739337969645,2143
u,1739337969825,2149
n,1739337970036,2155
d,1739337970128,2158
i,1739337970288,2163
n,1739337970483,2169
g,1739337970623,2173
