Key,Time (ms),Frame
shift_l,1739336590830,33
i,1739336591312,48
n,1739336591533,55
space,1739336591794,62
t,1739336592025,69
h,1739336592210,75
e,1739336592355,79
space,1739336592627,87
b,1739336593104,102
u,1739336593326,108
s,1739336593530,114
t,1739336593828,123
l,1739336594697,149
i,1739336595094,161
n,1739336595302,168
g,1739336595545,175
space,1739336595739,181
t,1739336596243,196
o,1739336596413,201
w,1739336596545,205
n,1739336596752,211
space,1739336597014,219
s,1739336597320,228
q,1739336598327,258
u,1739336598614,267
a,1739336599001,279
r,1739336599299,288
e,1739336599508,294
d,1739336599710,300
space,1739336599995,308
backspace,1739336600338,319
backspace,1739336601144,343
comma,1739336601840,364
space,1739336602148,373
5,1739336602409,381
space,1739336602641,388
j,1739336603179,404
u,1739336603369,410
g,1739336603643,418
g,1739336603796,422
e,1739336604097,431
l,1739336604538,445
backspace,1739336604861,454
backspace,1739336605041,460
l,1739336605520,474
e,1739336605775,482
r,1739336605971,488
s,1739336606222,495
space,1739336606521,504
p,1739336606976,518
e,1739336607260,526
r,1739336607431,531
f,1739336607905,546
o,1739336608015,549
r,1739336608236,556
backspace,1739336608968,578
r,1739336609621,597
m,1739336610103,612
e,1739336610358,619
d,1739336610571,626
space,1739336610850,634
t,1739336611157,643
r,1739336611329,648
i,1739336611483,653
c,1739336611617,657
k,1739336611754,661
s,1739336612050,670
space,1739336612341,679
w,1739336613112,702
i,1739336613275,707
t,1739336613449,712
h,1739336613649,718
space,1739336613846,724
g,1739336614023,729
l,1739336614181,734
o,1739336614375,740
w,1739336614543,745
i,1739336614664,748
n,1739336614848,754
space,1739336615196,764
b,1739336615427,771
a,1739336615631,777
backspace,1739336615945,787
backspace,1739336616107,792
backspace,1739336616272,797
g,1739336616772,812
space,1739336617057,820
b,1739336617436,832
a,1739336617611,837
l,1739336617805,843
l,1739336617978,848
s,1739336618271,857
space,1739336618521,864
m,1739336618752,871
a,1739336618861,874
r,1739336619126,882
k,1739336619309,888
e,1739336619423,891
d,1739336619665,899
space,1739336619777,902
shift_r,1739336621465,953
a,1739336621790,962
space,1739336622110,972
t,1739336622349,979
o,1739336622514,984
space,1739336622701,990
shift_r,1739336623036,1000
z,1739336623323,1008
comma,1739336624364,1039
space,1739336624584,1046
d,1739336625355,1069
a,1739336625551,1075
z,1739336625857,1084
z,1739336626039,1090
i,1739336626216,1095
l,1739336626550,1105
backspace,1739336626996,1118
backspace,1739336627160,1123
backspace,1739336627526,1134
x,1739336628265,1157
l,1739336628527,1164
i,1739336628712,1170
backspace,1739336629532,1195
backspace,1739336629699,1200
backspace,1739336629868,1205
z,1739336630389,1220
l,1739336630737,1231
i,1739336631183,1244
n,1739336631431,1251
space,1739336631892,1265
backspace,1739336632484,1283
g,1739336632874,1295
space,1739336632974,1298
a,1739336633611,1317
space,1739336633867,1325
b,1739336634336,1339
backspace,1739336634732,1351
c,1739336634902,1356
r,1739336635150,1363
o,1739336635258,1366
w,1739336635394,1370
d,1739336635727,1380
space,1739336636051,1390
o,1739336636231,1395
f,1739336636468,1403
space,1739336636655,1408
2,1739336637213,1425
backspace,1739336637666,1439
3,1739336637933,1447
4,1739336638121,1452
5,1739336638340,1459
space,1739336638662,1468
c,1739336639016,1479
h,1739336639191,1484
e,1739336639441,1492
e,1739336639647,1498
e,1739336639833,1504
backspace,1739336640472,1523
r,1739336641177,1544
i,1739336641349,1549
n,1739336641547,1555
g,1739336641795,1562
space,1739336641935,1567
o,1739336642308,1578
n,1739336642486,1583
l,1739336642681,1589
o,1739336642882,1595
o,1739336643072,1601
k,1739336643448,1612
e,1739336643690,1619
r,1739336643920,1626
s,1739336644180,1634
period,1739336644827,1653
space,1739336645187,1664
shift_r,1739336645487,1673
a,1739336645616,1677
space,1739336646073,1691
q,1739336646531,1704
u,1739336646676,1709
i,1739336646867,1715
c,1739336646998,1718
k,1739336647181,1724
space,1739336647498,1733
b,1739336647907,1746
r,1739336648154,1753
o,1739336648264,1756
w,1739336648400,1761
n,1739336648798,1772
space,1739336649035,1780
f,1739336649220,1785
o,1739336649375,1790
x,1739336649561,1795
space,1739336649801,1803
d,1739336650178,1814
a,1739336650512,1824
t,1739336650796,1832
e,1739336651177,1844
backspace,1739336651724,1860
backspace,1739336651896,1865
r,1739336652398,1880
t,1739336652670,1889
e,1739336652856,1894
d,1739336653076,1901
space,1739336653258,1906
b,1739336653739,1921
e,1739336653962,1927
t,1739336654213,1935
w,1739336654864,1954
e,1739336655172,1964
e,1739336655363,1969
n,1739336655607,1977
space,1739336655874,1985
7,1739336656516,2004
space,1739336656837,2014
c,1739336657166,2024
o,1739336657262,2026
l,1739336657449,2032
o,1739336657618,2037
r,1739336657897,2045
f,1739336658314,2058
u,1739336658515,2064
l,1739336658780,2072
space,1739336659185,2084
s,1739336659410,2091
t,1739336659628,2097
a,1739336659814,2103
l,1739336659957,2107
l,1739336660148,2113
s,1739336660288,2117
comma,1739336660707,2130
space,1739336661038,2140
w,1739336661188,2144
h,1739336662286,2177
i,1739336662445,2182
l,1739336662686,2189
e,1739336662912,2196
space,1739336663089,2201
5,1739336663612,2217
backspace,1739336664185,2234
6,1739336664492,2243
space,1739336664794,2252
f,1739336665045,2260
o,1739336665497,2273
backspace,1739336666007,2289
r,1739336666192,2294
o,1739336666350,2299
g,1739336666492,2303
s,1739336666745,2311
space,1739336667000,2319
c,1739336667440,2332
r,1739336667725,2340
o,1739336668124,2352
a,1739336668538,2365
k,1739336668784,2372
e,1739336668934,2377
d,1739336669117,2382
space,1739336669295,2387
m,1739336669586,2396
e,1739336669712,2400
l,1739336670433,2422
o,1739336670619,2427
d,1739336671248,2446
i,1739336671901,2466
o,1739336672247,2476
u,1739336672558,2485
s,1739336672867,2495
l,1739336673085,2501
y,1739336673270,2507
space,1739336673537,2515
b,1739336673757,2521
y,1739336673959,2527
space,1739336674170,2534
a,1739336674409,2541
space,1739336674640,2548
0,1739336675470,2573
space,1739336675765,2582
d,1739336676065,2591
e,1739336676301,2598
g,1739336676555,2605
e,1739336676827,2613
r,1739336677051,2620
backspace,1739336677442,2632
backspace,1739336677601,2637
r,1739336677914,2646
e,1739336678108,2652
e,1739336678296,2657
space,1739336678648,2668
f,1739336678962,2677
o,1739336679271,2687
u,1739336679437,2692
n,1739336679664,2698
t,1739336679852,2704
a,1739336680153,2713
i,1739336680310,2718
n,1739336680508,2724
period,1739336680800,2733
space,1739336681042,2740
shift_l,1739336681783,2762
n,1739336682061,2770
e,1739336682218,2775
a,1739336682498,2783
r,1739336682728,2790
b,1739336683132,2803
y,1739336683422,2811
comma,1739336683957,2827
space,1739336684192,2834
1,1739336684483,2843
2,1739336684730,2850
space,1739336685046,2860
m,1739336685580,2876
u,1739336685798,2882
s,1739336685969,2888
i,1739336686088,2891
c,1739336686268,2897
i,1739336686483,2903
a,1739336686634,2908
n,1739336686783,2912
s,1739336686985,2918
space,1739336687317,2928
p,1739336687594,2936
l,1739336687855,2944
a,1739336688191,2954
y,1739336688935,2977
e,1739336689051,2980
d,1739336689278,2987
space,1739336689450,2992
a,1739336689638,2998
space,1739336689880,3005
l,1739336690140,3013
o,1739336690665,3029
backspace,1739336691186,3044
i,1739336691780,3062
v,1739336691975,3068
e,1739336692216,3075
l,1739336692405,3081
y,1739336692588,3086
space,1739336692826,3093
t,1739336693342,3109
u,1739336693401,3111
n,1739336693648,3118
e,1739336693830,3123
comma,1739336694201,3135
space,1739336694639,3148
h,1739336694894,3155
backspace,1739336695828,3183
t,1739336696098,3191
h,1739336696264,3196
e,1739336696409,3201
r,1739336696623,3207
i,1739336697091,3221
backspace,1739336697377,3230
backspace,1739336697548,3235
backspace,1739336697695,3239
e,1739336698447,3262
i,1739336698587,3266
r,1739336698831,3273
space,1739336699050,3280
i,1739336699401,3291
n,1739336699611,3297
a,1739336699762,3301
t,1739336699954,3307
u,1739336700250,3316
backspace,1739336700719,3330
backspace,1739336700870,3335
backspace,1739336701009,3339
s,1739336701336,3349
g,1739336701616,3357
r,1739336701832,3364
u,1739336701961,3367
backspace,1739336702427,3381
backspace,1739336702601,3387
backspace,1739336703216,3405
t,1739336703519,3414
r,1739336703711,3420
u,1739336703876,3425
m,1739336704299,3438
n,1739336704653,3448
t,1739336704775,3452
s,1739336705071,3461
backspace,1739336705429,3471
backspace,1739336705605,3477
backspace,1739336705773,3482
e,1739336706169,3494
n,1739336706374,3500
s,1739336706585,3506
space,1739336707126,3522
backspace,1739336707456,3532
backspace,1739336707622,3537
backspace,1739336707768,3542
t,1739336708016,3549
s,1739336708244,3556
space,1739336708512,3564
backspace,1739336708832,3574
backspace,1739336708986,3578
backspace,1739336709147,3583
n,1739336709979,3608
t,1739336710268,3617
s,1739336710495,3623
space,1739336710818,3633
c,1739336711089,3641
r,1739336711997,3668
e,1739336712030,3669
a,1739336712733,3691
t,1739336712999,3699
i,1739336713131,3702
n,1739336713324,3708
