Key,Time (ms),Frame
shift_l,1739339561447,62
a,1739339562019,79
s,1739339562337,89
space,1739339562660,99
t,1739339562833,104
h,1739339562921,107
e,1739339563130,113
space,1739339563248,116
s,1739339563480,123
u,1739339563656,129
n,1739339563914,136
space,1739339564105,142
s,1739339564319,148
e,1739339564571,156
t,1739339564770,162
space,1739339564969,168
o,1739339565260,177
v,1739339565444,182
e,1739339565725,191
r,1739339565810,193
space,1739339566047,200
t,1739339566282,207
h,1739339566420,211
e,1739339566584,216
space,1739339566699,220
h,1739339567017,229
l,1739339567421,242
l,1739339567575,246
backspace,1739339568091,262
backspace,1739339568267,267
i,1739339568662,279
l,1739339568893,286
l,1739339569077,291
s,1739339569641,308
comma,1739339570109,322
space,1739339570306,328
5,1739339570981,348
space,1739339571160,354
h,1739339571656,369
i,1739339571812,373
k,1739339572056,381
e,1739339572243,386
r,1739339572473,393
s,1739339572715,400
space,1739339573036,410
g,1739339573300,418
a,1739339573504,424
t,1739339573742,431
h,1739339573965,438
e,1739339574075,441
r,1739339574258,447
e,1739339575055,471
d,1739339575412,481
space,1739339575651,488
a,1739339575913,496
r,1739339576135,503
o,1739339576331,509
u,1739339576527,515
n,1739339576717,520
d,1739339576893,526
space,1739339577060,531
a,1739339577388,541
space,1739339577656,549
c,1739339577918,556
a,1739339578250,566
m,1739339578978,588
p,1739339579253,596
f,1739339580093,622
i,1739339580230,626
r,1739339580366,630
e,1739339580605,637
comma,1739339581080,651
space,1739339581284,657
t,1739339581422,662
h,1739339581565,666
e,1739339581694,670
i,1739339582209,685
r,1739339582385,690
space,1739339582591,697
p,1739339582784,702
a,1739339582957,708
backspace,1739339583323,719
backspace,1739339583494,724
b,1739339584073,741
a,1739339584244,746
c,1739339584742,761
k,1739339584950,767
p,1739339585321,779
a,1739339585486,783
c,1739339586408,811
k,1739339586592,817
s,1739339586694,820
space,1739339587081,831
e,1739339587739,851
m,1739339588039,860
b,1739339588317,868
r,1739339588565,876
o,1739339588671,879
i,1739339588866,885
d,1739339589032,890
e,1739339589776,912
r,1739339590008,919
e,1739339590187,925
d,1739339590420,931
space,1739339590676,939
w,1739339590979,948
i,1739339591109,952
t,1739339591277,957
h,1739339591445,962
space,1739339591593,967
l,1739339591781,972
e,1739339591921,977
e,1739339592164,984
t,1739339592446,992
backspace,1739339593029,1010
backspace,1739339593257,1017
t,1739339593900,1036
t,1739339594817,1063
e,1739339595170,1074
r,1739339595285,1077
s,1739339595892,1096
space,1739339596137,1103
f,1739339596218,1105
r,1739339596417,1111
o,1739339596584,1116
m,1739339596768,1122
space,1739339596954,1128
shift_r,1739339598138,1163
a,1739339598568,1176
space,1739339598939,1187
t,1739339599193,1195
o,1739339599420,1201
space,1739339599619,1207
shift_r,1739339599967,1218
shift_l,1739339600676,1239
shift_r,1739339602072,1281
z,1739339602689,1300
space,1739339603028,1310
backspace,1739339603671,1329
period,1739339604047,1340
space,1739339604263,1347
shift_r,1739339604550,1355
a,1739339604835,1364
space,1739339605205,1375
q,1739339605515,1384
u,1739339605639,1388
i,1739339605824,1394
c,1739339605984,1398
k,1739339606563,1416
space,1739339606812,1423
b,1739339607212,1435
r,1739339607429,1442
o,1739339607580,1446
w,1739339607696,1450
n,1739339607914,1456
space,1739339608117,1462
f,1739339608275,1467
o,1739339608535,1475
x,1739339608742,1481
space,1739339609077,1491
d,1739339609619,1507
a,1739339609836,1514
r,1739339610026,1520
t,1739339610592,1537
e,1739339610808,1543
d,1739339611033,1550
space,1739339611204,1555
p,1739339611632,1568
a,1739339611864,1575
s,1739339612106,1582
t,1739339612414,1591
space,1739339612643,1598
7,1739339613113,1612
space,1739339613316,1618
h,1739339613751,1631
i,1739339613944,1637
r,1739339614114,1642
p,1739339614306,1648
backspace,1739339614614,1657
backspace,1739339614782,1662
backspace,1739339614947,1667
backspace,1739339615115,1672
c,1739339615597,1687
h,1739339615795,1693
i,1739339616598,1717
r,1739339616771,1722
p,1739339617045,1730
i,1739339617394,1741
n,1739339617590,1747
g,1739339617828,1754
space,1739339618129,1763
r,1739339618606,1777
i,1739339618801,1783
backspace,1739339619377,1800
backspace,1739339619505,1804
backspace,1739339619649,1808
space,1739339620278,1827
c,1739339620801,1843
r,1739339621065,1851
i,1739339621229,1856
c,1739339621485,1863
k,1739339621822,1874
e,1739339621963,1878
t,1739339622181,1884
s,1739339622663,1899
space,1739339622942,1907
a,1739339623202,1915
n,1739339623396,1921
d,1739339624678,1959
space,1739339624857,1965
6,1739339625271,1977
space,1739339625473,1983
f,1739339625733,1991
o,1739339625868,1995
r,1739339626002,1999
backspace,1739339626737,2021
backspace,1739339626905,2026
r,1739339627243,2036
o,1739339627351,2039
g,1739339627515,2044
s,1739339627780,2052
space,1739339628037,2060
l,1739339628450,2072
e,1739339628542,2075
p,1739339628984,2088
