Key,Time (ms),Frame
shift_l,1739337382591,109
t,1739337383403,133
backspace,1739337384303,160
shift_l,1739337384950,180
a,1739337385294,190
t,1739337385725,203
space,1739337386393,223
d,1739337386775,235
a,1739337387135,245
e,1739337388188,277
w,1739337388495,286
backspace,1739337388914,299
backspace,1739337389088,304
w,1739337389411,314
n,1739337389657,321
space,1739337390293,340
backspace,1739337390737,353
comma,1739337391034,362
space,1739337391237,368
5,1739337391535,377
space,1739337391765,384
c,1739337392073,393
u,1739337392270,399
r,1739337392396,403
o,1739337392632,410
i,1739337392848,417
backspace,1739337393405,433
backspace,1739337393585,439
i,1739337394225,458
o,1739337394485,466
u,1739337394597,469
s,1739337394795,475
space,1739337395282,490
c,1739337395556,498
h,1739337395646,501
i,1739337395780,505
l,1739337396005,511
d,1739337396168,516
r,1739337396448,525
e,1739337396595,529
n,1739337396801,535
space,1739337397085,544
w,1739337397376,553
a,1739337397684,562
n,1739337398145,576
d,1739337398285,580
e,1739337398784,595
backspace,1739337399298,610
e,1739337399987,631
r,1739337400207,638
e,1739337400411,644
d,1739337400667,651
space,1739337400977,661
i,1739337401356,672
n,1739337401578,679
t,1739337401763,684
o,1739337401860,687
space,1739337402079,694
t,1739337402239,698
h,1739337402340,702
e,1739337402497,706
space,1739337402627,710
e,1739337403007,722
n,1739337403201,727
c,1739337403840,747
h,1739337403984,751
a,1739337404215,758
n,1739337404888,778
t,1739337405091,784
e,1739337405311,791
d,1739337405524,797
space,1739337405750,804
f,1739337406018,812
o,1739337406328,821
r,1739337406470,825
e,1739337407213,848
s,1739337407416,854
t,1739337407657,861
space,1739337407944,870
backspace,1739337408247,879
comma,1739337408521,887
space,1739337408700,892
g,1739337408977,901
i,1739337409200,907
backspace,1739337409668,921
u,1739337410090,934
i,1739337410268,939
l,1739337410634,950
backspace,1739337411257,969
d,1739337411437,974
e,1739337411627,980
d,1739337411805,985
space,1739337412053,993
b,1739337412388,1003
y,1739337412568,1008
space,1739337412765,1014
a,1739337412991,1021
space,1739337413275,1030
t,1739337413822,1046
r,1739337414078,1054
a,1739337414371,1062
i,1739337414546,1068
l,1739337414778,1075
space,1739337415104,1084
m,1739337415304,1090
a,1739337415393,1093
r,1739337415643,1101
k,1739337415826,1106
e,1739337415930,1109
d,1739337416149,1116
space,1739337416366,1122
w,1739337416603,1129
i,1739337416723,1133
t,1739337416903,1138
h,1739337417074,1144
space,1739337417280,1150
l,1739337417588,1159
e,1739337417727,1163
e,1739337417990,1171
backspace,1739337418655,1191
t,1739337418898,1198
t,1739337419075,1204
e,1739337419320,1211
r,1739337419522,1217
s,1739337420467,1245
space,1739337420827,1256
shift_r,1739337421672,1281
a,1739337421989,1291
space,1739337422321,1301
t,1739337422607,1310
h,1739337422965,1320
r,1739337423077,1324
o,1739337423236,1328
h,1739337423676,1342
backspace,1739337424477,1366
u,1739337424826,1376
g,1739337424993,1381
h,1739337425116,1385
space,1739337425656,1401
shift_r,1739337426289,1420
z,1739337426584,1429
space,1739337426883,1438
backspace,1739337427224,1448
period,1739337427595,1459
space,1739337427866,1467
shift_r,1739337428175,1477
t,1739337428422,1484
h,1739337428589,1489
e,1739337428746,1494
space,1739337428911,1499
q,1739337429332,1511
u,1739337429617,1520
i,1739337429789,1525
c,1739337429897,1528
k,1739337430121,1535
space,1739337430368,1542
b,1739337430694,1552
r,1739337430931,1559
w,1739337431171,1566
o,1739337431414,1574
backspace,1739337431928,1589
backspace,1739337432730,1613
o,1739337433112,1625
w,1739337433245,1629
n,1739337433420,1634
space,1739337433663,1641
f,1739337433797,1645
o,1739337433920,1649
x,1739337434115,1655
space,1739337434372,1662
p,1739337434964,1680
l,1739337435252,1689
a,1739337435379,1693
y,1739337435624,1700
f,1739337436095,1714
u,1739337436301,1720
l,1739337436512,1727
l,1739337436675,1732
y,1739337436899,1738
space,1739337437171,1746
d,1739337437515,1757
a,1739337437718,1763
r,1739337437979,1771
t,1739337438558,1788
e,1739337438749,1794
d,1739337438992,1801
space,1739337439174,1807
b,1739337439479,1816
e,1739337439711,1823
t,1739337439969,1830
w,1739337440456,1845
e,1739337440939,1859
e,1739337441108,1865
n,1739337441361,1872
space,1739337441593,1879
7,1739337442206,1897
space,1739337442414,1904
t,1739337442681,1912
o,1739337442847,1917
w,1739337442958,1920
e,1739337443231,1928
r,1739337443414,1934
i,1739337443581,1939
n,1739337443776,1945
g,1739337444863,1977
space,1739337445076,1984
t,1739337445267,1989
r,1739337445439,1994
e,1739337445612,2000
e,1739337445774,2005
s,1739337446087,2014
comma,1739337446446,2025
space,1739337446685,2032
w,1739337446902,2038
h,1739337447104,2044
i,1739337447270,2049
l,1739337447472,2055
e,1739337447758,2064
space,1739337448038,2072
6,1739337448578,2089
space,1739337448874,2098
g,1739337449279,2110
r,1739337449475,2116
backspace,1739337449902,2128
backspace,1739337450076,2134
f,1739337450620,2150
r,1739337450816,2156
o,1739337450909,2159
g,1739337451103,2164
s,1739337451418,2174
space,1739337451696,2182
l,1739337452115,2195
e,1739337452277,2200
a,1739337452446,2205
p,1739337452608,2210
t,1739337453108,2225
space,1739337453405,2233
i,1739337453546,2238
n,1739337453758,2244
t,1739337453922,2249
o,1739337454078,2254
space,1739337454318,2261
a,1739337454600,2269
space,1739337454853,2277
0,1739337456093,2314
space,1739337456397,2323
d,1739337456610,2330
e,1739337456911,2339
g,1739337457493,2356
r,1739337457705,2362
e,1739337457764,2364
e,1739337457927,2369
space,1739337459370,2412
c,1739337460118,2435
r,1739337460428,2444
y,1739337460766,2454
s,1739337460904,2458
t,1739337461129,2465
a,1739337461455,2475
l,1739337461588,2479
l,1739337461759,2484
space,1739337461958,2490
backspace,1739337462247,2499
backspace,1739337462412,2504
space,1739337462886,2518
c,1739337463237,2528
l,1739337463463,2535
e,1739337463649,2541
a,1739337463826,2546
r,1739337464033,2552
space,1739337464385,2563
p,1739337464655,2571
o,1739337464925,2579
n,1739337465295,2590
d,1739337465495,2596
period,1739337466767,2634
space,1739337466990,2641
shift_l,1739337467353,2652
o,1739337467444,2655
v,1739337468109,2675
e,1739337468424,2684
r,1739337468570,2688
space,1739337468955,2700
backspace,1739337469427,2714
h,1739337470176,2737
e,1739337470366,2742
a,1739337470480,2746
