Key,Time (ms),Frame
shift_l,1739342188465,86
i,1739342188759,95
n,1739342189007,102
space,1739342189286,111
2,1739342189828,127
0,1739342190441,145
backspace,1739342191060,164
0,1739342191571,179
2,1739342192020,193
4,1739342192455,206
space,1739342192735,214
backspace,1739342193059,224
comma,1739342193540,238
space,1739342193761,245
8,1739342194560,269
6,1739342195773,305
5,1739342196387,324
4,1739342197482,356
3,1739342197882,368
2,1739342198126,376
space,1739342198384,384
r,1739342198781,395
e,1739342199080,404
s,1739342199627,421
e,1739342199917,430
r,1739342200405,444
c,1739342200721,454
h,1739342200943,460
backspace,1739342201258,470
backspace,1739342201395,474
backspace,1739342201541,478
a,1739342201927,490
r,1739342202146,496
c,1739342202431,505
h,1739342202558,509
e,1739342202805,516
r,1739342202995,522
s,1739342203267,530
space,1739342203580,539
c,1739342203769,545
o,1739342203890,549
l,1739342204057,554
k,1739342204231,559
backspace,1739342205221,589
l,1739342205744,604
a,1739342206095,615
b,1739342206343,622
o,1739342207259,650
r,1739342207495,657
a,1739342207740,664
t,1739342207887,669
e,1739342208148,676
d,1739342208390,684
space,1739342208561,689
o,1739342208703,693
n,1739342208928,700
space,1739342209260,710
6,1739342210516,748
2,1739342211489,777
3,1739342211746,784
8,1739342213411,834
7,1739342213631,841
backspace,1739342214319,862
backspace,1739342214490,867
4,1739342215477,896
8,1739342215737,904
7,1739342215901,909
space,1739342216216,919
o,1739342216711,933
r,1739342216950,941
i,1739342216991,942
backspace,1739342217528,958
backspace,1739342217676,962
backspace,1739342217820,967
p,1739342218129,976
r,1739342218379,983
i,1739342218599,990
e,1739342219038,1003
backspace,1739342219369,1013
backspace,1739342219569,1019
o,1739342219853,1028
j,1739342220092,1035
e,1739342220305,1041
c,1739342220545,1048
t,1739342220771,1055
s,1739342221007,1062
space,1739342221260,1070
f,1739342221442,1075
r,1739342221718,1084
o,1739342221991,1092
backspace,1739342222327,1102
backspace,1739342222508,1107
o,1739342222785,1116
r,1739342223006,1122
space,1739342223650,1142
7,1739342224390,1164
8,1739342224627,1171
9,1739342225773,1205
0,1739342226904,1239
1,1739342227713,1263
2,1739342228009,1272
3,1739342228351,1283
space,1739342228744,1294
n,1739342229168,1307
o,1739342229337,1312
n,1739342229481,1316
t,1739342229681,1322
h,1739342229770,1325
backspace,1739342230037,1333
backspace,1739342230176,1337
backspace,1739342230314,1341
backspace,1739342230485,1347
backspace,1739342231039,1363
m,1739342231337,1372
o,1739342231533,1378
t,1739342231768,1385
backspace,1739342232199,1398
n,1739342232407,1404
t,1739342232591,1410
h,1739342232660,1412
s,1739342232835,1417
space,1739342233107,1425
backspace,1739342233517,1438
comma,1739342233835,1447
space,1739342234060,1454
c,1739342234225,1459
o,1739342234405,1464
n,1739342234722,1474
d,1739342235142,1486
u,1739342235377,1493
c,1739342235458,1496
t,1739342235750,1505
i,1739342235943,1510
n,1739342236124,1516
space,1739342237236,1549
backspace,1739342237602,1560
g,1739342237993,1572
space,1739342238206,1578
2,1739342238541,1588
1,1739342238913,1599
2,1739342239546,1618
backspace,1739342240626,1651
3,1739342240981,1661
4,1739342241229,1669
5,1739342242023,1693
space,1739342242741,1714
