Frame,Key
40,h
46,e
58,l
63,l
68,o
72,space
79,j
85,o
94,u
108,delete
113,h
120,n
126,space
150,delete
158,comma
163,space
167,t
169,h
175,a
179,n
184,k
188,space
194,y
198,o
207,space
219,delete
240,u
255,space
264,f
268,o
272,r
276,space
284,s
289,h
301,o
309,p
314,p
318,i
324,n
327,g
337,space
346,a
351,t
356,space
362,o
367,r
383,delete
388,u
392,r
397,space
405,w
410,e
417,b
424,s
428,i
431,t
435,e
440,space
461,delete
468,dot
473,space
478,w
482,e
488,space
496,g
507,u
513,a
519,r
531,e
535,n
544,delete
548,delete
551,a
554,n
559,t
563,e
568,e
578,space
623,y
628,o
632,u
638,r
643,space
648,s
653,t
658,a
671,delete
675,delete
678,a
682,t
687,i
691,s
701,f
706,a
712,c
718,t
722,i
730,n
742,delete
748,o
751,n
782,space
785,w
789,i
792,t
797,h
801,space
810,o
815,u
821,r
828,space
834,h
838,i
841,g
845,h
851,space
864,q
868,u
874,i
888,delete
891,a
896,l
900,i
907,g
916,delete
920,t
923,y
929,space
935,p
939,r
941,o
945,j
948,e
960,delete
964,delete
969,d
977,u
981,c
988,t
1015,s
1025,space
1029,a
1034,n
1037,d
1042,space
1131,c
1136,u
1139,s
1144,t
1148,o
1154,m
1157,e
1161,r
1170,space
1194,s
1201,u
1207,p
1211,p
1214,o
1219,r
1225,t
1254,dot
1259,space
1265,i
1282,delete
1287,s
1290,i
1296,n
1301,c
1308,e
1314,space
1332,y
1337,o
1340,u
1352,r
1358,space
1364,e
1371,x
1384,p
1388,e
1392,r
1399,t
1403,i
1405,e
1411,s
1417,e
1424,delete
1429,delete
1434,s
1443,delete
1448,delete
1451,s
1457,e
1465,space
1492,w
1496,i
1505,delete
1509,delete
1514,delete
1518,delete
1528,delete
1534,delete
1540,delete
1564,i
1575,e
1580,n
1586,c
1592,e
1598,space
1601,w
1604,i
1609,t
1613,h
1618,space
1629,t
1632,h
1637,e
1638,space
1643,o
1673,r
1678,d
1684,e
1687,r
1696,space
1716,d
1719,i
1728,d
1739,space
1753,n
1757,o
1760,t
1765,space
1776,l
1781,i
1785,v
1789,e
1793,space
1797,u
1803,p
1807,space
1826,t
1830,o
1835,space
1846,o
1851,u
1855,r
1860,space
1869,h
1873,i
1884,g
1892,h
1899,space
1905,s
1910,t
1924,a
1929,n
1934,d
1945,a
1950,r
1955,d
1980,s
1990,comma
1994,space
1997,w
2002,e
2007,space
2013,h
2016,a
2020,v
2027,e
2031,space
2051,i
2057,s
2061,s
2064,u
2068,e
2074,d
2080,space
2094,y
2098,o
2102,u
2108,space
2114,a
2127,space
2169,c
2177,r
2191,e
2197,d
2203,i
2208,t
2237,space
2243,i
2249,n
2255,space
2264,t
2268,h
2271,e
2276,space
2283,a
2286,m
2292,o
2298,u
2304,n
2307,g
2317,t
2323,delete
2326,delete
2331,delete
2334,t
2356,delete
2362,n
2366,t
2373,space
2389,o
2392,f
2396,space
2402,a
2409,space
2433,h
2461,u
2467,n
2471,d
2480,r
2488,e
2496,d
2507,dot
2515,space
2566,p
2573,l
2578,e
2588,a
2593,s
2599,e
2603,space
2609,a
2611,l
2616,l
2621,o
2623,w
2631,space
2648,t
2651,h
2654,r
2658,e
2664,space
2669,t
2674,o
2680,space
2686,delete
2690,delete
2694,delete
2698,delete
2701,e
2706,space
2709,t
2713,o
2718,space
2728,f
2731,i
2738,v
2744,e
