Frame,Key
50,d
57,e
62,a
65,r
70,space
80,j
87,a
90,n
95,e
101,space
120,delete
131,comma
137,space
149,i
155,space
159,h
164,o
170,p
176,e
182,space
206,t
209,h
213,i
216,s
221,space
255,m
258,e
275,s
280,s
285,a
294,n
304,delete
308,g
314,e
320,space
334,f
338,i
343,n
346,d
351,s
358,space
372,y
379,o
381,u
389,space
399,i
404,n
409,space
473,g
478,o
482,o
485,d
489,space
500,s
505,p
512,i
519,r
537,i
542,t
553,space
574,delete
577,s
589,dot
593,space
601,a
609,delete
614,i
620,space
624,a
628,m
633,space
640,w
647,i
650,r
655,i
660,t
666,delete
671,delete
675,delete
679,delete
689,r
692,i
697,t
699,i
704,n
708,g
713,space
735,t
738,o
742,space
746,u
753,p
755,d
761,a
767,e
778,delete
781,t
784,e
789,space
795,y
800,o
804,u
809,space
830,o
835,n
840,space
845,t
851,h
855,e
858,space
881,q
885,u
891,i
894,r
899,e
916,delete
923,k
931,y
936,space
964,p
971,r
983,o
988,j
993,e
1001,c
1008,t
1012,space
1020,w
1025,e
1029,space
1034,h
1038,a
1045,v
1051,e
1054,space
1064,b
1071,e
1076,e
1080,n
1086,space
1095,w
1098,o
1102,r
1105,k
1110,i
1115,n
1117,g
1121,space
1127,o
1131,n
1155,dot
1161,space
1166,t
1169,h
1172,e
1175,space
1182,t
1187,a
1193,s
1199,k
1204,space
1223,h
1228,a
1232,s
1238,space
1245,b
1256,e
1264,n
1278,delete
1284,e
1290,n
1296,space
1328,q
1335,u
1337,i
1341,t
1344,e
1348,space
1357,c
1362,h
1367,a
1375,l
1381,l
1384,e
1393,n
1405,delete
1414,n
1421,g
1441,i
1446,n
1449,g
1453,space
1490,delete
1498,comma
1504,space
1511,w
1514,i
1518,t
1522,h
1526,space
1532,m
1536,a
1553,n
1562,y
1567,space
1574,q
1577,u
1583,i
1586,c
1602,k
1614,delete
1619,delete
1623,delete
1627,delete
1631,delete
1639,t
1645,r
1649,i
1654,c
1658,k
1668,l
1677,y
1683,delete
1687,delete
1692,y
1698,space
1733,s
1747,delete
1750,a
1753,s
1760,p
1766,i
1773,e
1782,delete
1787,delete
1787,e
1793,c
1803,t
1809,space
1819,t
1830,delete
1843,delete
1852,s
1856,space
1859,t
1864,h
1868,a
1874,t
1878,space
1890,r
1893,e
1900,g
1917,delete
1922,q
1925,u
1931,i
1934,r
1937,e
1982,e
1988,d
1992,space
1997,a
2005,delete
2010,delete
2014,delete
2018,delete
2022,d
2026,space
2031,a
2038,g
2046,delete
2051,space
2055,g
2060,r
2064,a
2075,delete
2078,e
2082,a
2084,t
2089,e
2098,space
2102,delete
2108,delete
2115,space
2142,d
2148,e
2151,e
2167,a
2180,delete
2184,delete
2188,a
2192,l
2197,space
2201,o
2204,f
2209,space
2243,p
2247,r
2253,e
2261,c
2264,i
2270,s
2275,i
2279,o
2283,n
2311,space
2318,a
2323,n
2325,d
2331,space
2343,e
2351,x
2358,p
2361,e
2367,r
2376,t
2379,i
2384,e
2390,s
2402,delete
2407,delete
2411,s
2425,e
2435,space
2499,dot
2517,delete
2522,delete
2537,dot
2546,space
2561,o
2567,u
2573,r
2577,space
2581,t
2591,e
2597,a
2606,m
2614,space
2648,i
2654,n
2667,c
2673,l
2681,d
2693,delete
2698,u
2701,d
2705,i
2710,n
2713,g
2717,space
2750,j
2756,a
2762,c
2774,k
2779,space
2826,a
2833,n
2836,d
2849,space
2865,z
2873,a
2880,r
2885,a
2893,space
2915,delete
2923,comma
2928,space
2936,h
2941,a
2947,s
2953,space
2958,b
2965,e
2970,e
2981,n
2992,space
3021,d
3025,i
3035,l
3041,i
3056,g
3061,e
3065,n
3068,t
3084,l
3092,y
3121,space
3148,a
3161,d
3167,d
3179,r
3182,e
3190,s
3201,s
3207,i
3213,n
3219,g
3232,space
3257,t
3262,h
3266,e
3274,s
3283,e
3288,space
3296,c
3303,o
3312,p
3321,l
3331,delete
3336,delete
3342,m
3350,p
3357,l
3364,e
3372,x
3380,space
3386,i
3390,s
3394,s
3400,u
3405,e
3412,space
3567,delete
3578,dot
3589,delete
3593,s
3598,dot
3604,space
