Frame,Key
49,a
64,dot
68,space
73,a
77,p
83,p
88,l
93,e
114,comma
120,space
121,a
126,n
133,t
138,space
146,delete
153,comma
159,space
170,a
175,r
189,t
194,i
198,s
205,space
216,delete
220,t
227,comma
232,space
240,a
247,i
250,r
262,p
264,l
280,a
286,n
291,e
317,comma
324,space
337,a
344,r
355,r
360,o
366,w
373,comma
379,space
417,a
428,d
434,v
444,e
450,n
464,t
473,u
475,r
479,e
501,comma
507,space
516,a
522,r
530,m
536,r
549,delete
555,o
559,r
581,comma
588,space
596,a
598,l
609,i
628,e
629,n
650,comma
655,space
661,a
667,v
673,e
692,n
698,u
703,e
710,comma
718,space
728,a
733,n
740,c
743,h
748,o
753,r
765,comma
796,delete
805,dot
811,space
822,b
828,dot
835,space
858,b
864,a
867,n
871,a
883,n
887,a
902,comma
907,space
915,b
920,o
926,a
938,t
944,comma
950,space
967,b
974,r
978,i
983,g
1000,delete
1001,d
1008,g
1011,e
1017,comma
1026,space
1049,b
1062,u
1067,t
1072,t
1078,e
1082,r
1089,f
1095,l
1100,y
1118,comma
1127,space
1138,b
1144,a
1154,l
1159,l
1164,o
1170,n
1177,n
1194,delete
1199,delete
1217,o
1222,n
1230,comma
1238,space
1246,b
1248,u
1255,t
1260,t
1265,o
1270,n
1292,comma
1298,space
1305,b
1310,a
1314,r
1328,delete
1337,k
1342,e
1345,r
1355,y
1379,comma
1384,space
1390,b
1398,r
1403,e
1422,e
1433,z
1440,e
1448,comma
1451,space
1465,b
1472,r
1480,e
1487,a
1493,c
1501,delete
1505,delete
1509,delete
1509,a
1525,c
1531,e
1539,l
1542,e
1547,t
1552,comma
1560,space
1590,b
1596,i
1613,c
1619,y
1626,c
1629,l
1636,e
1644,comma
1650,space
1667,delete
1672,delete
1678,dot
1682,space
1687,c
1693,a
1700,t
1707,dot
1714,space
1753,delete
1757,delete
1764,comma
1772,c
1774,space
1786,delete
1790,delete
1793,space
1798,c
1805,a
1809,r
1816,comma
1821,space
1849,c
1854,i
1860,r
1874,c
1877,l
1882,e
1886,comma
1891,space
1913,c
1919,a
1926,s
1935,t
1944,l
1949,e
1954,comma
1960,space
1984,c
1998,l
2006,o
2013,u
2021,d
2049,comma
2056,space
2064,c
2068,a
2073,n
2077,d
2083,l
2088,e
2097,comma
2100,space
2132,c
2136,a
2140,m
2152,e
2161,r
2166,a
2173,comma
2181,space
2201,c
2205,h
2209,i
2223,delete
2228,a
2231,i
2236,r
2241,comma
2249,space
2277,c
2281,l
2287,o
2292,c
2296,k
2305,comma
2310,space
2335,c
2342,a
2353,c
2363,t
2369,u
2374,s
2382,comma
2401,delete
2410,dot
2415,space
2437,d
2443,dot
2449,space
2457,g
2461,o
2468,g
2478,delete
2483,delete
2486,delete
2491,d
2495,o
2499,g
2503,comma
2511,space
2542,d
2549,o
2555,l
2572,p
2577,h
2580,i
2585,n
2591,comma
2600,space
2630,d
2645,r
2649,a
2660,g
2670,o
2674,n
2687,comma
2697,space
2709,d
2713,o
2717,o
2725,r
2733,comma
2738,space
2771,d
2776,i
2783,a
2789,n
2816,delete
2823,m
2828,o
2833,n
2839,d
2841,comma
2850,space
2898,d
2904,a
2910,c
2916,n
2923,delete
2927,delete
2932,n
2937,c
2944,e
2950,r
2955,comma
2961,space
2974,d
2979,e
2990,s
2991,e
2996,r
3002,t
3006,comma
3012,space
3044,d
3050,e
3055,s
3060,k
3068,comma
3074,space
3082,d
3092,r
3099,u
3106,m
3116,comma
3122,space
3129,d
3133,i
3139,n
3146,o
3160,s
3177,a
3181,u
3186,r
3197,comma
3204,space
3243,e
3257,delete
3264,delete
3269,delete
3276,dot
3281,space
3285,e
3290,dot
3297,space
3308,e
3309,l
3311,e
3338,p
3343,h
3347,a
3350,n
3355,t
3359,comma
3363,space
3422,e
3428,a
3435,g
3441,l
3444,e
3450,comma
3457,space
3479,e
3486,n
3491,v
3495,e
3508,l
3514,o
3520,p
3524,e
3529,comma
3536,space
3560,e
3563,n
3569,g
3572,i
3577,n
3587,e
3593,comma
3600,space
3623,e
3629,a
3633,r
3642,t
3646,h
3658,comma
3666,space
3681,e
3688,g
3693,g
3699,comma
3704,space
3724,e
3739,r
3745,a
3756,s
3762,e
3766,r
3773,comma
3779,space
3806,e
3810,l
3813,e
3826,v
3833,a
3837,t
3844,o
3848,r
3854,comma
3860,space
3890,e
3894,n
3897,e
3901,r
3909,g
3915,y
3921,space
3932,delete
3939,comma
3942,space
3950,e
3956,m
3960,e
3966,r
3980,a
3989,l
4001,s
4016,delete
4018,d
4025,comma
4033,space
4056,delete
4062,delete
4070,dot
4075,space
4103,delete
4108,delete
4114,delete
4168,dot
4174,space
4180,f
4190,dot
4196,space
4203,f
4207,i
4211,s
4217,h
4225,comma
4233,space
4244,f
4247,i
4251,r
4262,delete
4266,delete
4271,r
4273,o
4278,g
4284,h
4294,comma
4301,delete
4305,delete
