Frame,Key
38,j
44,u
51,n
64,delete
68,delete
74,e
78,n
84,n
97,i
115,f
124,e
128,r
134,comma
139,space
153,t
157,h
162,a
166,n
172,k
172,s
180,space
193,f
196,o
200,r
205,space
210,h
214,o
217,s
225,t
230,i
236,n
239,g
246,space
265,t
267,h
271,e
275,space
282,m
285,e
291,e
296,t
300,i
305,n
310,g
315,space
334,y
337,e
344,s
350,t
355,e
359,r
366,d
371,a
376,y
402,dot
407,space
413,s
416,o
422,r
426,r
433,y
438,space
452,delete
468,space
475,delete
482,comma
488,space
493,i
498,space
502,h
516,e
527,delete
531,a
535,d
542,space
547,t
554,o
559,space
565,l
568,e
586,a
591,v
597,e
602,space
609,b
613,u
620,t
624,space
631,i
637,space
646,h
650,e
658,a
672,delete
676,delete
679,a
685,d
691,space
697,t
700,o
705,space
710,m
714,e
719,e
725,t
730,i
742,delete
749,space
755,i
757,w
772,delete
776,delete
784,w
789,i
794,t
798,h
803,space
811,b
817,e
822,t
827,h
833,space
851,p
862,e
869,a
875,r
883,l
901,m
909,a
913,n
924,dot
930,space
954,i
961,space
970,b
975,l
980,e
991,delete
997,delete
1001,e
1007,l
1010,e
1021,i
1030,delete
1035,delete
1040,i
1045,v
1051,e
1058,d
1078,delete
1086,space
1093,t
1098,h
1100,e
1110,r
1123,e
1129,space
1136,w
1144,a
1150,s
1158,space
1164,a
1172,space
1176,l
1183,o
1186,t
1191,space
1197,o
1202,f
1207,space
1235,g
1242,o
1246,o
1251,d
1256,space
1269,i
1274,n
1279,f
1283,o
1291,m
1306,delete
1334,r
1341,m
1344,a
1348,t
1352,i
1358,o
1363,n
1392,space
1401,e
1409,x
1418,t
1431,delete
1433,c
1439,h
1445,a
1450,n
1455,g
1459,e
1465,d
1471,space
1500,t
1513,delete
1516,a
1521,n
1524,d
1529,space
1532,t
1538,h
1543,a
1548,t
1555,space
1561,i
1566,s
1572,space
1576,w
1582,h
1590,y
1597,space
1605,w
1611,e
1617,space
1623,r
1628,a
1633,n
1640,space
1647,s
1652,o
1658,space
1661,l
1668,a
1674,t
1679,e
1693,dot
1700,space
1710,i
1715,space
1724,c
1731,e
1737,r
1745,a
1750,t
1762,delete
1768,delete
1770,t
1775,a
1781,i
1787,n
1815,l
1823,y
1829,space
1834,c
1849,a
1855,m
1861,e
1865,space
1875,a
1907,w
1914,a
1923,y
1929,space
1934,w
1938,i
1943,t
1948,h
1954,space
1967,a
1973,space
1979,d
1986,i
1994,f
1999,f
2005,e
2010,r
2016,e
2023,n
2027,t
2034,space
2052,i
2058,n
2062,s
2066,i
2073,g
2081,t
2095,delete
2102,h
2106,t
2113,space
2171,t
2175,o
2179,space
2185,e
2191,n
2217,r
2221,o
2227,n
2231,space
2236,t
2240,h
2242,a
2246,t
2251,space
2255,i
2261,space
2265,d
2270,i
2274,d
2281,space
2308,n
2313,o
2319,t
2320,space
2329,h
2332,a
2338,v
2344,e
2348,space
2369,b
2375,e
2383,f
2391,o
2396,r
2400,e
2407,space
2420,w
2425,e
2430,space
2435,m
2439,e
2444,e
2454,delete
2460,t
2467,dot
2473,space
2492,r
2495,e
2506,g
2513,a
2518,r
2524,d
2530,i
2536,n
2541,g
2546,space
2549,t
2557,h
2560,e
2565,space
2585,r
2594,e
2605,l
2609,a
2614,t
2621,i
2629,o
2634,n
2638,a
2652,delete
2658,s
2661,h
2665,i
2672,p
2679,space
2711,b
2718,e
2745,t
2758,w
2765,e
2768,e
2777,n
2787,space
2797,e
2814,delete
2818,c
2830,e
2847,delete
2854,o
2860,m
2866,p
2875,a
2884,g
2901,delete
2905,q
2911,space
2917,a
2921,n
2925,d
2929,space
2934,e
2939,n
2945,r
2949,o
2958,n
2987,comma
2992,space
2997,i
3002,space
3007,n
3010,e
3015,e
3020,e
3031,delete
3035,d
3041,space
3049,t
3053,o
3058,space
3068,m
3071,a
3077,k
3080,e
3085,space
3090,s
3094,o
3099,m
3104,e
3109,space
3156,t
3161,h
3164,i
3170,n
3173,g
3179,s
3184,space
3197,a
3202,r
3205,e
3210,space
3231,v
3237,e
3244,r
3253,y
3258,space
3263,c
3268,l
3272,e
3278,a
3282,r
3318,space
3322,i
3328,n
3333,space
3344,o
3349,u
3353,r
3359,space
3375,o
3379,g
3397,delete
3403,delete
3408,g
3412,o
3418,space
3436,f
3441,o
3446,r
3464,w
3475,r
3488,delete
3492,a
3496,r
3504,d
3512,space
3535,s
3540,t
3546,a
3570,delete
3580,r
3585,a
3591,t
3597,e
3608,g
3616,y
3641,dot
3647,space
3653,a
3660,t
3666,space
3669,t
3674,h
3677,e
3682,space
3687,e
3693,n
3695,d
3700,space
3706,o
3711,f
3717,space
3720,t
3724,h
3726,e
3731,space
3737,d
3742,a
3746,t
3750,e
3761,delete
3767,delete
3773,y
3801,comma
3807,space
3810,t
3817,h
3820,e
3825,space
3832,a
3839,c
3843,c
3849,o
3854,u
3861,n
3865,t
3873,space
3876,t
3881,e
3888,a
3893,m
3919,comma
3924,space
3932,d
3938,a
3945,v
3950,e
3956,space
3968,s
3988,p
3993,r
3998,u
4013,delete
4018,delete
4022,u
4026,r
4033,l
4039,i
4044,n
4053,space
4059,u
4065,p
4070,space
4077,t
4079,h
4084,r
4087,o
4095,u
4100,g
4106,h
4112,space
4135,j
4141,e
4148,f
4153,f
4195,comma
4200,space
4204,m
4213,y
4216,s
4225,i
4234,e
4241,delete
4244,delete
4248,e
4252,l
4256,f
4263,comma
4269,space
4282,delete
4287,delete
4292,space
4297,a
4301,n
4305,d
4309,space
4325,j
4330,e
4338,r
4343,r
4350,y
4359,comma
4364,space
4369,o
4372,w
4378,n
4384,space
4390,t
4394,h
4398,e
4403,space
4411,r
4414,e
4421,s
4428,p
4434,o
4445,i
4452,n
4460,delete
4465,delete
4470,n
4474,s
4478,i
4483,t
4501,delete
4505,b
4509,i
4514,l
4520,t
4522,i
4535,delete
4540,delete
4547,i
4552,t
4556,y
4561,space
4586,f
4590,o
4593,r
4597,space
4601,t
4605,h
4608,e
4613,space
4618,e
4645,n
4652,r
4658,o
4663,n
4668,space
4690,r
4693,e
4699,l
4704,a
4708,t
4716,i
4724,o
4729,n
4738,s
4742,h
4745,i
4752,p
4776,dot
4781,space
4785,i
4789,f
4794,space
4802,c
4806,o
4824,p
4836,delete
4842,r
4846,p
4851,o
4862,r
4868,a
4872,t
4878,e
4894,space
4916,f
4922,o
4928,l
4950,k
4957,s
4963,space
4969,a
4975,r
4978,e
4981,space
4988,m
4993,a
4997,k
5003,i
5008,n
5012,g
5016,space
5023,d
5033,i
5048,delete
5051,e
5058,a
5064,l
5070,s
5077,space
5091,delete
5104,space
5109,w
5109,i
5118,t
5123,h
5130,space
5136,e
5144,n
5150,r
5154,o
5164,r
5174,delete
5180,n
5196,comma
5201,space
5204,w
5210,e
5217,space
5223,s
5230,t
5235,i
5240,l
5245,l
5248,space
5295,h
5299,a
5306,v
5312,e
5315,space
5328,t
5331,o
5337,space
5342,m
5345,a
5350,n
5363,a
5368,g
5372,e
5378,space
5402,t
5406,h
5409,e
5414,space
5426,a
5432,c
5435,c
5448,o
5454,u
5459,n
5464,t
5487,dot
5493,space
5499,p
5504,e
5524,t
5530,e
5537,r
5544,space
5581,b
5603,l
5607,a
5614,c
5617,k
5631,m
5635,o
5639,r
5642,e
5647,space
5664,i
5666,s
5671,space
5681,v
5686,e
5690,r
5697,y
5704,space
5711,c
5716,l
5721,e
5725,a
5730,r
5734,space
5753,a
5758,b
5762,o
5765,u
5769,t
5772,space
5775,t
5780,h
5782,a
5787,t
5794,space
5833,dot
5838,space
5848,delete
5853,delete
5857,delete
5868,dot
5877,space
5881,h
5885,e
5896,s
5908,delete
5912,space
5916,w
5922,a
5927,s
5933,space
5938,a
5942,l
5948,w
5955,a
5960,y
5964,s
5979,space
5996,p
6001,e
6004,r
6035,delete
6038,delete
6046,r
6049,e
6064,s
6068,e
6079,r
6091,v
6097,e
6102,d
6106,space
6109,t
6115,h
6117,e
6122,space
6132,i
6137,n
6143,t
6149,e
6158,g
6167,r
6173,i
6178,t
6183,y
6190,space
6204,o
6207,f
6211,space
6214,t
6220,h
6223,e
6229,space
6240,a
6246,c
6250,c
6255,o
6260,u
6266,n
6272,t
6279,space
6282,t
6289,e
6295,a
6298,m
6333,space
6341,a
6347,s
6353,space
6360,b
6367,e
6375,i
6380,n
6383,g
6388,space
6398,r
6401,e
6417,s
6424,p
6428,o
6435,n
6439,s
6443,i
6448,b
6452,l
6456,e
6461,space
6474,f
6478,o
6483,r
6487,space
6491,t
6495,h
6498,e
6502,space
6508,c
6514,u
6518,s
6524,t
6528,o
6533,m
6539,e
6546,r
6587,dot
6593,space
6598,t
6603,h
6608,a
6612,t
6618,space
6623,i
6627,s
6632,space
6635,w
6640,h
6646,y
6653,space
6672,w
6679,e
6684,space
6690,n
6696,e
6701,e
6707,d
6711,space
6714,t
6721,o
6725,space
6735,k
6739,e
6743,e
6747,p
6753,space
6763,d
6769,a
6776,v
6780,e
6785,space
6818,f
6823,o
6826,c
6833,u
6837,s
6842,e
6848,d
6853,space
6870,a
6875,n
6879,d
6883,space
6888,k
6894,n
6898,o
6901,w
6906,i
6911,n
6916,g
6920,space
6924,t
6931,h
6936,a
6941,t
6947,space
6956,t
6961,r
