Frame,Key
30,t
35,h
40,e
44,space
49,f
53,i
57,v
63,e
76,space
86,b
92,o
96,x
100,i
105,n
109,g
115,space
138,w
148,i
158,z
165,a
171,r
177,d
203,s
207,space
212,j
217,u
223,m
229,p
237,space
243,q
247,u
252,i
255,c
262,k
271,l
279,y
306,comma
312,dot
318,space
323,p
328,a
333,c
337,k
344,space
353,m
360,y
365,space
372,b
375,o
380,x
386,space
390,w
394,i
399,t
404,h
408,space
414,f
417,i
427,e
438,delete
442,v
447,e
452,space
458,d
461,o
470,z
476,e
479,n
487,space
519,l
527,i
534,q
540,u
546,i
558,delete
564,o
567,r
596,space
603,j
609,u
613,g
619,s
640,comma
649,dot
655,space
666,g
672,o
678,space
689,l
693,a
699,z
704,y
711,space
720,f
726,a
731,t
740,comma
754,delete
760,space
765,v
770,i
779,x
786,e
789,n
796,space
832,b
838,e
842,space
847,s
851,h
856,r
859,e
884,w
890,e
895,d
901,space
917,j
922,u
927,m
933,p
941,l
952,delete
955,space
959,q
961,u
966,i
969,c
975,k
984,l
991,y
996,space
1014,delete
1022,comma
1028,dot
1033,space
1042,w
1049,h
1053,e
1058,n
1063,space
1070,z
1078,o
1083,o
1090,b
1097,i
1101,e
1107,s
1113,space
1130,a
1136,r
1140,r
1149,i
1157,v
1163,e
1168,s
1174,space
1187,delete
1193,comma
1197,space
1201,q
1205,u
1209,i
1212,c
1218,k
1228,space
1256,delete
1263,l
1268,y
1275,space
1285,f
1290,a
1296,x
1303,space
1326,j
1332,u
1337,d
1346,a
1355,g
1362,delete
1366,delete
1368,g
1372,e
1379,space
1407,p
1412,a
1417,t
1423,comma
1428,dot
1434,space
1448,a
1453,m
1457,a
1463,z
1469,i
1474,n
1478,g
1484,l
1491,y
1499,space
1508,f
1514,e
1518,w
1525,space
1532,d
1537,i
1540,s
1548,c
1552,o
1558,t
1562,h
1567,e
1580,delete
1611,q
1625,delete
1628,e
1634,q
1638,u
1642,e
1649,s
1655,space
1693,p
1698,r
1700,o
1706,v
1710,i
1714,d
1720,e
1725,s
1731,space
1752,delete
1756,delete
1760,space
1763,j
1769,u
1775,k
1781,e
1787,space
1795,b
1801,o
1805,x
1811,e
1816,s
1838,comma
1844,dot
1850,space
1862,p
1869,u
1877,z
1882,z
1890,l
1895,e
1900,d
1906,space
1918,delete
1923,delete
1928,space
1951,delete
1957,d
1964,space
1979,w
1983,o
1991,e
1996,m
2006,delete
2010,delete
2017,m
2019,e
2023,n
2033,space
2090,b
2096,e
2116,q
2122,u
2129,i
2143,delete
2145,e
2152,a
2200,t
2203,h
2206,a
2216,space
2251,j
2259,u
2269,delete
2272,e
2276,r
2281,k
2294,e
2309,delete
2311,s
2319,space
2354,v
2359,e
2362,r
2369,y
2374,space
2398,e
2406,x
2414,o
2418,t
2425,i
2428,c
2437,space
2463,g
2470,i
2484,f
2491,t
2500,s
2507,space
2537,delete
2559,dot
2578,delete
2586,comma
2592,dot
2599,space
2608,t
2612,h
2618,e
2623,space
2629,q
2633,u
2638,i
2645,c
2649,k
2656,space
2699,o
2705,n
2712,y
2717,x
2728,space
2759,g
2765,l
2777,delete
2783,o
2787,b
2790,l
2797,i
2801,n
2807,space
2831,j
2836,u
2843,m
2847,p
2854,s
2859,space
2862,o
2866,v
2873,e
2877,r
2882,space
2888,t
2891,h
2894,e
2899,space
2903,l
2909,a
2914,z
2920,y
2927,space
2942,d
2959,w
2966,a
2970,r
2983,f
3019,comma
3029,dot
3036,space
3076,b
3083,r
3089,a
3099,w
3153,n
3160,y
3166,space
3171,g
3175,o
