Key,Frame
b,192
b,199
e,261
n,266
e,272
a,280
t,284
h,290
space,296
t,303
h,307
e,313
space,316
b,323
r,331
i,335
g,337
h,341
t,346
space,351
e,363
n,367
e,370
backspace,389
backspace,392
v,411
e,419
n,424
i,429
n,433
g,440
space,447
s,453
k,458
y,466
comma,479
space,487
5,494
space,498
y,508
o,515
u,519
n,525
g,531
space,539
e,550
x,560
p,572
l,592
backspace,608
l,633
o,638
e,655
r,662
backspace,677
backspace,682
r,701
e,710
r,713
s,723
space,728
g,733
a,750
t,756
h,760
e,767
r,770
space,776
backspace,789
e,801
d,809
space,813
t,816
o,823
space,826
g,830
backspace,846
c,865
o,872
u,877
n,884
t,886
space,893
t,898
h,902
e,909
space,915
s,918
t,923
r,934
s,947
backspace,956
backspace,962
a,978
r,985
s,994
comma,1010
space,1014
e,1020
a,1028
c,1034
h,1037
space,1045
t,1055
a,1060
k,1065
i,1070
n,1076
g,1081
space,1085
t,1091
u,1098
r,1101
n,1106
s,1120
space,1127
n,1134
a,1138
m,1142
i,1147
n,1151
g,1159
space,1164
c,1170
o,1175
n,1178
s,1182
t,1188
e,1208
l,1231
l,1236
a,1240
t,1245
i,1249
o,1255
n,1258
s,1265
space,1272
f,1278
r,1284
o,1288
m,1299
space,1305
a,1310
space,1316
t,1319
o,1323
space,1326
z,1335
period,1347
space,1351
t,1355
h,1361
e,1365
space,1370
q,1374
u,1377
i,1382
c,1388
k,1393
space,1400
b,1407
r,1415
o,1420
w,1422
n,1431
space,1439
f,1442
o,1447
x,1452
space,1459
o,1466
e,1470
a,1481
backspace,1491
backspace,1496
backspace,1500
backspace,1505
l,1528
e,1531
backspace,1543
backspace,1548
space,1566
l,1572
e,1576
a,1583
p,1586
t,1608
space,1614
g,1622
r,1629
a,1637
c,1642
e,1649
f,1661
u,1669
l,1676
l,1683
y,1691
space,1699
o,1703
v,1709
e,1719
r,1723
space,1727
7,1733
space,1742
s,1751
h,1756
backspace,1772
l,1785
e,1793
e,1805
p,1812
y,1818
backspace,1819
space,1828
backspace,1851
y,1866
space,1871
d,1876
o,1881
g,1886
s,1895
space,1900
backspace,1923
comma,1931
space,1938
w,1943
h,1947
i,1952
l,1959
e,1964
space,1971
3,1979
space,1988
c,2000
h,2002
r,2010
backspace,2035
i,2047
r,2054
p,2059
i,2071
n,2075
g,2083
space,2089
c,2096
r,2106
i,2117
c,2134
k,2140
e,2144
t,2151
s,2161
space,2163
s,2169
e,2175
r,2187
e,2193
n,2204
a,2220
d,2230
e,2235
d,2242
space,2248
t,2253
h,2260
e,2265
space,2268
n,2271
i,2277
g,2280
h,2285
t,2287
period,2312
space,2316
i,2323
n,2329
space,2334
t,2338
h,2343
e,2351
space,2355
d,2361
i,2365
s,2371
t,2376
a,2386
n,2392
c,2394
e,2400
comma,2418
space,2423
1,2431
2,2438
space,2445
o,2452
w,2456
l,2459
s,2464
space,2485
h,2491
o,2495
o,2500
t,2505
e,2513
d,2521
space,2526
a,2532
n,2537
d,2542
space,2546
backspace,2553
backspace,2559
backspace,2564
backspace,2568
backspace,2579
comma,2597
space,2601
a,2608
n,2614
d,2620
space,2623
6,2643
space,2648
f,2654
r,2660
o,2666
g,2669
s,2676
space,2682
w,2693
p,2701
backspace,2722
backspace,2727
backspace,2731
space,2747
s,2756
p,2763
l,2776
a,2797
s,2806
h,2814
e,2821
d,2828
space,2837
i,2843
n,2849
space,2854
a,2859
space,2864
p,2884
o,2891
n,2901
d,2909
space,2917
r,2928
space,2929
e,2937
f,2946
backspace,2957
backspace,2963
backspace,2968
e,2986
f,2995
l,3000
e,3002
c,3010
t,3017
i,3021
n,3027
g,3031
space,3037
8,3055
9,3060
space,3070
t,3076
w,3083
i,3103
n,3110
k,3118
i,3123
backspace,3143
k,3158
l,3165
i,3174
backspace,3188
backspace,3193
backspace,3211
l,3232
i,3236
n,3243
g,3252
space,3255
s,3263
t,3269
a,3276
r,3281
s,3288
period,3307
space,3316
a,3321
r,3326
o,3333
u,3339
n,3345
d,3351
space,3355
t,3358
h,3363
e,3368
space,3372
c,3379
a,3387
m,3393
p,3431
f,3439
i,3443
r,3448
e,3453
comma,3467
space,3474
t,3479
h,3487
e,3490
y,3499
space,3508
w,3514
a,3521
h,3523
r,3530
backspace,3544
backspace,3549
backspace,3553
backspace,3558
s,3576
h,3581
a,3585
r,3592
e,3599
d,3605
space,3611
w,3619
t,3626
o,3629
r,3635
backspace,3649
backspace,3651
backspace,3656
backspace,3660
backspace,3671
s,3677
backspace,3696
space,3708
s,3713
t,3732
o,3737
r,3741
i,3746
e,3750
s,3757
space,3764
9,3770
f,3776
space,3780
t,3784
backspace,3793
backspace,3798
backspace,3802
backspace,3819
o,3843
f,3850
space,3859
t,3864
h,3870
e,3874
space,3879
3,3888
4,3894
5,3901
space,3910
q,3921
d,3929
v,3936
e,3943
n,3947
backspace,3958
backspace,3963
backspace,3967
backspace,3972
backspace,3976
a,3993
d,4003
v,4012
e,4019
n,4022
t,4025
u,4033
r,4038
e,4045
s,4053
space,4060
t,4069
e,4078
h,4084
backspace,4097
backspace,4100
h,4121
e,4124
y,4129
space,4133
r,4140
backspace,4152
w,4174
o,4179
u,4184
l,4191
d,4197
space,4208
d,4213
r,4219
r,4226
backspace,4240
e,4255
a,4263
m,4271
e,4275
d,4281
space,4289
i,4295
f,4301
backspace,4328
backspace,4333
backspace,4338
space,4352
o,4360
f,4366
comma,4372
space,4378
p,4395
u,4403
n,4409
c,4418
t,4423
u,4426
a,4433
t,4440
e,4446
d,4453
space,4461
b,4467
y,4472
l,4490
a,4491
backspace,4513
backspace,4533
space,4542
l,4547
a,4551
u,4559
g,4565
h,4570
t,4574
e,4584
r,4594
space,4599
a,4605
n,4614
d,4618
space,4628
t,4631
h,4637
e,4642
space,4646
s,4652
o,4658
u,4664
n,4670
d,4676
space,4681
o,4685
f,4694
space,4699
0,4726
space,4734
w,4739
o,4758
r,4764
r,4784
i,4792
e,4795
w,4801
space,4807
i,4812
n,4818
space,4822
backspace,4832
backspace,4839
backspace,4842
backspace,4846
backspace,4852
w,4866
space,4874
i,4879
n,4885
backspace,4894
backspace,4899
backspace,4904
backspace,4909
s,4926
space,4934
i,4940
n,4943
space,4949
t,4959
h,4965
e,4970
space,4973
w,4982
o,4991
r,4997
l,5004
d,5014
period,5030
space,5036
b,5046
y,5052
space,5059
n,5065
i,5072
backspace,5085
backspace,5089
backspace,5094
space,5111
m,5119
i,5122
d,5126
n,5135
i,5140
g,5144
h,5146
t,5150
comma,5166
space,5170
t,5175
h,5178
e,5183
y,5188
space,5195
h,5201
e,5205
d,5211
space,5218
backspace,5230
backspace,5234
backspace,5239
a,5267
d,5277
space,5284
c,5291
o,5298
u,5304
n,5312
t,5316
e,5322
d,5331
space,5338
6,5359
7,5367
8,5372
space,5381
g,5387
l,5391
o,5399
w,5403
i,5407
n,5412
g,5416
space,5423
f,5437
i,5443
r,5447
e,5453
f,5471
l,5482
i,5489
e,5493
s,5500
space,5510
q,5517
n,5523
d,5525
space,5531
backspace,5547
backspace,5552
backspace,5556
backspace,5577
a,5591
n,5596
d,5604
space,5611
m,5621
a,5626
r,5633
v,5640
e,5646
l,5651
e,5655
d,5661
space,5669
q,5677
t,5685
space,5688
h,5693
backspace,5703
backspace,5708
backspace,5713
backspace,5718
a,5738
t,5743
space,5748
h,5755
o,5759
w,5765
space,5769
n,5775
a,5784
t,5789
u,5794
r,5799
e,5817
space,5825
l,5831
backspace,5844
backspace,5850
comma,5871
space,5874
l,5879
i,5889
i,5893
backspace,5919
k,5928
e,5932
space,5936
n,5941
u,5947
m,5953
b,5957
e,5964
r,5967
s,5977
comma,5988
space,5993
a,5998
l,6005
w,6011
a,6020
y,6028
s,6033
space,6041
f,6050
o,6055
u,6060
n,6068
d,6071
space,6077
a,6084
space,6093
w,6096
a,6103
y,6109
space,6115
t,6127
o,6132
space,6138
b,6143
r,6151
i,6156
g,6158
backspace,6185
n,6195
g,6200
space,6209
m,6220
a,6225
g,6231
i,6236
c,6242
space,6249
t,6253
o,6257
space,6262
l,6268
i,6277
f,6282
e,6288
period,6307
space,6314
