Key,Frame
a,139
m,157
i,160
d,175
space,180
t,184
h,190
e,195
space,199
b,207
backspace,229
v,262
i,268
r,271
backspace,293
b,306
r,313
a,322
n,325
t,331
space,335
f,344
e,349
s,358
t,363
i,368
v,386
a,392
l,398
space,410
o,419
n,428
space,435
j,438
u,444
n,448
e,456
space,464
5,472
h,480
space,490
backspace,508
backspace,522
t,535
h,539
comma,550
space,555
2,559
0,578
2,583
4,592
comma,609
space,615
7,623
space,633
l,641
i,646
v,651
e,659
l,667
y,677
space,685
m,690
u,695
u,721
backspace,735
s,759
i,763
c,770
i,775
a,780
n,786
s,795
space,804
p,809
l,821
a,847
y,853
e,857
d,865
space,873
t,878
u,882
n,889
e,893
s,901
space,912
f,916
r,922
o,926
space,935
a,946
space,953
t,959
o,962
backspace,974
backspace,979
backspace,984
backspace,989
backspace,998
m,1018
space,1024
a,1031
space,1053
t,1061
o,1067
space,1071
z,1079
period,1102
space,1107
c,1113
r,1121
o,1127
w,1134
d,1140
s,1148
space,1154
c,1163
h,1167
e,1174
e,1179
r,1184
e,1191
d,1196
space,1200
a,1210
s,1217
space,1226
8,1251
space,1258
z,1276
e,1300
b,1313
r,1321
a,1330
s,1337
space,1344
d,1357
a,1362
s,1369
h,1376
e,1382
d,1392
space,1395
p,1407
a,1417
s,1421
t,1433
space,1441
9,1455
space,1462
g,1472
o,1478
o,1482
w,1487
i,1490
backspace,1503
backspace,1509
backspace,1513
backspace,1519
l,1540
o,1545
w,1554
i,1559
n,1568
g,1569
space,1577
l,1584
a,1588
n,1597
t,1611
e,1619
r,1623
n,1628
s,1637
comma,1648
space,1652
w,1656
h,1661
i,1667
l,1674
e,1682
space,1689
3,1704
4,1712
5,1718
space,1728
b,1736
a,1743
l,1752
l,1757
o,1763
o,1795
n,1803
s,1817
space,1827
f,1834
o,1839
backspace,1857
l,1868
o,1874
a,1880
t,1887
e,1895
d,1903
space,1907
a,1917
b,1931
o,1940
v,1942
e,1949
space,1956
t,1963
h,1968
e,1975
space,1979
s,1989
e,1994
backspace,2014
c,2023
e,2029
n,2041
e,2053
period,2071
space,2082
t,2093
h,2098
e,2105
space,2109
q,2118
u,2122
i,2128
